Url,Song,Band
/lyric/5590308/The+Deadly+Venoms/Don%27t+Care,Don't Care,The Deadly Venoms
/lyric/5590315/Naisher/Don%27t+Stop,Don't Stop,The Deadly Venoms
artist/Naisher/0,Naisher,The Deadly Venoms
artist/Pearl/0,Pearl,The Deadly Venoms
/lyric/4756448/The+Deal/Tell+the+Truth,Tell the Truth,The Deal
/lyric/5338101/The+Deal/The+Attack,The Attack,The Deal
/lyric/10564942/The+Dear+Hunter/The+Lake+and+the+River,The Lake and the River,The Dear Hunter
/lyric/10564950/The+Dear+Hunter/Red+Hands,Red Hands,The Dear Hunter
/lyric/17211008/The+Dear+Hunter/Father,Father,The Dear Hunter
/lyric/17211006/The+Dear+Hunter/Go+Get+Your+Gun,Go Get Your Gun,The Dear Hunter
/lyric/17211004/The+Dear+Hunter/He+Said+He+Had+a+Story,He Said He Had a Story,The Dear Hunter
/lyric/17210997/The+Dear+Hunter/In+Cauda+Venenum,In Cauda Venenum,The Dear Hunter
/lyric/17211009/The+Dear+Hunter/Life+and+Death,Life and Death,The Dear Hunter
/lyric/17211002/The+Dear+Hunter/Mustard+Gas,Mustard Gas,The Dear Hunter
/lyric/17211000/The+Dear+Hunter/The+Poison+Woman,The Poison Woman,The Dear Hunter
/lyric/17211003/The+Dear+Hunter/Saved,Saved,The Dear Hunter
/lyric/17211007/The+Dear+Hunter/Son,Son,The Dear Hunter
/lyric/17210999/The+Dear+Hunter/The+Tank,The Tank,The Dear Hunter
/lyric/17211001/The+Dear+Hunter/The+Thief,The Thief,The Dear Hunter
/lyric/17211005/The+Dear+Hunter/This+Beautiful+Life,This Beautiful Life,The Dear Hunter
/lyric/17210998/The+Dear+Hunter/What+It+Means+to+Be+Alone,What It Means to Be Alone,The Dear Hunter
/lyric/17210996/The+Dear+Hunter/Writing+on+a+Wall,Writing on a Wall,The Dear Hunter
/lyric/28933593/The+Dear+Hunter/An+Escape,An Escape,The Dear Hunter
/lyric/32147081/The+Dear+Hunter/At+the+End+of+the+Earth,At the End of the Earth,The Dear Hunter
/lyric/32147076/The+Dear+Hunter/The+Bitter+Suite+IV+and+V%3A+The+Congregation+and+the+Sermon+in+the+Silt,The Bitter Suite IV and V: The Congregation and the Sermon in the Silt,The Dear Hunter
/lyric/32147075/The+Dear+Hunter/The+Bitter+Suite+VI%3A+Abandon,The Bitter Suite VI: Abandon,The Dear Hunter
/lyric/32147086/The+Dear+Hunter/If+All+Goes+Well,If All Goes Well,The Dear Hunter
/lyric/32147078/The+Dear+Hunter/Is+There+Anybody+Here%3F,Is There Anybody Here?,The Dear Hunter
/lyric/32147087/The+Dear+Hunter/King+of+Swords+%28Reversed%29,King of Swords (Reversed),The Dear Hunter
/lyric/32147085/The+Dear+Hunter/The+Line,The Line,The Dear Hunter
/lyric/32147079/The+Dear+Hunter/A++Night+on+the+Town,A  Night on the Town,The Dear Hunter
/lyric/32147082/The+Dear+Hunter/The+Old+Haunt,The Old Haunt,The Dear Hunter
/lyric/32147083/The+Dear+Hunter/Ouroboros,Ouroboros,The Dear Hunter
/lyric/32147084/The+Dear+Hunter/Rebirth,Rebirth,The Dear Hunter
/lyric/32147080/The+Dear+Hunter/Remembered,Remembered,The Dear Hunter
/lyric/32147074/The+Dear+Hunter/The+Squeaky+Wheel,The Squeaky Wheel,The Dear Hunter
/lyric/32147088/The+Dear+Hunter/Wait,Wait,The Dear Hunter
/lyric/32147077/The+Dear+Hunter/Waves,Waves,The Dear Hunter
/lyric/7235926/The+Dears/End+of+a+Hollywood+Bedtime+Story,End of a Hollywood Bedtime Story,The Dears
/lyric/7244180/The+Dears/22%3A+The+Death+of+All+the+Romance,22: The Death of All the Romance,The Dears
/lyric/7244174/The+Dears/Lost+in+the+Plot,Lost in the Plot,The Dears
/lyric/7244178/The+Dears/Never+Destroy+Us,Never Destroy Us,The Dears
/lyric/7244182/The+Dears/No+Cities+Left,No Cities Left,The Dears
/lyric/7244177/The+Dears/Pinned+Together%2C+Falling+Apart,"Pinned Together, Falling Apart",The Dears
/lyric/7244181/The+Dears/Postcard+from+Purgatory,Postcard from Purgatory,The Dears
/lyric/7244175/The+Dears/The+Second+Part,The Second Part,The Dears
/lyric/7244179/The+Dears/Warm+and+Sunny+Days,Warm and Sunny Days,The Dears
/lyric/7244172/The+Dears/We+Can+Have+It,We Can Have It,The Dears
/lyric/7244173/The+Dears/Who+Are+You%2C+Defenders+of+the+Universe,"Who Are You, Defenders of the Universe",The Dears
/lyric/14766042/The+Dears/The+Death+of+All+the+Romance,The Death of All the Romance,The Dears
/lyric/9765518/The+Dears/You+and+I+Are+a+Gang+of+Losers,You and I Are a Gang of Losers,The Dears
/lyric/8779857/The+Dears/Hate+Then+Love,Hate Then Love,The Dears
/lyric/8779860/The+Dears/Heartless+Romantic,Heartless Romantic,The Dears
/lyric/34197146/The+Dears/All+the+Hail+Marys,All the Hail Marys,The Dears
/lyric/34197140/The+Dears/I%27m+Sorry+That+I+Wished+You+Dead,I'm Sorry That I Wished You Dead,The Dears
/lyric/34197145/The+Dears/Of+Fisticuffs,Of Fisticuffs,The Dears
/lyric/8751560/The+Death+Set/Around+the+World,Around the World,The Death Set
/lyric/8751555/The+Death+Set/Negative+Thinking,Negative Thinking,The Death Set
/lyric/8751554/The+Death+Set/Paranoia,Paranoia,The Death Set
/lyric/3084963/The+DeBarge+Family/Close+to+You,Close to You,The DeBarge Family
/lyric/5545353/The+Decemberists/California+One+Youth+and+Beauty+Brigade,California One Youth and Beauty Brigade,The Decemberists
/lyric/5545347/The+Decemberists/A+Cautionary+Song,A Cautionary Song,The Decemberists
/lyric/5545352/The+Decemberists/Clementine,Clementine,The Decemberists
/lyric/5545349/The+Decemberists/Cocoon,Cocoon,The Decemberists
/lyric/5545350/The+Decemberists/Grace+Cathedral+Hill,Grace Cathedral Hill,The Decemberists
/lyric/5545345/The+Decemberists/Here+I+Dreamt+I+Was+an+Architect,Here I Dreamt I Was an Architect,The Decemberists
/lyric/5545346/The+Decemberists/July%2C+July%21,"July, July!",The Decemberists
/lyric/5545351/The+Decemberists/The+Legionnaire%27s+Lament,The Legionnaire's Lament,The Decemberists
/lyric/5545344/The+Decemberists/Leslie+Anne+Levine,Leslie Anne Levine,The Decemberists
/lyric/5545348/The+Decemberists/Odalisque,Odalisque,The Decemberists
/lyric/6131886/The+Decemberists/Angel%2C+Won%27t+You+Call+Me%3F,"Angel, Won't You Call Me?",The Decemberists
/lyric/6131888/The+Decemberists/Apology+Song,Apology Song,The Decemberists
/lyric/6131885/The+Decemberists/My+Mother+Was+a+Chinese+Trapeze+Artist,My Mother Was a Chinese Trapeze Artist,The Decemberists
/lyric/6131884/The+Decemberists/Shiny,Shiny,The Decemberists
/lyric/24747150/The+Decemberists/As+I+Rise,As I Rise,The Decemberists
/lyric/24747142/The+Decemberists/The+Gymnast%2C+High+Above+the+Ground,"The Gymnast, High Above the Ground",The Decemberists
/lyric/24747145/The+Decemberists/Los+Angeles%2C+I%27m+Yours,"Los Angeles, I'm Yours",The Decemberists
/lyric/24747153/The+Decemberists/Red+Right+Ankle,Red Right Ankle,The Decemberists
