Band,Lyrics,Song
Roscoe Dash,"How do you do the impossible
You got me so, deep deep in some type of feeling girl
And in the way I can describe, cause what I'm feeling yeah
But girl I'm feeling it, but girl I'm feeling so oh

It's been since last summer time, since you went away
Still got your pictures on my window pain
Long nights, in a daze
Still remember how we did everyday
Tell me, tell me, have you ever
Did it underwater
And let it air dry on the stairs
The stairs, the stairs, the stairs, the stairs
And someone tell me what’s the use for the bed
When you up in the air, the air, the air
I think she’s far from what I’m used to
I’m lucky, it feels like holy revival
When she suck me
Pretty lips, pretty lips, pretty lips, pretty lips
All over me
We had champagne, champagne
We don’t need a glass, we tired of being sober
She took the whole thang, she took the whole thang
And now I’m asking, is you straight
She said yeah quit talking boy switch up your tempo
She had her right backs, I'm the King Sacramento
And she loves it, she loves it, she loves it
When I stand up in that thang
Yeah got her saying
Now she saying

How do you do the impossible
You got me so, deep deep in some type of feeling girl
And in the way I can describe, cause what I'm feeling yeah
But girl I'm feeling it, but girl I'm feeling so oh X2

Do do do, do do do, do do do, do do do oh
Do do do, do do do do do-do do do oh
Do do do, do do do, do do do, do do do oh
Do do do, do do do, do do do ohhh

How do you do the impossible
You got me so, deep deep in some type of feeling girl
And in the way I can describe, cause what I'm feeling yeah
But girl I'm feeling it, but girl I'm feeling so ohhhh 

How do you do the impossible
You got me so, deep deep in some type of feeling girl
And in the way I can describe, cause what I'm feeling yeah
But girl I'm feeling it, but girl I'm feeling so ohhhh",The Impossible
Roscoe Dash,"She got pictures of her last man, all in her trash can
She focus just hopeless, you too much like her past and
She in a mind state where her grind rate
Sets her apart from all the live bait
She makes her own joke, she extraordinary
And those hips and thighs you dream about she more than carries
Pills and berries can't describe how she measures up
She’s a dime, that describes why she acting up

She acting all sidity its cause she know she’s bad
She makes her own money, spend it like she never had
Shes way too smart for scheming, she got too much class
So when she in the room, she got it on smash
Girl, I want it, girl I want it
You got my attention, you got my attention
You got it flauntin', you got it flauntin'
You got me wishing, you got me wishing
I can have it all, baby just for one night
Need another nigga feeling your type
Know you want it, yeah, yeah
(B.I.G. Sean Don, Do it)
(Iight here we go)
(You Crazy)

I'm in here with my crew yelling fuck these other niggas
I did search around the city, can’t nobody do it bigger
Poppin' bottles errday errday that’s my prescription
Getting paper errday errday, that’s my subscription
Its a fuck everybody in the world kind of day everything gold, cause I’m that kinda paid
That’s the girl you wifen' nigga what you’re trying to say
She cute like I might fuck on wednesday when I'm high kind of way
Damn a nigga made it, me and my niggas made it
Yeah I know you’ve seen me on, and she reppin' Finally Famous
Me and my crew round me paid, like getting rich contagious
That’s why Ms. Sophisticated dancin' 'round like she in cages woah (Do It)
Twisting up my fingers and weed, hands flipping through the paper like my fingers could read
All my, All my music knocking like bitch its police
Snatching bottles out her hand like bitch this shits for me
Like What'chu Doing

She acting all sidity (Yea I Do It) its cause she know she’s bad
She makes her own money, spend it like she never had
Shes way too smart for scheming, (And I might run through It) she got too much class
So when she in the room, (Cause that's a Detroit nigga Do It) she got it on smash
Girl, I want it, girl I want it
You got my attention, you got my attention
You got it flauntin', you got it flauntin'
You got me wishing, you got me wishing
I can have it all, baby just for one night
Need another nigga feeling your type
Know you want it, yeah, yeah

I think I know what it is, yeah!
See it, see!
Lehhh go
They can't understand it you bama niggas been actin frantic
You manage to leave them stranded, well mannered and rubber band it
Up Up and when I look up well there you are
You a star with a car, I'm in love, go cigar??
You deserve it, stop in the mall lil' intercourse and movies
Probably end all your nights with champagne, and Jacuzzi
Celebrating the life, you work hard for and I approving
Girl, you’re one of a kind, and your kind is so seducing!
She lead by example, like its her duty, she got him at a standstill
Well how she do it, independent than a muhhh
But that muhh got her stupid
She probably following love, if she ever got to knew me

She acting all sidity its cause she know she’s bad
She makes her own money, spend it like she never had
Girl, I want it, girl I want it
You got my attention, you got my attention
You got it flauntin', you got it flauntin'
You got me wishing, you got me wishing
I can have it all, baby just for one nigga
Nigga feeling your type
Know you want it, yeah, yeah

Girl, I want it, girl I want it
You got my attention, you got my attention
You got it flauntin', you got it flauntin'
You got me wishing, you got me wishing
I can have it all, baby just for one night
Need another nigga feeling your type
Know you want it, yeah, yeah",Sidity
Roscoe Holcomb,"I hate to see that evening sun go down
I hate to see that evening sun go down
Cause my baby, he's gone left this town

Feelin' tomorrow like I feel today
If I'm feelin' tomorrow like I feel today
I'll pack my truck and make my give-a-way

St. Louis woman with her diamond ring
Pulls that man around by her, if it wasn't for her and her
That man I love would have gone nowhere, nowhere

I got the St. Louis blues, blues as I can be
That man's got a heart like a rock cast in the sea
Or else he wouldn't have gone so far from me

I love my baby like a school boy loves his pie
Like a Kentucky colonel loves his mint 'n rye
I love my man till the day I die",St. Louis Blues
Roscoe Shelton,"Together we'll stand
Divided we'll fall
Come on now people
Let's get on the ball
And work together
Come on, come on
Let's work together
(Now now people)
Because together we will stand
Every boy, every girl and man
People, when things go wrong
As they sometimes will
And the road you travel
It stays all uphill
Let's work together
Come on, come on
Let's work together
You know together we will stand
Every boy, girl, woman and man
Oh well now, two or three minutes
Two or three hours
What does it matter now
In this life of ours
Let's work together
Come on, come on
Let's work together
(Now now people)
Because together we will stand
Every boy, every woman and man
Come on, let's work together...
Well now, make someone happy
Make someone smile
Let's all work together
And make life worthwhile
Let's work together
Come on, come on
Let's work together
(Now now people)
Because together we will stand
Every boy, girl, woman and man
Oh well now, come on you people
Walk hand in hand
Let's make this world of ours
A good place to stand
And work together
Come on, come on
Let's work together
(Now now people)
Because together we will stand
Every boy, girl, woman and man
Well now together we will stand
Every boy, girl, woman and man",Let's Work Together
Rose Banks,"Darling, baby
Life is so lonely without you
Life is so lonely without you
Since you left these arms of mine

I've been alone, trying
Wondering why you left me behind

Darling, baby
Can't carry on since you've been gone
Why don't you please
Please, come on home

Let's talk it over
Baby, baby, baby, baby
Let's talk it over one more time

Oh, so many nights
I wondered whose holding you tight
Can't help but feel it should be me
Oh, it should be me
Cause I'm forever losing sleep at night
Thank you for using Top40db.com.

Darling, baby
I've been loving you so long
Tell me what did I do wrong
Come back to these arms of mine

Let's talk it over
Let's talk it over one more time

Darling, baby
This world is empty without you
Keeps me crying with nothing to do
Since you've left these arms of mine

Let's talk it over, baby, baby
One more time

Mmm, darling, baby",Darling Baby
Rose Blossom Punch,"Took me a while just to give it away
I've been saving it up
Saving it up

No
Took me a while just to tell you the truth
I've been saving it up
Saving it up

No more time
If my face gives away I'm confused
Terribly sorry to say you elude
Carry a sigh on your head and you paint on your frown could I love you instead

I'll give you a chance if you leave one to me
Where do we begin
Where do we begin

If my face gives away I'm confused
Terribly sorry to say you elude
Carry a sigh on your head and you paint on your frown could I love you instead

I feel lonely
Wouldn't you
I feel sorry
Shouldn't you

No more
No more time",Confused
Rose Bonanza,"When mistletoe and tinsel glow
Paint a yuletide valentine
Back home i go to those i know
For a christmas auld lang syne

And as we gather 'round the tree
Our voices all combine
In sweet accord to thank our lord
For a christmas auld lang syne

When sleigh bells ring and choirs sing
And the children's faces shine
With each new toy we share their joy
With a christmas auld lang syne

We sing his praise this day of days
And pray next year this time
We'll all be near to share the cheer
Of a christmas auld lang syne

In sweet accord to thank our lord
For a christmas auld lang syne",Christmas Auld Lang Syne
Rose Bonanza,"Frosted window panes, candles gleaming inside
Painted candy canes on the tree
Santa's on his way, he's filled his sleigh
With things, things for you and for me

It's that time of year when the world falls in love
Every song you hear seems to say
Merry Christmas, may your New Year dreams come true
And this song of mine in three quarter time
Wishes you and yours the same thing too

It's that time of year when the world falls in love
Every song you hear seems to say
Merry Christmas, may your New Year dreams come true
And this song of mine in three quarter time
Wishes you and yours the same thing too",The Christmas Waltz
Rose Bonanza,"Oh the weather outside is frightful
But the fire is so delightful
And since we've no place to go
Let it snow! Let it snow! Let it snow!

It doesn't show signs of stopping
And I've bought some corn for popping
The lights are turned way down low
Let it snow! Let it snow! Let it snow!

When we finally kiss goodnight
How I'll hate going out in the storm!
But if you'll really hold me tight
All the way home I'll be warm

The fire is slowly dying
And, my dear, we're still goodbying
But as long as you love me so
Let it snow! Let it snow! Let it snow!",Let It Snow! Let It Snow! Let It Snow!
Rose Bonanza,"Merry Christmas, baby, you really did treat me nice
Merry Christmas, baby, you really did treat me nice
Bought me a hi-fi for Christmas, now I'm living in paradise
Well, I'm feelin', mighty fine, I got good music on my radio
Well, I feel so fine, I got good music on my radio
Yes, I want to hug and kiss you baby
While you're standing beneath the mistletoe

Santa came down the chimney, 'bout a half past three
Left all these pretty presents that you see before me
Merry Christmas baby, you really been good to me

I will always love you baby
Now I'm happy as I can be","Merry Christmas, Baby"
