Band,Lyrics,Song
Michael Ball,"I'll sing it one last time for you
Then we really have to go
You've been the only thing that's right
In all I've done

And I can barely look at you
But every single time I do
I know we'll make it anywhere
Away from here

Light up, light up
As if you have a choice
Even if you cannot hear my voice
I'll be right beside you, dear

To think I might not see those eyes
Makes it so hard not to cry
And as we say our long goodbyes
I nearly do

Light up, light up
As if you have a choice
Even if you cannot hear my voice
I'll be right beside you, dear

Louder, louder
And we'll run for our lives
I can hardly speak, I understand
Why you can't raise your voice to say

Light up, light up
As if you have a choice
Even if you cannot hear my voice
I'll be right beside you, dear

Louder, louder
And we'll run for our lives
I can hardly speak, I understand
Why you can't raise your voice to say",Run
Michael Ballam,"Love is a many splendored thing
It's the April rose that only grows in the early Spring
Love is nature's way of giving a reason to be living
The golden crown that makes a man a king
Once on a high and windy hill, In the morning mist
Two lovers kissed and the world stood still
Then your fingers touched my silent heart and taught it how to sing
Yes, true love's a many splendored thing
 
Love is a many splendored thing
It's the April rose that only grows in the early Spring
Love is nature's way of giving a reason to be living
The golden crown that makes a man a king
Once on a high and windy hill, In the morning mist
Two lovers kissed and the world stood still
Then your fingers touched my silent heart and taught it how to sing
Yes, true love's a many splendored thing",Love Is a Many Splendored Thing
Michael Ballam,"Some enchanted evening, you may see a stranger,
You may see a stranger across a crowded room,
And somehow you know, you know even then,
That somehow you'll see here again and again.

Some enchanted evening, someone may be laughing,
You may hear her laughing across a crowded room,
And night after night, as strange as it seems,
The sound of her laughter will sing in your dreams.

Who can explain it, who can tell you why?
Fools give you reasons, wise men never try.

Some enchanted evening, when you find your true love,
When you hear her call you across a crowded room,
Then fly to her side and make her your own,
Or all through your life you may dream all alone.

Once you have found her, never let her go,
Once you have found her, never let her go.",Some Enchanted Evening
Michael Ballew,"I want you to want me;
I'm goin' crazy knowin' he will be your lover tonight.
And when he comes I'll let you go;
I'll just pretend as you walk out the door.
Oh no, I can't sleep;  oh no, I'm goin' crazy with love over you.
 
I need you to need me;
I wanna hold you but you're holdin' someone else in your arms.
When I close my eyes I see your face;
I'm just not sure how much my heart can erase.
Oh no, I can't think;  oh no, I'm goin' crazy with love over you.
 
Oh, honey, oh, sugar.
Oh no, I can't sleep anymore, baby.
Oh no, I can't think anymore, baby.",Oh No
Michael Barden,"Joy to the world, the Lord has come
Let earth receive her King
Let e-every-why hear-ear-eart prepar-are Hi-I'm roo-oo-om
And heaven and nature sing (and heaven and nature sing)
And heaven and nature sing (and heaven and nature sing)
And hea-eaven, and hea-eaven and nature sing

Joy to the world, the Savior reigns
Let men their so-ongs e-employ
While fie-ields a-and floo-oo-oods
Rocks, hi-ills a-and plai-ai-ains
Repeat the sounding joy (repeat the sounding joy)
Repeat the sounding joy (repeat the sounding joy)
Repea-eat, repea-eat the sounding joy

Ohh-oh, Ohh-oh, Ohh-oh, Ohh-oh
No more let sin and sorrow grow
Nor thorns infest the ground
He co-omes to-oo ma-a-ake His ble-essings flow-ow-ow
Far as the curse is found (far as the curse is found)
Far as the curse is found (far as the curse is found)
far a-as, far a-as the curse is found

For He rules the world with tru-uth a-and grace
And makes the na-atio-ion prove
The glo-ories o-of His ri-ighteousne-e-ess
And wonders of His love (and wonders of His love)
And wonders of His love (and wonders of His love)
And wo-onders, wo-onders of Hi-is love

Joy to the world, the Lord has come",Joy to the World!
Michael Been,"For your love
For your love
I'd give you everything and more and that's for sure
(For your love)
I'd bring you diamond rings and things right to your door
(For your love)
To thrill you with delight,
I'd give you diamonds bright
Double takes I will excite,
Make you dream of me at night
For your love
For your love
For your love
For your love,
For your love
I would give the stars above
For your love,
For your love
I would give you all I could
(For your love)
(For your love)
I'd give the moon if it were mine to give
(For your love)
I'd give the stars and the sun for I live
(For your love)",For Your Love
Michael Bellar,"Somewhere over the rainbow, way up high
There's a land that I've heard of once in a lullaby.
Somewhere over the rainbow, skies are blue
And the dreams that you dare to dream,
Really do come true.

Someday I'll wish upon a star
And wake up where the clouds are far behind me.
Where troubles melt like lemon drops,
High above the chimney tops,
That's where you'll find me.

Somewhere over the rainbow, blue birds fly
Birds fly over the rainbow
Why then, oh why can't I?
If happy little bluebirds fly beyond the rainbow
Why, oh why can't I?

Somewhere over the rainbow, way up high
There's a land that I've heard of once in a lullaby.
Somewhere over the rainbow, skies are blue
And the dreams that you dare to dream,
Really do come true.

Someday I'll wish upon a star
And wake up where the clouds are far behind me.
Where troubles melt like lemon drops,
High above the chimney tops,
That's where you'll find me.

Somewhere over the rainbow, blue birds fly
Birds fly over the rainbow
Why then, oh why can't I?
If happy little bluebirds fly beyond the rainbow
Why, oh why can't I?",Over the Rainbow
Michael Bellar,"Picture yourself in a boat on a river
With tangerine trees and marmalade skies.
Somebody calls you, you answer quite slowly,
A girl with kaleidoscope eyes.

Cellophane flowers of yellow and green
Towering over your head.
Look for the girl with the sun in her eyes
And she's gone.

Lucy in the sky with diamonds
Lucy in the sky with diamonds
Lucy in the sky with diamonds, ah, ah

Follow her down to a bridge by the fountain
where rocking horse people eat marshmallow pies.
Everyone smiles as you drift past the flowers
That grow so incredibly high.

Newspaper taxis appear on the shore
Waiting to take you away
Climb in the back with your head in the clouds 
And you're gone.

Picture yourself on a train in a station
With plasticine porters with looking glass ties,
Suddenly someone is there at the turnstile,
The girl with kaleidoscope eyes.",Lucy in the Sky with Diamonds
Michael Benedict,"Honey you do me wrong but still I'm crazy about you
Stay away too long and I can't do without you
Every chance you get you seem to hurt me more and more
But each hurt makes my love stronger than before
I know flowers go through rain
But how can love go through pain

Ain't that peculiar
A peculiar-arity
Ain't that peculiar baby
Peculiar as can be

You tell me lies that should be obvious to me
I've been so much in love with you baby til I don't want to see
That things you do and say are designed to make me blue
It's a doggone shame my love for you makes all
Your lies seem true
But if the truth makes love last longer
Why do lies make my love stronger

Ain't that peculiar
Peculiar as can be
Ain't that peculiar baby
A peculiar-arity

I cried so much just like a child that's lost its home
Maybe baby you think these tears I cry are tears of joy
A child can cry so much until you do everything they say
But unlike a child my tears don't help me to get my way
I know love can last through years
But how can love last through tears

Now ain't that peculiar baby
A peculiar-arity
Ain't it peculiar baby
Peculiar as can be

Said I don't understand it baby
It's so strange sometimes",Ain't That Peculiar
Michael Berkowitz,"Don't the moon look lonesome shinin' thru the trees?
Don't the moon look lonesome shinin' thru the trees?
Don't your arms look lonesome when your baby back's up  to leave?
Well I'm goin' up on the mountain  to call that baby of mine 
Said I'm goin' up on the mountain  to call that baby of mine 

But something tells me he's not coming back this time

Would like to go to the country can't take you
I'm goin' up  to the country can't take you
Nothin' up there a man like you could do

He's got fins like a fish
Sheep  like a frog

When he loves me I hallo oh, hot dog
Love that man better than I do myself
But I'm all alone, all alone on the shelf, on the shelf",Boogie Blues
Michael Berkowitz,"When the porter yells Massachusetts
I'll be there with bells, Massachusetts
Homesick as can be, Massachusetts
Only place for me, Massachusetts
Got a special date
With that New England State

How my heart will knock, Massachusetts
To see Plymouth Rock, Massachusetts
Want to roam around, Massachusetts
In Nantucket town, Massachusetts
I can hardly wait
I hope the train ain't late

You can't guess how much it means for me to be there
Childhood friends and childhood scenes for me to see there

`Neath blue skies above, Massachusetts
With the one I love, Massachusetts
Just like Jack and Jill, Massachusetts
We'll climb Bunker Hill, Massachusetts
Spread the news around
I'm Massachusetts bound

As you walk to Lexington, you think of glory
When those minute men were done, they left a story

Where they speak with ee's, Massachusetts
Boston if you pleese, Massachusetts
Where they can't say can't, Massachusetts
And where Aunt meets Aunt, Massachusetts
Spread the news around
I'm Massachusetts, Massachusetts bound",Massachusetts
Michael Bloomfield,"Fare thee well, my own true love
Fare thee well a while,
For the ship is a-waiting and the wind blows free
And I am bound away for the sea,
Mary Ann.

If I had a flask of gin,
Whiskey there for two
And a great big bowl for to mix them in
I'd mix a drink for you my dear
Mary Ann.

The lobster boiling in the pot,
The bluefish on the hook;
The pain they bear is nothing like
The ache I bear for you, my dear
Mary Ann.

Fare thee well, my own true love
Fare thee well a while,
For though I go I'll surely come again
Though it be ten thousand miles, my dear
Mary Ann.

Fare thee well, my own true love
Fare thee well, my dear,
For the ship is a-waiting and the wind blows free
And I am bound away for the sea,
Mary Ann.



",Mary Ann [*]
Michael Bloomfield,"I am a lineman for the county
And I drive the main road
Searchin' in the sun for another overload
I hear you singin' in the wire
I can hear you through the whine
And the Wichita lineman is still on the line

I know I need a small vacation
But it don't look like rain
And if it snows that stretch down south
Won't ever stand the strain
And I need you more than want you
And I want you for all time
And the Wichita lineman is still on the line

And I need you more than want you
And I want you for all time
And the Wichita lineman is still on the line",Blues Medley: Sweet Little Angel/Jelly Jelly
Michael Bloomfield,"The sky is crying,
Can you see the tears roll down the street.
The sky is crying,
Can you see the tears roll down the street.
I've been looking for my baby
And I've been wondering where can she be

I my baby early one morning
She was walking on down the street
I my baby early one morning
She was walking on down the street
You know it hurt me, hurt me so bad
It made my poor heart skip a beat

I got a real, real fine feeling
That my baby she don't love me no more
I got a real, real fine feeling
That my baby she don't love me no more
You know the sky's been crying
Can see you see the tears roll down my door",The Sky Is Cryin'
Michael Bloomfield,"Run here pretty baby, sit down on your daddy's knee
I want to tell ev'rybody, how you've been sending me
Now if that's your secret, you can keep it to yourself
'Cause if you tell me, I might tell somebody else

I ain't never loved and I hope I never will
Because a lovin' proposition, will get somebody killed
Lead me pretty baby, 'cause you know I can be led
Squeeze me pretty baby, until my face turns cherry red",Cherry Red
