Band,Lyrics,Song
Samuel,"Amiga mía, lo sé, sólo vives por él
Que lo sabe también, pero él no te ve
Como yo, suplicarte a mi boca que diga
Que me confesado entre copas
Que es con tu piel con quien sueña de noche
Y que enloqueces con cada botón que
Te desabrochas pensando en su manos
Él no te ha visto temblar, esperando
Una palabra, algún gesto un abrazo
Él no te ve como yo suspirando
Con los ojitos abiertos de par en par
Escucharme nombrarle.
!Ay, amiga mía! lo sé y él también

Amiga mía, no sé qué decir
Ni qué hacer para verte feliz
Ojala pudiera mandar en el alma o en la libertad
Que es lo que a él le haré falta
Llenarte los bolsillos de guerras ganadas
De sueños e ilusiones renovadas
Yo quiero regalarte una poesía
Tú piensas que estoy dando las noticias

Amiga mía, ojala algún día escuchando mi canción
De pronto, entiendas que nunca quise fue contar tu historia
Porque pudiera resultar conmovedora
Pero, perdona, amiga mía
No es inteligencia mi sabiduría
Esta es mi manera de decir las cosas
No es que sea mi trabajo, es que es mi idioma

Amiga mía, princesa de un cuento infinito
Amiga mía, tan sólo pretendo que cuentes conmigo
Amiga mía, a ver si uno de estos días
Por fin aprendo a hablar
Sin tener que dar tantos rodeos
Que toda esta historia me importa
Porque eres mi amiga

Amiga mía, lo sé, sólo vives por él
Que lo sabe también, pero él no te ve
Como yo, suplicarte a mi boca que diga
Que me confesado entre copas
Que es con tu piel con quien sueña de noche 

Amiga mía, no sé qué decir
Ni qué hacer para verte feliz
Ojalá pudiera mandar en el alma o en la libertad
Que es lo que a él le haré falta
Llenarte los bolsillos de guerras ganadas
De sueños e ilusiones renovadas
Yo quiero regalarte una poesía
Tú piensas que estoy dando las noticias

Amiga mía, princesa de un cuento infinito
Amiga mía, tan sólo prentendo que cuentes conmigo
Amiga mía, a ver si uno de estos días
Por fin aprendo a hablar
Sin tener que dar tantos rodeos
Que toda esta historia me importa
Porque eres mi amiga
Amiga mía princesa de un cuento infinito
Amiga mía, tan sólo prentendo que cuentes conmigo",Amiga Mia
Samuel,"Sé que hay en tus ojos con solo mirar 
Que estas cansado de andar y de andar
Y caminar girando siempre en un lugar

Sé que las ventanas se pueden abrir
Cambiar el aire depende de ti
Te ayudara vale la pena una vez más

Saber que se puede querer que se pueda
Quitarse los miedos sacarlos afuera
Pintarse la cara color esperanza
Tentar al futuro con el corazón

Es mejor perderse que nunca embarcar
Mejor tentarse a dejar de intentar
Aunque ya ves que no es tan fácil empezar

Sé que lo imposible se puede lograr
Que la tristeza algún día se irá
Y así­ será la vida cambia y cambiará

Sentirás que el alma vuela
Por cantar una vez más

Saber que se puede querer que se pueda
Quitarse los miedos sacarlos afuera
Pintarse la cara color esperanza
Tentar al futuro con el corazón

Saber que se puede querer que se pueda
Quitarse los miedos sacarlos afuera
Pintarse la cara color esperanza
Tentar al futuro con el corazón

Vale más poder brillar
Que solo buscar ver el sol

Pintarse la cara color esperanza
Tentar al futuro con el corazón

Saber que se puede querer que se pueda
Pintarse la cara color esperanza
Tentar al futuro con el corazón",Color Esperanza
Samuel,"Nunca imagine la vida sin ti
Todo lo q me plantie, siempre estabas tu
Solo tu sabes bien quien soy
De donde vengo y a donde voy
Nunca t he mentido nunca t he escondido nada
Siempre me tuviste cuando me necesitabas
Nadie mejor q tu sabra
Q di todo lo q pude dar

Y ahora y tu t vas
Asi como si nada (y tu t vas)
Acortandome la vida,agachando la mirada
Y tu t vas
Y yo, q me pierdo entre la nada (y tu t vas)
Donde quedan las palabras
Y el amor q me jurabas, y tu t vas, ooh, oh

Si es q t he fallado dime como y cuando a sido
Si es q t has cansado y ahora me hechas al olvido
No habra nadie q t amara
Asi como yo t puedo amar

Por mas mas q busco no encuentro razon
Por mas q intento no puedo olvidar
Eres como una llama q arde en el fondo de mi corazon",Y Tu Te Vas
Samuel Boruszko,"O come, all ye faithful,
Joyful and triumphant,
O come ye, O come ye to Bethlehem!
Come and behold Him,
Born the King of Angels!
O come let us adore Him,
O come let us adore Him,
O come let us adore Him,
Christ the Lord!

God of God,
Light of Light,
Lo! He abhors not the Virgin's womb,
Very God,
Begotten, not created.

O come, all ye faithful,
Joyful and triumphant,
O come ye, O come ye to Bethlehem!
Come and behold Him,
Born the King of Angels!
O come let us adore Him,
O come let us adore Him,
O come let us adore Him,
Christ the Lord!

See how the shepherds
Summoned to His cradle,
Leaving their flocks, draw nigh to gaze!
We, too, will thither
Bend our hearts' oblations.

O come, all ye faithful,
Joyful and triumphant,
O come ye, O come ye to Bethlehem!
Come and behold Him,
Born the King of Angels!
O come let us adore Him,
O come let us adore Him,
O come let us adore Him,
Christ the Lord!

Lo, star-led chieftains,
Magi, Christ adoring,
Offer Him incense, gold and myrrh,
We to the Christ-child
Bring our hearts' oblations

O come, all ye faithful,
Joyful and triumphant,
O come ye, O come ye to Bethlehem!
Come and behold Him,
Born the King of Angels!
O come let us adore Him,
O come let us adore Him,
O come let us adore Him,
Christ the Lord!

Child, for us sinners,
Poor and in the manger,
Fain we embrace
Thee with love and awe,
Who would not love Thee,
Loving us so dearly?

O come, all ye faithful,
Joyful and triumphant,
O come ye, O come ye to Bethlehem!
Come and behold Him,
Born the King of Angels!
O come let us adore Him,
O come let us adore Him,
O come let us adore Him,
Christ the Lord!

Sing, choirs of angels,
Sing in exultation,
O sing, all ye citizens of heaven above!
""Glory to God,
In the highest!""

O come, all ye faithful,
Joyful and triumphant,
O come ye, O come ye to Bethlehem!
Come and behold Him,
Born the King of Angels!
O come let us adore Him,
O come let us adore Him,
O come let us adore Him,
Christ the Lord!

Yea, Lord, we greet Thee,
Born this happy morning,
Jesus, to Thee be all glory given,
Word of the Father,
Now in flesh appearing!

O come, all ye faithful,
Joyful and triumphant,
O come ye, O come ye to Bethlehem!
Come and behold Him,
Born the King of Angels!
O come let us adore Him,
O come let us adore Him,
O come let us adore Him,
Christ the Lord!",Adeste Fideles
Samuel Joseph,"Strumming my pain with his fingers
Singing my life with his words
Killing me softly with his song
Killing me softly with his song
Telling my whole life with his words
Killing me softly with his song

I heard he sang a good song, I heard he had a style
And so I came to see him to listen for a while
And there he was this young boy, a stranger to my eyes

Strumming my pain with his fingers
Singing my life with his words
Killing me softly with his song
Killing me softly with his song
Telling my whole life with his words
Killing me softly with his song 

I felt all flushed with fever, embarrassed by the crowd
I felt he found my letters and read each one out loud
I prayed that he would finish but he just kept right on

Strumming my pain with his fingers
Singing my life with his words
Killing me softly with his song
Killing me softly with his song
Telling my whole life with his words
Killing me softly with his song 

He sang as if he knew me in all my dark despair
And then he looked right through me as if I wasn't there
And he just kept on singing, singing clear and strong

Strumming my pain with his fingers
Singing my life with his words
Killing me softly with his song
Killing me softly with his song
Telling my whole life with his words
Killing me softly with his song 

He was strumming my pain, yeah, he was singing my life
Killing me softly with his song
Killing me softly with his song
Telling my whole life with his words
Killing me softly with his song 
With his song",Killing Me Softly
Samuel Ramey,"When they begin the beguine
It brings back the sound of music so tender
It brings back a night of tropical splendor
It brings back a memory ever green

I'm with you once more under the stars
And down by the shore an orchestra's playing
And even the palms seem to be swaying
When they begin the beguine

To live it again is past all endeavor
Except when that tune clutches my heart
And there we are, swearing to love forever
And promising never, never to part

What moments divine, what rapture serene
Till clouds came along to disperse the joys we had tasted
And now when I hear people curse the chance that was wasted
I know but too well what they mean

So don't let them begin the beguine
Let the love that was once a fire remain an ember
Let it sleep like the dead desire I only remember
When they begin the beguine

Oh yes, let them begin the beguine, please make them play
Till the stars that were there before return above you
Till you whisper to me once more, ""Darling, I love you""
Then we suddenly know what heaven we're in
When they begin the, begin the, begin the beguine

When they begin the, begin the, begin the beguine
When they begin the beguine",Begin the Beguine [From Jubilee]
Samuel Ramey,"Embrace me, my sweet embraceable you!
Embrace me, you irreplaceable you!

Just one look at you
My heart grew tipsy in me,
You and you alone
Bring out the gypsy in me! 

I love all, the many charms about you!
Above all, I want my arms about you! 

Don't be a naughty baby,
Come to papa, come to papa, do!
My sweet embraceable you!",Embraceable You [From Girl Crazy]
Samuel Ramey,"The man who only lives for making money
Lives a life that isn't necessarily sunny
Likewise the man who works for fame

There's no guarantee that time won't erase his name
The fact is, the only work that really brings enjoyment
Is the kind that is for girl and boy meant
Fall in love and you won't regret it
That's the best work of all, if you can get it
Holding hands at midnight

'Neath a starry sky
Nice work if you can get it
And you can get it if you try
Strolling with the one girl
Sighing sigh after sigh
Nice work if you can get it
And you can get it if you try

Just imagine someone
Waiting at the cottage door
Where two hearts become one
Who could ask for anything more?
Loving one who loves you
And then taking that vow
It's nice work if you can get it
And if you get it, won't you tell me how?""

Just imagine someone
Waiting at the cottage door
Where two hearts become one
Who could ask for anything more?
Loving one who loves you
And then taking that vow
Nice work if you can get it
And if you get it, won't you tell me how?""",Nice Work If You Can Get It [From A Damsel in Distress]
Samuel Thomas Hall II,"Ain't she sweet? See her walking down that street.
Yes I ask you very confidentially, ain't she sweet?
Ain't she nice? Look her over once or twice.
Yes I ask you very confidentially, ain't she nice?
Just cast an eye in her direction, oh me oh my, ain't that perfection?
Oh I repeat, well, don't you think that's kinda neat?
Yes I ask you very confidentially, ain't she sweet?

Ain't she sweet? See her walking down that street.
Yes I ask you very confidentially, ain't she sweet?
Ain't she nice? Look her over once or twice.
Yes I ask you very confidentially, ain't she nice?
Just cast an eye in her direction, oh me oh my, ain't that perfection?
Oh I repeat, well, don't you think that's kinda neat?
Yes I ask you very confidentially, ain't she sweet?

Oh I repeat, well, don't you think that's kinda neat?
Yes I ask you very confidentially, ain't she sweet?

Oh I repeat, well, don't you think that's kinda neat?
Yes I ask you very confidentially, ain't she sweet?",Ain't She Sweet
Samuele Bersani,"Una vittoria in Coppa Uefa mi dar?? soddisfazione
Due ore dopo torno a casa e parte la trasformazione
Come un grande attore entra un'altra vita
Al posto dell'amore carico il dolore
Non sono mai stato in Europa oltre il campo di San Siro
la metropolitana ?? vuota cos?? vuota che cammino
Sotto raggi laser sparati dalle chiese
si passa la frontiera il brivido ?? deluso
a un mese dal 2000 gli scontri come prima,
gli sconti comitiva, le comitive in gita
Lancio un messaggio direttamente a Dio
Amami, parlami, dimmi che sei mio
dimmi che sei mio, anche se dubito mi stai seguendo
La garantita vita meccanica col superbonus di felicit??
fai che non finisca tutto subito che sono stanco
Mi sono messo in un parcheggio per vedermi la puntata
degli umanoidi col carrello della spesa surgelata
chiusa dentro al frigo telefono a un amico
al posto dell'amore carico il dolore
A un mese dal 2000, gli scontri come prima,
gli sconti comitiva le comitive in gita
Lancio un messaggio direttamente a Dio
Amami, parlami, dimmi che sei mio
dimmi che sei mio, anche se dubito mi stai seguendo
La garantita vita meccanica col superbonus di felicit??
fai che non finisca subito tutto subito come d'incanto
che sono stanco...
Lancio un messaggio direttamente a Dio
Amami, parlami, dimmi che sei mio
dimmi che sei mio, anche se dubito mi stai seguendo
la garantita vita meccanica col superbonus di felicit??
fai che non finisca tutto subito che sono stanco",Coppa Uefa
