Band,Lyrics,Song
Jimmy Page,"Go fetch another white girl
To play with in the sand
The one I have right now is broke
The one I really want has planned
To get religion, to find another way
She's at the temple, all I have to say

I have to face it, I'm home alone
I feel quite naked, oh, so forlorn
I am united in disarray
I've no intentions, I know to pray

Send me a dreamboat
That I can sail away
Adrift in warm devotion, no memory
I feel no pain
To live for new beginnings
To ride the win to win the day
Out on the ocean, decide I've got to stay

I can't get started, I'm at an end
She's got religion, I've lost a friend
I talk in circles, I make no sense
I get so nervous, no recompense

I have to face it, I'm home alone
I feel quite naked, oh, so forlorn
I am united in disarray
I've no intentions, I know to pray

Bring me the brightest star
That I can wish upon
And close my eyes so very tight
Pretend that you're not gone
So deep is my distraction
Maybe I'll disappear

I can't get started, I'm at an end
She's got religion, I've lost a friend
I talk in circles, I make no sense
I get so nervous, no recompense

I have to face it, I'm home alone
I feel quite naked, oh, so forlorn
I am united in disarray
I've no intentions, I know to pray

I can't get started, I'm at an end
She's got religion, I've lost a friend
I talk in circles, I make no sense
I get so nervous, no recompense

Go fetch another nice girl
Another nice girl
Another nice girl
Another nice girl 
Another nice girl
Another nice girl
Another nice girl
Another nice girl",Sons of Freedom
Jimmy Page,"First there was a fire that burned
After came the sea
Crawling through the rain and storm
For you, for me
Slowly walks the sacred fool
Countenance sublime
Shining in the light of love
Shining, shining

Oh, shine for me now
Oh, shine for me now

High upon a golden horse
Out upon the sea
Moves a man with simple words
Some for you now, some for me

Burn for me, burn for me ah
Oh, burn for me now
Oh, burn for me, burn for me ah
Oh oh hoh hoh hoh

Out there where the wild wind blows
Oh, where the soul is free
You will be my brightest star
Shining, shining

Oh! Shine for me now
Oh! Shine for me now, oh

Ooh burn for me burn for me
Yeah oh burn for me, burn for me
Oh oh
Shine for me now
Oh oh oh oh
Shine for me now
Hey hey hey",Upon a Golden Horse
Jimmy Page,"When I was born I was running
As my feet hit the ground
Before I could walk I was humming
An old railroad sound
Things didn't get much better
When by the age of five
They found me walking into Clarksdale
Trying to keep my friends alive

No time for celebration
There was no known cure
Seems I was born and raised
In the wrong killing floor
And my loved ones gathered round see
If the experiment had worked
I was misplaced, out of time
privileged and worse

Oh, mama please
Don't cry for me
Tears to the river
Tears to be free

Now I see twelve white horses
Walking in a line
Moving east across the metal
Bridge on highway 49
And standing in the shadows
Of a burnt out motel
The king of Commerce Mississippi waited
With his hound from hell, oh

A shiny noon riverboat taking
Income from the poor
It's floating by the levee in
an artificial pool
There's a six mile tailback
Back on junction 304
A stranger at the crossroads
Believe I've seen his face before

Oh,
Don't cry for me
Tears fill the river
Tears to be free

Oh, I'm sad to be leaving
The sun is going down and I really got to go now
I'm sad to be leaving
The sun's going down and I really got to go now
Really got to go now
I gotta go
I've got to move
I've got to move, yeah, ah

I'm sad to be leaving
Sun's going down and I really got to go now
I'm sad to be leaving
The sun's going down and I really got to go now, oh 

I'm sad to be leaving
Sun's going down and I really got to go now
I'm sad to be leaving
The sun's going down and I really got to go now

Really got to go now, yeah
Oh, gotta go now, yes
Yes, gotta go now
Yeah",Walking Into Clarksdale
Jimmy Page,"I was reaching for the future
Slowly floating in the blue
When I was a boy
I dreamed a dream of you

I danced upon the tree top
I drifted with the stream
When I was a child
I held you in my dreams

Oh-oh-oh oh-oh
Oh-oh-oh oh
Oh

Once I was a soldier
In my castle strong
Oh I stood so tall then
I could do no wrong
Innocence and slumber
When I was a boy

I was walking with a stranger
He left without a trace
When I was a boy
I slept at Heaven's gate

Once I was a soldier
In my castle strong
Oh I stood so tall then
I could do no wrong
Innocence and slumber
When I was a boy

Once I was a soldier
In my castle strong
Oh I stood so tall then
I could do no wrong
Innocence and slumber
Oh, when I was, when I was, when I was
When I was, when I was, when I was, oh oh oh oh, ooh yeah

Once I was a soldier
In my castle strong
Oh I stood so tall then
I could do no wrong
Innocence and slumber
When I was a boy

Yes, you know and so I wonder
through it grows and grows
when i was a boy
I was a boy
I was a boy",When I Was a Child
Jimmy Page,"Oh, yeah, here I am
I've been here since all time began
Oh, oh, I'm here and then
Go round and round and back again

Ah, ah, ah
Ah, ah, ah

Hey hey, come look and see
My footsteps through eternity
Ride hard, strong and free
The messenger will hold the key, oh-oh-oh

Ah ah ah
Ah ah ah

I saw him
I knew him, I touched him
When the world was young
I saw, an' I knew an' I touched
When the world was young
When the world was young, oh oh

Ah ah
High on a hill, home of my heart
Take me dancing round, oh, and round Carry me still sweet home of the heart
Take me dancing round, oh, round

I saw him, and I knew him, and I touched him
When the world was young
I saw him, and I knew him, and I touched him
When the world was young

Oh oh oh oh oh oh oh
Round, round, round, round
I saw him, and I touched him, and I knew him
When the world was young
I saw him, and I touched him, and I knew him
When the world was young

Carry me still home of the heart
Keep me dancing round oh, and round

Oh oh
Oh
When the world was young

Oh oh oh
Oh oh
When the world was young

Oh
Oh oh oh oh oh oh",When the World Was Young
Jimmy Page,"Shapes of things before my eyes
Just teach me to despise
Will time make men more wise?

Here within my lonely frame
My eyes just heard my brain
But will it seem the same?

Come tomorrow, will I be older?
Come tomorrow, may be a soldier
Come tomorrow, may I be bolder than today?

Now the trees are almost green
But will they still be seen
When time and tide have been?

Fallin' into your passing hands
Please don't destroy these lands
Don't make them desert sands

Come tomorrow, will I be older?
Come tomorrow, may be a soldier
Come tomorrow, may I be bolder than today?

Soon I hope that I will find
Thoughts deep within my mind
That won't displace my kind",Shapes of Things [Live]
Jimmy Page,"In my time of sorrow,
In my time of feeling bad
Oh what I'd give
Just to relive
All of the good times that I've had.

In my time of sorrow
In my time of feeling alone
There was a time
I could ease my mind
With thoughts of just being on my own.

Changes of life
I'm going through
Keep me from doing
What I know I should do.

In my time of sorrow
In my time where teardrops fall
I can't tell you why
I don't want to try,
But the time has come
For me to say fare well.

In my time of sorrow
In my time of sorrow
In my time of sorrow",In My Time of Sorrow
Jimmy Page,"Listen to the talk that's going around town
Everywhere you go they're spreading it around
Saying that you've gone and found another one
Is it true, my love?
What about the ring you gave me yesterday?
Is it hard for me to throw it all away
As you said goodbye, if you have no lie
Is it true my love?

Don't you know, don't you know
You're making me blue
Baby, baby say it isn't, say it isn't true
Coming down the street the story looks the same
Everyone I meet is whispering your name
Saying that you've gone and found another one
Is it true, my love?
Saying that you've gone and found another one
Is it true, my love?

Don't you know, don't you know
You're making me blue
Baby, baby say it isn't, say it isn't true
Coming down the street the story looks the same
Everyone I meet is whispering your name
Saying that you've gone and found another one
Is it true, my love?",Is It True?
Jimmy Page,"Why does the sky turn gray every night
Sun rise again in time
Why do you think of the first love you had
Somethings just stick in your mind

Why does the rain fall down on the earth
Why do the clouds keep crying
Why do you sleep curled up like a child
Some things just stick in your mind

Why when the children grow up and leave
Still remember their nursery rhymes
Why must there be so much hate in their lives
Some things just stick in their minds",Some Things Just Stick in Your Mind
Jimmy Page,"Trains and boats and planes are passing by
They mean a trip to Paris or Rome
To someone else but not for me
The trains and boats and planes
Took you away, away from me

We were so in love, and high above
We had a star to wish upon. Wish
And dreams come true, but not for me
The trains and boats and planes
Took you away, away from me

You are from another part of the world
You had to go back a while and then
You said you soon would return again
I'm waiting here like I promised to
I'm waiting here but where are you

Trains and boats and planes took you a way
But every time I see them I pray
And if my prayers can cross the sea
The trains and the boats and planes
Will bring you back, back home to me",Trains and Boats and Planes
