Band,Lyrics,Song
Joan Baez,"When we were young, we pledged allegiance 
Every morning of our lives
The classroom rang with children's voices 
Under teacher's watchful eye
We learned about the world around us 
At our desks and at dinnertime
Reminded of the starving children
Cleaned our plates with guilty minds

The stones in the road 
We played like marbles in the dust
Until a voice called for us 
To make our way back home
The stones in the road 

When I was ten, my father held me 
On his shoulders above the crowd
To see a train draped in mourning 
Pass slowly through our town
His widow kneeled with all her children 
At the sacred burial ground
And the TV glowed that long hot summer 
With all the cities burning down

And the stones in the road 
Flew out from our bicycle tires
Worlds removed from all those fires as we raced 
Each other home
The stones in the road 

Stones

And now we drink our coffee on the run 
Climb that ladder rung by rung
We are the daughters and the sons 
But here's the line that's missing

The starving children have been replaced 
By souls out on the street
We give a dollar when we pass 
And hope our eyes don't meet
We pencil in, we cancel out
We crave the corner suite
We kiss your ass
We make you hold, we doctor the receipt

Stones in the road
Flew out from beneath our wheels
Another day, another deal, before we get back home

The stones in the road 
Leave a mark from whence they came
A thousand points of light or shame
Baby, I don't know

Stones in the road

Stones

In the road",Stones in the Road
Joan Baez,"There are voices in the mirror, faces at the door
That open on the rivers we've never seen before
Are there choices for the sparrow, or does he only fly
High above the rivers that are pulling you and I

Oh, there are strange rivers, rivers that we cannot see
There are strange rivers who know our destiny
There are strange rivers who brought your love to me

He could have been a builder, he could have been the one
Who turned his dreams to steel cathedrals in the sun
He could have been a builder, until he bought the gun
There are forces in that river that keep him on the run

Oh, there are strange rivers, rivers that we cannot see
There are strange rivers who know our destiny
There are strange rivers who brought your love to me

Have you ever turned the corner and wondered why you did?
You haven't been that way since you were just a kid
Nothing really happens and then you have to say
You wonder what would happen had you gone the other way

Oh, there are strange rivers, rivers that we cannot see
There are strange rivers who know our destiny
There are strange rivers who brought your love to me",Strange Rivers
Joan Baez,"You were dreaming on a park bench about a broad highway somewhere
When the music from the carillon seemed to hurl your heart out there
Past the scientific darkness, past the fireflies that float
To an angel bending down to wrap you in her warmest cloak

And you ask ""What am I not doing?""
She says, ""Your voice cannot command,
In time you will move mountains
And it will come through your hands.""

Still you angle for an option, still you argue for your case
Like you wouldn't know a burning bush if it blew up in your face
Yeah, we scheme about the future and we dream about the past
When just a simple reaching out could build a bridge that lasts

And you ask ""What am I not doing?""
She says, ""Your voice cannot command,
In time you will move mountains
And it will come through your hands.""

So whatever your hands find to do you must do with all your heart
There are thoughts enough to blow men's minds and tear great worlds apart
There's a healing touch to find you on that broad highway somewhere
To lift you as high as music running through an angel's hair

Don't ask what you are not doing
'Cause your voice cannot command
And in time we will move mountains
And it will come through your hands",Through Your Hands
Joan Baez,"Maybe it's the color of the sun cut flat
An' coverin' the crossroads I'm standing at
Or maybe it's the weather or something like that
But mama, you are just on my mind.

I don't mean trouble, please don't put me down or get upset
I am not pleadin' or sayin', I can't forget
I do not walk the floor bowed down an' bent, but yet
Mama, you are just on my mind.

Even though my mind is hazy an' my thoughts they might be narrow
Where you been don't bother me nor bring me down in sorrow
It don't even matter to me where you're wakin' up tomorrow
But mama, you're just on my mind

When you wake up in the mornin', baby, look inside your mirror
You know I won't be next to you, you know I won't be near
I'd just be curious to know if you can see yourself as clear
As someone who has had you on his mind

Maybe it's the color of the sun cut flat
An' coverin' the crossroads I'm standing at
Or maybe it's the weather or something like that
But mama, you are just on my mind
Mama, you are just on my mind","Mama, You Been On My Mind [#]"
Joan Baez,"How many roads must a man walk down
Before you call him a man
How many seas must a white dove sail
Before she sleeps in the sand
Yes, 'n' how many times must the cannon balls fly
Before they're forever banned
The answer, my friend, is blowin' in the wind
The answer is blowin' in the wind

Yes, 'n' how many years can a mountain exist
Before it's washed to the sea
Yes, 'n' how many years can some people exist
Before they're allowed to be free
Yes, 'n' how many times can a man turn his head
And pretend that he just doesn't see
The answer, my friend, is blowin' in the wind
The answer is blowin' in the wind

Yes, 'n' how many times must a man look up
Before he can see the sky
Yes, 'n' how many ears must one man have
Before he can hear people cry
Yes, 'n' how many deaths will it take till he knows
That too many people have died
The answer, my friend, is blowin' in the wind
The answer is blowin' in the wind",Blowin' in the Wind [Live][#]
Joan Baez,"Love, oh, love, oh careless love
Love, oh, love, oh careless love
Love, oh, love, oh careless love
You see what love has done to me

I'd love my mama and papa too
I'd love my mama and papa too
I'd love my mama and papa too
I'd leave them both to go with you

What, oh what, will mama say
What, oh what, will mama say
What, oh what, will mama say
When she learns I've gone astray

Once I wore my apron low
Once I wore my apron low
Once I wore my apron low
I couldn't scarcely keep you from my door

Now my apron strings don't pin
Now my apron strings don't pin
Now my apron strings don't pin
You pass my door and you don't come I",Careless Love [Live][#]
Joan Baez,"In the chilly hours and minutes
Of uncertainty
I want to be
In the warm hold of your loving mind.

To feel you all around me
And to take your hand
Along the sand,
Ah, but I may as well try and catch the wind.

When sundown pales the sky
I want to hide a while
Behind your smile,
And everywhere I'd look, your eyes I'd find.

For me to love you now
Would be the sweetest thing,
'T would make me sing,
Ah, but I may as well try and catch the wind.

Diddy di dee dee diddy diddy,
Diddy diddy diddy dee dee dee.

When rain has hung the leaves with tears
I want you near to kill my fears,
To help me to leave all my blues behind.

For standin' in your heart
Is where I want to be
And long to be,
Ah, but I may as well try and catch the wind.

Ah, but I may as well try and catch the wind.",Catch the Wind [#]
Joan Baez,"Little Annie Fannie 
Morgan and Christian 
Katy and Nathan 
Tommy and Zem Zem 
Alex and J.J. 
Tai and Ezekial 
Amy and Josie 
Matthew and Mosie 
Sweet Pearl and Nicholas 
Come here and tickle us 
I don't like nicknames 
I like to play games 
One of them's Batman 
That's where it's at man 
Look at your t-shirt 
I see you're all wet now 
I'll give you a bath 
If you'll go to bed now 
Oh can't you see 
I'm tired 
I'm tired 
I'm tired 

Joey and Janet 
Jennifer, Joshua 
Justin and Jason 
Jacob and Jordan 
Heather and Shannon 
Marisa and Kirsten 
Kimmie and David 
Who shall we play with? 
Here comes my own son 
Light of my life is 
Younger than new leaves 
Brighter than you please 
Says that he loves me 
Big as the world 
and Gabriel Harris 
You go to bed now 
You go to bed now 
It's quarter to nine 
I'm tired 
I'm tired 
I'm tired 

You heard what I said now 
You go to bed now 
It was a hard day 
Never enough play 
Iggy was sick 
and couldn't come over 
One of your mice died 
That was when you cried 
Get in the tub 
And play with your boats now 
Sit here beside me 
I'll tell you a story 
One about snakes 
And anything gory 
Ask me no questions 
How far is the sky 
And I'm falling asleep 
And you're smarter than I am 
Light of my life 
Good night 
Good night 
Good night",Children and All That Jazz
Joan Baez,"(words by Richard Farina)

Oh, now is the time for your loving, dear,
And the time for your company
Now when the light of reason fails
And fires burn on the sea
Oh, now in this age of confusion
I have need for your company.

For I am a wild and a lonely child
And the son of an angry land
Now with the high wars raging
I would offer you my hand
For we are the children of darkness
And the prey of a foul command.

It's once I was free to go roaming in
The wind of the springtime mind
And once the clouds I sailed upon
Were sweet as lilac wine
Oh, why are the breezes of summer, dear
Enlaced with a grim design?

So, now is the time for your loving, dear,
And the time for your company
Now when the light of reason fails
And fires burn on the sea
Oh, now in this age of confusion
I have need for your company.
....................................

the original song of RICHARD FARINA
(copyright Whitmark and Sons) is the following

Now is the time for your loving, dear,
And the time for your company
Now when the light of reason fails
And fires burn on the sea
Now in this age of confusion
I have need for your company.

It's once I was free to go roaming in
The wind of the springtime mind
It's once the clouds I sailed upon
Were sweet as lilac wine
So why are the breezes of summer, dear
Enlaced with a grim design?

And where was the will of my father when
We raised our swords on high?
And where was my mother's wailing when
Our flags were justified?
And where will we take our pleasures when
Our bodies have been denied?

For I am a wild and a lonely child
And the son of an angry land
Now with the high wars raging
I would offer you my hand
For we are the children of darkness
And the prey of a foul command.



",Children of Darkness
Joan Baez,"On a wagon bound for market
There's a calf with a mournful eye
High above him there's a swallow
Winging swiftly through the sky

How the winds are laughing
They laugh with all the their might
Laugh and laugh the whole day through
And half the summer's night

Donna Donna Donna Donna
Donna Donna Donna Don
Donna Donna Donna Donna
Donna Donna Donna Don

""Stop complaining"", said the farmer
Who told you a calf to be
Why don't you have wings to fly with
Like the swallow so proud and free 

How the winds are laughing
They laugh with all the their might
Laugh and laugh the whole day through
And half the summer's night

Donna Donna Donna Donna
Donna Donna Donna Don
Donna Donna Donna Donna
Donna Donna Donna Don

Calves are easily bound and slaughtered
Never knowing the reason why
But whoever treasures freedom
Like the swallow has learned to fly

How the winds are laughing
They laugh with all the their might
Laugh and laugh the whole day through
And half the summer's night

Donna Donna Donna Donna
Donna Donna Donna Don
Donna Donna Donna Donna
Donna Donna Donna Don",Donna Donna [Live][#]
