Band,Lyrics,Song
The Deadly Venoms,"Yo, N-Tyce got, a lot, heat packin' out
I don't care what you rappin' bout
I don't care what your gun clappin' but, blackin' out
How the roses is actin' out, lackin' clout

Aiyo, I don't give a fuck, how many albums you drop
How many niggaz in the streets, who be givin' you props
How many thorough chicks you know, who be blowin' the spot
Who keep it gangster, Pretty Thugs, though we takin' it

And I don't care what you spittin', as long as I stay hittin'
Bangin' in the clubs or the cars, gettin' tipsy
At the crib or the bar, toured out, easy star
Believe me, huh

I don't care about the cars and the jeeps
I just care about the bars when I creep
Hard when I speak, steady holdin' cards when I cheat
More than a fleet, part in the week, stars in the heat

Aiyo, I don't give a fuck, how many chips you stack
How many rappin' chicks you get to appear on your track
How many Grammy's you accept, 'cause you still way wack
How many times I gotta tell you that the Venoms is back

New millennium, 20-02, it's all on you
And I could care less about what you been through
And don't nobody bring me
No bad news, 'cause it's real in the game

""I ain't callin' no names"" - N-Tyce
 ""Take that, now you got one to grow on"" - J-Boo
""I ain't callin' no names"" - N-Tyce
 ""Take that, now you got one to grow on"" - J-Boo
 ""And it strike like thunder"" - Champ
""Things gon' change"" - N-tyce
 ""Take that, now you got one to grow on"" - J-Boo

I don't care, 'cause I'm sick and tired
Of being sick and tired, my click is firee
D.V.'s gotta get the flyer
Remember the name, we got hits to hire

Aiyo, how many timese have I told you, we be droppin' them hits
How many days we bee spazzin', blackin' out in the pit
How many nights, we be spittin', tag teaming on chicks
Late night, up at the session, then it's back to the grits

I don't care what you think about us, Venoms still can't be touched
Ya'll cats just ain't fast enough
To roll with us, livin' fabulous
The ghetto way, to play around when it's time to get paid

I don't care about the ice and the chains
I'm just nice in the game, even when I flip nice
Guaranteed to hit tricks twice, when I range
Rip shit bright when I bring, cock when I aim

Aiyo, how many times that I told, we gon' change the game
And I don't even gotta say it, you be knowin' the name
But I'mma say it anyway, 'cause it's all the same
Deadly Venoms is the squad, as world peep gamee

Any niggaz could rap, 'cause of me, your career's a wrap
Watch yourself when it's time to react
D.V.'s bring it back to the map, yo, it's time to attack
Smackin' your ass, so watch your back

[Chorus]",Don't Care
The Deadly Venoms,"[Intro: N-Tyce]
Yo, yo

[N-Tyce]
While you on interviews on M.T.V.
I'm in the country, sippin' beer, and I've done been through three
'Cause see me, I'm just a regular person
You got a sound, I can make a remix and do a better version

I keep it real on the mic because I hate an actor
I ain't sayin' I'm the best, but I'm your favorite rapper
Plus I'm hungry, I ain't ate in a year
My ends is runnin' high, and I'm debatin' wit scare

But I'mma, crank it and steer, sittin' butt naked wit beer
Thinkin' of ways how I can make it this year
If you're all ready platinum and probably got a plaque or two
I'm still crackin' brew, ate up rhymes attackin' you

It's like I stick to the track wit glue
You think you hot 'cause you so and so, well chick, I'm a rapper too
And I don't care what you rap about
I got a check account, nigga we can put our own record out

[Chorus: Pearl Handle]
Don't stop, don't stop, no time outs
It's hot, breathe, I need a loud mouth to scream
If you all, out and about, the street club or the house
And you need heat through your speakers, don't stop

[Chorus: Naisha]
Don't stop, don't stop, no time outs
It's hot, breathe, I need a loud mouth to scream
If you all, out and about, the street club or the house
And you need heat in your speakers, don't stop

[Champ M.C.]
Yo, don't speak 'cause the Champ still got it
Might of took a fall, but keep money in my pocket
Hustle hard on these concrete's, these are my seeds
I gots to eat, my bodyguard is a heater ho

Pretty but bold, don't speak unless told
The more of some shit, think quick
Don't get caught up in a paint box of blood
Spread you wit another damn hit

Throwin' curve balls, hittin' a, herb all ya'll
Keep a gangsta rich, got ya'll hatin' this bitch
Venom, is the only type of present I give 'em
Deadly, but y'all still fearin' the rhythm

Gotta get this paper, shit on all you haters
Especially them imitators, got you stealin' my favor
It ain't nothin', I'm callin' you bluff, just because I know you ain't tough
It ain't over, the time out, nowhere to run and you're all crimed out

[Chorus: Pearl Handle]

[Chorus: Naisha]

[J-Boo]
Yo, recognize a thorough bitch, when you see one
Pretty thug, 5'10"", ya'll bitches got no wins
Why you want to act up and front in front of your friends?
Why you want to test the skills that's bringin' me in?

The question still remains: Can Venom Rock?
Can Venom really blow the spot? Come on, now, stop
Ask yourself what chicks is keepin' it hot
Fitted bomb shit through your boom box, ridin' through your block

Niggas always want to know who's the best?
Deadly Venom, Fox Brown, Lil' Kim, fuck the rest
Yea, you heard right, I spit game, my shit is tight
And to the rest of you lame ass chicks, ya'll be aight

I keep it gangsta, I spit hood, it's all good
Why you actin' Holly Hood, when your album went wood
I call it how I see it, ya'll chicks is trash
want to bump me and my click? Don't make me laugh

It ain't a mystery why so many hatin' on us
I know you mad, 'cause we got the world waitin' on us

[Champ M.C.]
I ain't over, the time out, nowhere to run and you're all crimed out

[Chorus: Pearl Handle]

[Chorus: Naisha]",Don't Stop
The Deal,"The wall of this world
It's falling down
And the ceiling of humanity
It hits the ground
We've lost all respect
The will to live
And our brothers and sisters
Show no will to give

Falling down
This world is falling down
We don't care for one another
And there's no one around
Falling down
This world is falling down
We gotta gotta gotta gotta
Turn this around

We think we've all got it
Figured out
Life's short, play hard
Is what its about
Wait a second
Can't we see we've been lied to
Turn around
And proclaim the truth",Tell the Truth
The Deal,"Story 'bout a friend of mine
Sick of trying all the time
The batlle rages in his mind

Silenced by the demon as the young man begins to weep
Losin' his life to bottled lies and begins to admit defeat
Thinkin' where did he go wrong as the demon tears out his soul
His flesh is lyin' to his heart it's saying he's got no place to go

He tried his own way again and again
Just can't win
Fighting a battle he was sure he couldn't win
Pondering his past and questioning his life
Just can't win
Losing a war he knows he just can't win

Thought about the friends he's lost along the way
Went crazy shot down dead ends and desolate streets
Givin' up was easy when there is nothin' but distrust and deceit
Always having to watch his back in fear as he's dragging his feet",The Attack
The Dear Hunter,"Everything you'd live and die for
Reasons leading you through here
Perished matriarchal bonds
Failing innocence of love
When the world beckons your approach
It swallows you whole

You'll believe what you're led to believe
In the hands of ghosts we're never responsible
Wait to see what you're meant to see
The veil lifts when you expose your soul

Pray'd I would leave this place someday
Joined to alarm from long ago now unconcerned
Euphorically floating upon wax wings where is the sun?
I still see her face; her beauty, her grace
Transfixed like a light in front of me
It follows my soul
And swallows me whole

You'll believe what you're led to believe
In the hands of ghosts we're never responsible
Wait to see what you're meant to see
The veil lifts when you expose your soul

Left, right, left, right...

His branches reached so far before
His leaves were bold extremities with great control
Wasted along; he died alone

You'll believe what you're led to believe
In the hands of ghosts we're never responsible
Wait to see what you're meant to see
The veil lifts when you expose your soul

She's inanimate, bloodless elegance
Fatal fascination breeds a bloom of misery
Helpless hiding tongues, bathed in revulsion
Here lies possibility wilting premature

But the right hand hates the left and the sea's upset with the sky
So we press on in spite of the spite
Happiness is a knife when the worlds on its side and your minds on fire

Trying to find the trouble with the trouble I've found
Begging my god to make the wheels go round
Eat so much but I never get full
Earth opened up and swallowed us whole",The Lake and the River
The Dear Hunter,"Even if you'd never strayed from me,
I'd question your fidelity.
There'd always be a shroud of suspicion
And my heart's a liability
With your hands maroon, so freshly red,
You'd wrap your lips around my neck.
Try and force to love the thought of me.
Simple motions make me ill.

Was it bitter when you tossed and turned
On an undercover mattress?
Did it feel so good? Hope it felt so good.
Don't know what I'd do if you lost sleep over little old me.
He's so much better.
They're all much better.
Take off your sweater, your shoes, and your shirt, and get to work.

Maybe this is just a work of art.
Scripted players in a play of lust.
Hope the end is well worth waiting for
Everything you wished there'd be

Was it bitter when you tossed and turned
On an undercover mattress?
Did it feel so good? Hope it felt so good.
Don't know what I'd do if you lost sleep over little old me.
He's so much better.
They're all much better.
Take off your sweater, your shoes, and your shirt, and get to work.

Oh my god, what have I done?
Now my darling, put your clothes back on.
Oh my god, what have I done?
Now my darling, put your clothes back on.

Cause you can't be caught red-handed if you're not red-handed.
My darling, if I ever said those words to you,
I was pulling out my heart so I could pin it to my sleeve
On display for you to see, I'm on display.

Because you can't be caught red-handed if you're not red-handed.
My darling, I would never say those words to you.
I was pulling out my heart so I could pin it to my sleeve
On display for you to see, I'm on display.

Oh my god, what have I done?
Now my darling, put your clothes back on.
Oh my god, what have I done?
Now my darling, put your clothes back on.
Now my darling, put your clothes back on.

(Cause you can't be caught red-handed)
Oh my god, what have I done?
(If you're not red-handed)
Now my darling, put your clothes back on
(I would never say those words to you)
Oh my god, what have I done?
(I was pulling out my heart so I could pin it to my sleeve)
Now my darling put your clothes back on.
(On display for you to see, I'm on display)

Oh my god, what have I done?
Now my darling put your clothes back on",Red Hands
The Dear Hunter,"When we dance
It looks just like fire
When we sing it
It sounds the same tone
We all have hearts
We all have homes
But when we die
We die alone

Oh, what a mess
As everything descends
Oh, what a mess
But everything amends

(Such?) it was so long ago
We always tried but failed
And now with new found consciousness
We stand and wait

Oh, what a mess
As everything descends
Oh, what a mess
But everything amends

[Repeat: x2]
One of these days
You will learn to love again
One of these days
He will learn to love again
One of these days
He will learn to love again
One of these days
He will learn to love again

When we dance
It looks just like fire
When we sing
It sounds the same tone
We all have hearts
We all have homes
But when we die
We die alone
When we die
We die",Father
The Dear Hunter,"Go get your gun
Get your gun
And lets find out what it does
Shoot, shoot, shoot, shoot, shoot
We have been (warring?)
And If we win
And if the morning light sets in
We've cheated fate again

And to those who die
Please try to understand
That for those who die
We tried the best we can

With our one foot in the grave
While the other one's kickin' its way
Right down to hell

Go get your gun
Get your gun
Imposing penance one by one
You've got a virtue in a vice
It forces fate (your taking lives?)
With all the history to guide
You've got a passion in those eyes
So aim it straight and true

And to those who'll die
Please try to understand
That for those who die
We've tried the best we can

With our one foot in the grave
While the other one's kickin' its way
Right down to hell

Now,
When this is over
Then,
We'll raise a glass
Straight up to the sun

With our one foot in the grave
While the other one's kickin' its way
Right down to hell

Go get your gun
Get your gun
And lets find out what it does
Shoot, shoot, shoot, shoot, shoot
We have been (warring?)
And if we win
And if the morning light sets in
We've cheated fate again

And to those who die
Please try to understand
That for those who die
We tried the best we can

With our one foot in the grave
While the other one's kickin' its way
Right down to hell",Go Get Your Gun
The Dear Hunter,"There was a silver circle sign
And she was standing at the door
We pressed our way right through the crowd
Our pace was quickened to her floor

There was a single fading light
And there was silk all on the wall
She had a lot of love to give
I was prepared to take it all
[But what did she do next?]

She had disrobed
And she was waiting on the floor
She asked me what it was I want
I thought that I wanted it all
[What did you say?]

I said ""stand up and move your body to the bed""
She quickly stood and turned
And here's exactly what she said
""Please be soft and sweet to me,
This life has not been good you see.
It's hard with such a history
Buried in misery.""
[And what did you do next?]

I broke a smile reminding that I paid her well
(Her lips were turned?)
And then I felt her hands
Unbuckling my belt
[So was it good?]

Oh, it felt like heaven
But I'm sure she was in hell
I made it clear I'd get my moneys worth
Out of the good she sells

Break and bind yourself to me
Deliver what you sold
You see that I will only take from you
And use it up
I'll use you up

What was your name?

Break and bind yourself to me
Deliver what you sold
You see that I will only take from you
To use it up
I'll use you up

What was your name?",He Said He Had a Story
The Dear Hunter,"We're biting our tongues
An apparition Awoken with an urge to own and Occupy.
(Who ever said this was easy?)
A majesty's massacre floods the fields of red,
Blood to your body naturally rushes the blood to your head.
(to your head)

And now With our heads aligned, These arms move tonight.
And we cry. We can not allow this, This is terrible.
With ideals we're idle as they lust for more.
If we settle the score.
We've never been so excited to see you before.

In the cradle we're helpless, but on our feet we
are fatal. How we evolve and grow into
twisted beasts with desire for disorder.

Oh what a terrible,
terrible game we play
Replacing a pawn for a body
and the players; politicians
who say what they need to say.

Now with hands aligned, arms move
tonight. Here with abrasive eyes, pain in
plain sight.

And we cry. We can not allow this, This is terrible.
With ideals we're idle as they lust for more.
When we settle the score.
We've never been so excited to see you before.

Oh, when i think about your Eyes
Oh, when i think about your Smile
Oh, when i Dream about your Eyes

Traveled all this way just to find love",In Cauda Venenum
