Band,Lyrics,Song
Danny Aiello,"I'm gonna sit right down and write myself a letter
And make believe it came from you
I'm gonna write words oh so sweet
They're gonna knock me off my feet
A lot of kisses on the bottom
I'll be glad I got 'em
I'm gonna smile and say I hope you're feeling better
And close with love the way you do

I'm gonna sit right down and write myself a letter
And make believe it came from you
I'm gonna sit right down and write myself a letter
And make believe it came from you

I'm gonna write words oh so sweet
They're gonna knock me off my feet
A lot of kisses on the bottom
I'll be glad I got 'em
I'm gonna smile and say I hope you're feeling better
And close with love the way you do

I'm gonna sit right down and write myself a letter
And make believe it came from you
Nobody but you
And make believe it came from you",I'm Gonna Sit Right Down and Write Myself a Letter
Danny Aiello,"Be sure it's true when you say I love you
It's a sin to tell a lie
Millions of hearts have been broken
Just because these words were spoken

I love you, yes I do, I love you
If you break my heart I'll die
So be sure it's true
When you say I love you
It's a sin to tell a lie

Be sure it's true when you say I love you
It's a sin to tell a lie
Millions of hearts have been broken
Just because these words were spoken

I love you, yes I do, I love you
If you break my heart I'll die
So be sure it's true
When you say I love you
It's a sin to tell a lie",It's a Sin to Tell a Lie
Danny Aiello,"Every time it rains, it rains pennies from heaven
Don't you know each cloud contains pennies from heaven?
You'll find your fortune's fallin' all over the town
Be sure that your umbrella is upside down

Trade them for a package of sunshine and flowers
If you want the things you love, you must have showers
So, when you hear it thunder, don't run under a tree
There'll be pennies from heaven for you and me

Every time, every time it rains, it's gonna rain pennies from heaven
Don't you know every cloud contains lots of pennies from heaven
You'll find your fortune's fallin', baby, all over the town
Be sure, be sure that your umbrella is upside down

Trade them for a package of sunshine and flowers
If you want the things you love, you've got to have showers
So, when you hear it thunder, don't run under a tree
There'll be pennies from heaven for you and me",Pennies from Heaven
Danny Aiello,"You made me love you
I didn't wanna do it
I didn't wanna do it
You made me want you
And all the time you knew it
I guess you always knew it
You made me happy sometimes
You made me glad
But there were times
You made me feel so bad

You made me sigh for
I didn't wanna tell you
I didn't wanna tell you
I want some love
That's true, yes I do
'deed I do, you know I do
Gimmy, gimmy what I cry for
You know you got the brand of kisses
That I die for
You know you made me love you
Give me, give me what I cry for
You know you've got the brand of kisses
That I die for
You know you made me love you
",You Made Me Love You
Danny Aiello,"You'd be so nice to come home to
You'd be so nice by the fire
While the breeze on high, sang a lullaby
You'd be all my heart could desire

Under stars chilled by the winter
Under an August moon shining above
You'd be so nice, you'd be paradise
To come home to and love

Under stars chilled by the winter
Under an August moon burning above
You'd be so nice, you'd be paradise
To come home to and love",You'd Be So Nice to Come Home To
Danny Aiello,"You'll never know just how much I miss you
You'll never know just how much I care
And if I tried, I still couldn't hide my love for you 
You ought to know, for haven't I told you so
 
A million or more times?
You went away and my heart went with you
I speak your name in my every prayer
If there is some other way to prove that I love you

I swear I don't know how
You'll never know if you don't know now
(You went away and my heart went with you
I speak your name in my every prayer)

If there is some other way to prove that I love you
I swear I don't know how
You'll never know if you don't know now
You'll never know if you don't know now",You'll Never Know
Danny Avila,"If wishes were horses then beggars would ride
don't walk in circles or swim against the tide
sometimes things spin out of control

But love has a way of breaking your fall

praying is useless when you're out of control
nobody's asking to shadow your soul
give all you've got unconditionally

'Cause love has a way of breaking your fall",Breaking Your Fall [Sick Individuals Dub]
Danny Barker,"I knew the time had to come
When I'd be held under your thumb
I'm like a pawn in your hand
Moved and compelled, at your command
Whether it's for bad or for good
I would never change it if I could

Maybe I'm right, maybe I'm wrong
Maybe I'm weak, maybe I'm strong
But nevertheless I'm in love with you
Maybe I'll win, maybe I'll lose
And maybe I'm in for crying the blues
But nevertheless I'm in love with you

Somehow, I know at a glance, the terrible chances I'm taking
Fine at the start, then left with a heart that is breaking

Maybe I'll live a life of regret, 
And maybe I'll give much more than I get
But nevertheless, I'm in love with you

In spite of all I could do
I went ahead falling for you
So if I laugh or I cry
I made my bed, that's where I'll lie
For what happens there's no excuse
I put my own head in the noose",Nevertheless (I'm in Love with You)
Danny Barker,"It was down by old Joe's barroom, on the corner of the square
They were serving drinks as usual, and the usual crowd was there
On my left stood Big Joe McKennedy, and his eyes were bloodshot red
And he turned his face to the people, these were the very words he said

I was down to St. James infirmary, I saw my baby there
She was stretched out on a long white table, 
So sweet, cool and so fair

Let her go, let her go, God bless her
Wherever she may be
She may search this whole wide world over
Never find a sweeter man as me

When I die please bury me in my high top Stetson hat
Put a twenty dollar gold piece on my watch chain
The gang'll know I died standing pat

Let her go, let her go God bless her
Wherever she may be
She may search this wide world over
Never find a sweeter man as me

I want six crapshooters to be my pallbearers
Three pretty women to sing a song
Stick a jazz band on my hearse wagon
Raise hell as I stroll along

Let her go Let her go
God bless her
Wherever she may be
She may search this whole wide
World over
She'll never find a sweeter
Man as me",St. James Infirmary
Danny Barker,"I saw a blind man,
He was a kind man,
Helping a fellow along,
One could not see,
One could not walk,
But they both were humming this song;
 
When you're smiling, When you're smiling, 
The whole world smiles with you,
When you're laughing, When you're laughing,
The sun comes shining through,
But when you're crying you bring on the rain,
So stop your sighing be happy again,
Keep on smiling 'cause when you're smiling,
The whole world smiles with you.
 
I used to worry,
I used to hurry,
Each time it started to rain,
Now I see light,
Learned wrong from right,
And you'll never hear me complain;
 
When you're smiling, When you're smiling, 
The whole world smiles with you,
When you're laughing, When you're laughing,
The sun comes shining through,
But when you're crying you bring on the rain,
So stop your sighing be happy again,
Keep on smiling 'cause when you're smiling,",When You're Smiling
Danny Barrett,"Here I go again, I hear those trumpets blow again.
All aglow again, takin' a chance on love.
Here I slide again, about to take that ride again.
Starry-eyed again, takin' a chance on love.

I thought that cards were a frame-up, I never would try.
Now I'm taking that game up and the ace of hearts is high.
Things are mending now, I see a rainbow blending now.
We'll have a happy ending now, takin' a chance on love.

Here I slip again, about to take that trip again.
I got that grip again, takin' a chance on love.
Now I prove again that I can make life move again.
Um - I'm in the groove again, takin' a chance on love.

I walk around with a horse shoe, in clover I lie.
And brother rabbit of course you better kiss your, foot good-bye.
On that ball again I'm ridin' for a fall again.
I'm gonna give my all again takin' a chance on love.",Taking a Chance on Love
Danny Barrett,"I cover the waterfront,
I'm watching the sea,,
Will the one I love,
Be coming back to me?

I cover the waterfront,
In search of my love,
And I'm covered by,
A starless sky above.

Here am I,
Patiently waiting,
Hoping and longing,
Oh! How I yearn!
Where are you?
Are you forgetting?
Do you remember?
Will you return?

I cover the waterfront,
I'm watching the sea,
For the one I love,
Must come back to me.",I Cover the Waterfront
Danny Brown,"Sent ya bitch a dick pic and now she need glasses
Turn your bitch Slick Rick right now if I flashed it
Ate a couple pills took the bud out the plastic
Flicking bogey ashes bitch I stay blasted
Microphone Cassius, Magic with the sick shit
'posed to been dead but bitch I’m still up in this bitch
Verbal herbal poison, words I contortion
Fucked a pregnant bitch, she saved money on her abortion
I feel like Billy Corgan in a church playing organ
Covering Too Short, smoking a Newport
Hurt hope the drugs will help the pain to go away
But all these thoughts up in my head made the sane go astray
Step inside a mind that revolves around the rhyme
And every time he close his eyes, visions of white lines
Dying in the arms of a blond blue eyed 20 something
Don’t know her name but the paramedics chest pumping
30 something black male, OD'ed off of pills
That he wasn’t prescribed but they took his life
Left behind a daughter that doesn’t really even know him
Cause her momma thought he wouldn’t make a living off of poems
But it was a long journey on a rocky road
Had a hoody on and a jacket in the snow
Walking in the cold on the way to the studio
Nigga, that was just a couple years ago
Dropped a couple mixtapes on the net
And niggas tried to front like it wasn’t all that
But guess what bitch I’m coming back
Guess what bitch I’m coming back
Signed to Fool's Gold and everything’s all gnarly
Now these bitches want my number to get up in party
Came a long way from extension cords in the window
Borrowing neighbor's power just to plug up the Nintendo
Where the ovens never closed and stoves never off
Every winter so cold niggas sleeping wearing scarves
But I always tell myself that it's gonna get better
You know who you is, you the greatest rapper ever
So now the pressures on him to prove that voice right
Some people never know they goals, knew mine my whole life
So now his turn's up fixing up to bat
Pitching singles to the label when I use to pitch crack
I never learned to rap, always knew how
Ever since a nigga 8, knew what I would do now
When I turned 28 they like what you gonna do now
And now a nigga 30 So I don’t think ya'll heard me
That the last ten years I been so fucking stressed
Tears in my eyes let me get this off my chest
The thought of no success got a nigga chasing death
Doing all these drugs in hopes of OD’ing next, Triple X",30
Danny Brown,"Eating on an Adderall, wash it down with alcohol
Writing holy mackarel, actual all factual
Out for the capital, matador ya capsules
Hassle the bitch in a castle with the ill grapples
Tackled her asshole, my dick was like a lasso
Fucked her in her mouth she washed it down with Tabasco

You softer than Flanders' son
Don't make me put hands on son
Jump niggas like ""Fuck one on one.""
Used to be locked up watching One on One
Young Kyla Pratt was looking thick, nigga wanted some
But soon as I got out white bitches by the tons

I fuck bad bitches to Stacy Lattisaw
While you niggas got blue balls like a Avatar
Eating caviar in El Salvador
She running from my dick like it's a bull and she the matador
She a pregnant labrador
Said my metaphors are the highest caliber

I spit hard, you hallmark card poets
So many lines, you can bar code it
She like to lick it on the head then slow stroke it
Ocean in her panties and I'm 'bout to float through it
Rewind this and just smoke to it",Adderol Admiral
Danny Brown,"Kush got a nigga feeling awesome
Ate that bitch pussy 'til she squirted like a dolphin
Told her bend over, hit that shit doggy
Called her a cab then I told that bitch to call me
Danny Brown bitch, tell me what you need
I got some Adderall and fire ass weed
And they try to tell me I get too high
That's a lie if so bitch I woulda been died
But the flow OD, don't get cochesed, capiche?
Fuck with me, fuck around and be deceased
Rest in peace wack niggas with your oversized clothes
Complain about my jeans cause I'm taking all they hoes
Hold up, wait a minute
Your pussy ain't shit 'til you had some Danny in it
I'm gone off a Zanny nodding off watching menace
Rolling on some purple that my nigga call Grimmace
Bitch I ain't finish
These bars was test tubed in the lab with foreign chemist
Rolling testers on it but statistics got slumped
I'm smoking blunt after blunt

And I smoke
Blunt after blunt, after blunt, after blunt, after blunt, after blunt

'Til my brain feels ten pounds heavier
You fell off like Tom Selleck in a Celica
Bitch give me brain for the hell of it
But to her it's heaven if she even gets a smell of it
That's why these bitches fuck with me
Cause I eat that pussy like a female MC
You get it? How about me and your girlfriend, you with it?
Money over everything the only thing that matter
And since I been getting it my been blunts getting fatter
Take a couple puffs off it now a nigga woozy
The white hoes I fuck with consider them whooties
We 'bout to make a movie, starring me and a cast full of groupies
And I do my own stunts, I'm smoking blunt after blunt

And I smoke
Blunt after blunt, after blunt, after blunt, after blunt, after blunt",Blunt After Blunt
