Band,Lyrics,Song
Jackie Coon,"'Tention folks, speak of jokes
This is one on me
Took my gal to a dance 
At the armory
Music played, dancers swayed
Then we joined the crowd
I can't dance, took a chance
And right then we started
 
Stumbling all around, stumbling all around
Stumbling all around so funny
Stumbling here and there, stumbling everywhere 
And I must declare, I stepped right on her toes
And when she bumped my nose
I fell and when I rose
I felt ashamed and told her 
That's the latest step, that's the latest step
That's the latest step, my honey
Notice all the pep, notice all the pep, notice all the pep
She said, ""Stop mumbling, tho you are stumbling
I like it just a little bit, just a little bit, quite a little bit""
 
Young and small short and tall
Folks most everywhere
Take a chance do this dance
They think it's a bear
People rave and they crave 
Just to do this step
Off they go, nice and slow
When the band starts playing
 
Stumbling all around, stumbling all around
Stumbling all around so funny
Stumbling here and there, stumbling everywhere 
And I must declare, I stepped right on her toes
And when she bumped my nose
I fell and when I rose
I felt ashamed and told her 
That's the latest step, that's the latest step
That's the latest step, my honey
Notice all the pep, notice all the pep, notice all the pep
She said, ""Stop mumbling, tho you are stumbling
I like it just a little bit, just a little bit, quite a little bit""
",Stumbling
Jackie Coon,"Love, oh love, oh careless love
You've fly through my head like wine
You've wrecked the life of a many poor girl
And you nearly spoiled this life of mine

Love, oh love, oh careless love
In your clutches of desire
You've made me break a many true vow
Then you set my very soul on fire

Love, oh love, oh careless love
All my happiness bereft
You've filled my heart with weary old blues
Now I'm walkin', talkin' to myself

Love, oh love, oh careless love
Trusted you now, it's too late
You've made me throw my old friend down
That's why I sing this song of hate

Love, oh love, oh careless love
Night and day, I weep and moan
You brought the wrong man into this life of mine
For my sins, till judgment I'll atone",Careless Love
Jackie Coon,"Shades of night are falling and I'm lonely
Standing on the corner feeling blue
Sweethearts out for fun
Pass me one by one
Guess I'll wind up like I always do
With only
Me and my shadow
Strolling down the avenue
Me and my shadow
Not a soul to tell our troubles to
And when it's twelve o'clock
We climb the stair
We never knock
For nobody's there
Just me and my shadow
All alone and feeling blue
When the sun sets on the far horizon
And the parlor lamps begin to glow
Jim and Jack and John
Put their slippers on
They're all set but we'restill on the go
So lonely
Me and my shadow
Strolling down the avenue
Me and my shadow
Not a soul to tell our troubles to
And when it's twelve o'clock
We climb the stair
We never knock
For nobody's there
Just me and my shadow
All alone and feeling blue.",Me and My Shadow
Jackie Coon,"Please teacher, teach me something,
Nice teacher, teach me something.
I'm as awkward as a camel, that's not the worst,
My two feet haven't met yet,
But I'll be teacher's pet yet,
'Cause I'm gonna learn to dance or burst.

Nothing's impossible I have found,
For when my chin is on the ground,
I pick myself up,
Dust myself off,
Start all over again.

Don't lose your confidence if you slip,
Be grateful for a pleasant trip,
And pick yourself up,
Dust yourself off,
Start all over again.

Work like a soul inspired,
Till the battle of the day is won.
You may be sick and tired,
But you'll be a man, my son!

Will you remember the famous men,
Who had to fall to rise again?
So take a deep breath,
Pick yourself up,
Dust yourself off,
Start all over again.

I'll get some self assurance
If your endurance is great.
I'll learn by easy stages
If you're courageous and wait.

To feel the strength I want to,
I must hang on to your hand,
Maybe by the time I'm fifty
I'll get up and do a nifty.

Nothing's impossible I have found,
For when my chin is on the ground,
I pick myself up,
Dust myself off,
Start all over again.

Don't lose your confidence if you slip,
Be grateful for a pleasant trip,
And pick yourself up,
Dust yourself off,
Start all over again.

Work like a soul inspired,
Till the battle of the day is won.
You may be sick and tired,
But you'll be a man, my son!

Will you remember the famous men,
Who had to fall to rise again?
So take a deep breath,
Pick yourself up,
Dust yourself off,
Start all over again.",Pick Yourself Up
Jackie Coon,"We have been gay, going our way
Life has been beautiful, we have been young
After you've gone, life will go on
Like an old song we have sung

When I grow too old to dream
I'll have you to remember
When I grow too old to dream
Your love will live in my heart
So, kiss me my sweet
And so let us part

And when I grow too old to dream
That kiss will live in my heart
And when I grow too old to dream
That kiss will live in my heart

So, kiss me my sweet
And so let us part
And when I grow too old to dream
That kiss will live in my heart",When I Grow Too Old to Dream
Jackie Coon,"When a girl has the heart of a mother
It must go to someone of course
It can't be sister or brother
And so I love my horse
But horses are frequently silly
Mine ran from the beach of Okhala
And left me alone for a filly
So I have picked you up

I'm a sentimental sap, that's all
What's the use of trying not to fall?
I have no will, you've made your kill
Cause you took advantage of me
I'm just like an apple on a bough
And you're gonna shake me down somehow
So, what's the use, you've cooked my goose
Cause you took advantage of me

I'm so hot and bothered that
I don't know my elbow from my ear
I suffer something awful each time
You go and much worse when you're near
Here I am with all my bridges burned
Just a babe in arms where you're concerned
So lock the doors and call me yours
Cause you took advantage of me.

I'm a sentimental sap, that's all
What's the use of trying not to fall?
I have no will, you've made your kill
Cause you took advantage of me
I'm just like an apple on a bough
And you're gonna shake me down somehow
So, what's the use, you've cooked my goose
Cause you took advantage of me

I'm so hot and bothered that
I don't know my elbow from my ear
I suffer something awful each time
You go and much worse when you're near
Here I am with all my bridges burned
Just a babe in arms where you're concerned
So lock the doors and call me yours
Cause you took advantage of me
You took advantage of me",You Took Advantage of Me
Jackie Coon,"Once in a while will you try to give
One little thought to me
Though someone else may be
Nearer your heart?

Once in a while will you dream
Of the moments I shared with you
Moments before we two
Drifted apart?

In love's smoldering ember
One spark may remain
If love still can remember
That spark may burn again

I know that I'll be contented
With yesterday's memory
Knowing you think of me
Once in a while

In love's smoldering ember
One spark may remain
If love still can remember
The spark may burn again

I know that I'll be contented
With yesterday's memory
Knowing you think of me
Once in a while",Once in a While
Jackie DeShannon,"I saw her today, I saw her face, it was a face I loved, and I knew
I had to run away, and get down on my knees and pray that they'd go away
But still they'd begin (uh), needles and pins (uh)
Because of all my pride, the tears I gotta hide

Hey I thought I was smart, I'd won her heart
Didn't think I'd do, but now I see
She's worse to him than me, let her go ahead
Take his love instead, and one day she will see
Just how to say please, and get down on her knees
Hey that's how it begins (uh), she'll feel those needles and pins
A-hurtin' her, a-hurtin' her

Why can't I stop and tell myself I'm wrong, I'm wrong, so wrong
Why can't I stand up and tell myself I'm strong

Because I saw her today, I saw her face, it was a face I loved, and I knew
I had to run away, and get down on my knees and pray that they'd go away
But still they'd begin (uh), needles and pins (uh)
Because of all my pride, the tears I gotta hide

Oh needles and pins (uh), needles and pins (uh), needles and pins (uh)",Needles & Pins
Jackie DeShannon,"I know what life has done to you
Things haven't been too much fun for you
That's why you ran away
And now I'm all alone
I wasn't meant to be on my own
Turn back, turn back

And come and get me, oh, come and get me
Take me along
I don't care where you lead me, if you lead me
It can't be wrong
Just to be with you there's no place in this world
That I wouldn't go

This time isn't the time for you
You have to be where the skies are blue
And here the skies are gray
Darling, I understand
Don't you need someone to hold your hand?
Turn back, turn back

And come and get me, oh, come and get me
Take me along
I don't care where you lead me, if you lead me
It can't be wrong
Just to be with you there's no place in this world
That I wouldn't go

Oh please, won't you tell me where you've gone to, gone to?
If I knew where you were I'd be right there
I need something I want to be hangin' onto
Just to show me you care",Come and Get Me [*]
Jackie DeShannon,"Any day now I will hear you say ""Goodbye, my love""
And you'll be on your way
Then my wild beautiful bird, you will have flown, oh
Any day now I'll be all alone, whoa-oa-oa-oa-oa
Any day now, when your restless eyes meet someone new
Oh, to my sad surprise
Then the blue shadows will fall all over town, oh
Any day now love will let me down, whoa-oa-oa-oa-oa
Oh my wild beautiful bird, you will have flown, oh
Any day now I'll be all alone
I know I shouldn't want to keep you
If you don't want to stay-ay
Until you go forever
I'll be holding on for dear life
Holding you this way
Begging you to stay
Any day now when the clock strikes ""Go""
You'll call it off
And then my tears will flow
Then the blue shadows will fall all over town, oh
Any day now love will let me down 'cause you won't be around
Don't fly away, my beautiful bird
Don't, don't fly away",A Lifetime of Loneliness [*]
