Band,Lyrics,Song
Daniel Dyer,"I have seen the morning burning golden on the mountain in the skies
Aching with the feeling of the freedom of an eagle when she flies
Turning on the world, the way she smiled upon my soul as I lay dying
Healing as the colors in the sunshine and the shadows of her eyes
 
Loving her was easier than anything I'll ever do again
Coming close together
With a feeling that I'd never known before in my time
She ain't ashamed to be a woman or afraid to be a friend
I don't know the answer to the easy way she opened every door in my mind
But dreaming was as easy as believing it was never gonna end
Loving her was easier than anything I'll ever do again
 
Waking in the morning to the feeling of her fingers on my skin
Wiping out the traces of the people and the places that I""ve been
Teaching me that yesterday was something that I never thought of trying
Talking of tomorrow and the money, love and time we had to spend
",Loving Her Was Easier (Than Anything I'll Ever Do Again)
Daniel Guichard,"La tendresse c'est quelquefois
Ne plus s'aimer mais être heureux
De se trouver à nouveau deux
C'est refaire pour quelques
Instants un monde en bleu

Avec le cœur au bord des yeux
La tendresse, la tendresse
La tendresse, la tendresse

La tendresse c'est quand on peut
Se pardonner sans réfléchir
Sans un regret sans rien se dire
C'est quand on veut
Se séparer sans se maudire

Sans rien casser, sans rien détruire
La tendresse, la tendresse
La tendresse, la tendresse

La tendresse c'est un geste
Un mot, un sourire quand on oublie
Que tous les deux on a grandi
C'est quand je veux te
Dire je t'aime et que j'oublie

Qu'un jour ou l'autre l'amour finit
La tendresse, la tendresse
La tendresse, la tendresse

La tendresse, la tendresse
La tendresse, la tendresse

Allez viens",La Tendresse
Daniel Guichard,"Elle s'appelait Anna rappelle-toi 
La plume courait entre ses doigts 
Elle écrivait des mots d'amour et de foi 
Car elle avait treize ans, Anna 

Elle se cachait dans un grenier Anna 
Si chaud l'été, l'hiver si froid 
Un horizon de quatre murs et un toit 
Elle écrivait pourtant, Anna, ces mots-là 

Moi j'ai un jardin rempli de fleurs 
Un monde d'amour tout en couleur 
Que je fais vivre en mon cœur
Que je fais vivre en mon cœur

Elle avait souvent si peur, Anna 
En écoutant les bruits de pas 

Des pas qui s'approchaient trop près quelquefois
Trop près de son grenier, Anna chante-moi 

Moi j'ai un jardin rempli de fleurs 
Un monde d'amour tout en couleur 
Que je fais vivre en mon cœur
Que je fais vivre en mon cœur

C'est par un beau matin d'été, je crois 
Qu'ils sont venus chercher Anna 
Ils ont laissé juste un cahier, les soldats
Un journal dont les mots, Anna, sont pour moi

Moi j'ai un jardin rempli de fleurs 
Un monde d'amour tout en couleur 
Que je fais vivre en mon cœur
Que je fais vivre en mon cœur",Chanson Pour Anna
Daniel Haas,"Another day gone by
And still no reason why
You say goodbye but then you cry
A million miles apart we lie

I opened every door to you
I put all my trust in you
You took advantage of it why?
Was every word you said a lie?

[Chorus]
It's just another day, that didn't go my way
It's just another day
'Cause times change, your mind's rearranged
You walked away cause you started feeling strange
You knew from the start that this wasn't for you
But your feelings can't control, the things that you do
That you do

I sit in here with all this fear
Empty thoughts and a blank stare
Trying to find, a reason why
The ones you trust, are the ones that lie

And was I wrong, for trusting you
You said you just don't know what to do
When you're with him, you think of me
Cause change means losing security

[Chorus]
It's just another day, that you're living life this way
It's just another day
'Cause times change, your mind's rearranged
You walked away cause you started feeling strange
You knew from the start that this wasn't for you
But your feelings can't control, the things that you do
That you do

You say there's too much past with him
You can't throw it all away
But the past is all you have with him
History means security
That's what I say, it's just another day

[Chorus]
Cause times change, your mind's rearranged
You walked away cause you started feeling strange
You knew from the start that this wasn't for you
But your feelings can't control, the things that you do

'Cause times change, your mind's rearranged
You walked away cause you started feeling strange
You knew from the start that this wasn't for you
But your feelings can't control, the things that you do
That you do
It's just another day",Another Day
Daniel Hiribarrondo,"Gee, but it's tough to be broke, kid.
It's not a joke, kid, it's a curse.
My luck is changing, it's gotten from 
simply rotten to something worse
Who knows, some day I will win too. 
I'll begin to reach my prime.

Now though I see what our end is,
All I can spend is just my time.

I can't give you anything but love, baby.
That's the only thing I've plenty of,baby.

Dream awhile, scheme awhile
We're sure to find

Happiness and I guess
All those things you've always pined for.

Gee I'd like to see you looking swell, baby.
Diamond bracelets Woolworth doesn't sell, baby.

Till that lucky day you know darned well, baby.
I can't give you anything but love.

Rome wasn't built in a day, kid.
You have to pay, kid, for what you get.
But I am willing to wait, dear, 
Your little mate, dear, will not forget.

You have a lifetime before you.
I'll adore you, come what may.

Please don't be blue for the present, 
When it's so pleasant to hear you say

I can't give you anything but love, baby.
That's the only thing I've plenty of,baby.

Dream awhile, scheme awhile
We're sure to find

Happiness and I guess
All those things you've always pined for.

Gee I'd like to see you looking swell, baby.
Diamond bracelets Woolworth doesn't sell, baby.

Till that lucky day you know darned well, baby.
I can't give you anything but love.",I Can't Give You Anything But Love
Daniel Hiribarrondo,"Walked with no one and talked with no one
And I had nothing but shadows
Then one morning you passed
And I brightened at last
Now I greet the day and complete the day
With the sun in my heart
All my worry blew away
When you taught me how to say

Grab your coat and get your hat
Leave your worry on the doorstep
Just direct your feet
To the sunny side of the street
Can't you hear a pitter-pat?
And that happy tune is your step
Life can be so sweet
On the sunny side of the street

I used to walk in the shade
With those blues on parade
But I'm not afraid
This Rover crossed over

If I never have a cent
I'd be rich as Rockefeller
Gold dust at my feet
On the sunny side of the street
Grab your street",On the Sunny Side of the Street
Daniel Hiribarrondo,"Somewhere over the rainbow, way up high
There's a land that I've heard of once in a lullaby.
Somewhere over the rainbow, skies are blue
And the dreams that you dare to dream,
Really do come true.

Someday I'll wish upon a star
And wake up where the clouds are far behind me.
Where troubles melt like lemon drops,
High above the chimney tops,
That's where you'll find me.

Somewhere over the rainbow, blue birds fly
Birds fly over the rainbow
Why then, oh why can't I?
If happy little bluebirds fly beyond the rainbow
Why, oh why can't I?

Somewhere over the rainbow, way up high
There's a land that I've heard of once in a lullaby.
Somewhere over the rainbow, skies are blue
And the dreams that you dare to dream,
Really do come true.

Someday I'll wish upon a star
And wake up where the clouds are far behind me.
Where troubles melt like lemon drops,
High above the chimney tops,
That's where you'll find me.

Somewhere over the rainbow, blue birds fly
Birds fly over the rainbow
Why then, oh why can't I?
If happy little bluebirds fly beyond the rainbow
Why, oh why can't I?",Over the Rainbow
Daniel Hiribarrondo,"I hate to see that evening sun go down
I hate to see that evening sun go down
Cause my baby, he's gone left this town

Feelin' tomorrow like I feel today
If I'm feelin' tomorrow like I feel today
I'll pack my truck and make my give-a-way

St. Louis woman with her diamond ring
Pulls that man around by her, if it wasn't for her and her
That man I love would have gone nowhere, nowhere

I got the St. Louis blues, blues as I can be
That man's got a heart like a rock cast in the sea
Or else he wouldn't have gone so far from me

I love my baby like a school boy loves his pie
Like a Kentucky colonel loves his mint 'n rye
I love my man till the day I die",St. Louis Blues
Daniel Humair,"Spring is here! Why doesn't my heart go dancing?
Spring is here! Why isn't the waltz entrancing?
No desire, no ambition leads me
Maybe it's because nobody needs me
Spring is here! Why doesn't the breeze delight me?
Stars appear, why doesn't the night invite me?
Maybe it's because nobody loves me
Spring is here I hear
 
Spring is here! Why doesn't my heart go dancing?
Spring is here! Why isn't the waltz entrancing?
No desire, no ambition leads me
Maybe it's because nobody needs me
Spring is here! Why doesn't the breeze delight me?
Stars appear, why doesn't the night invite me?
Maybe it's because nobody loves me
Spring is here I hear",Spring Is Here
Daniel Ingram,"My name is Pinkie Pie (hello)
And I am here to say (how ya doin'?)
I'm gonna make you smile, and I will brighten up your day-ay
It doesn't matter now (what's up?)
If you are sad or blue (howdy!)
'Cause cheering up my friends is just what Pinkie's here to do

'Cause I love to make you smile, smile, smile
Yes I do
It fills my heart with sunshine all the while
Yes it does
'Cause all I really need's a smile, smile, smile
From these happy friends of mine

I like to see you grin (awesome)
I love to see you beam (rock on)
The corners of your mouth turned up
Is always Pinkie's dream (hoof-bump)
But if you're kind of worried
And your face has made a frown
I'll work real hard and do my best
To turn that sad frown upside down

'Cause I love to make you grin, grin, grin
Yes I do
Bust it out from ear to ear, let it begin
Just give me a joyful grin, grin, grin
And you fill me with good cheer

It's true, some days are dark and lonely
And maybe you feel sad
But Pinkie will be there to show you that it isn't that bad
There's one thing that makes me happy
And makes my whole life worthwhile
And that's when I talk to my friends and get them to smile

I really am so happy
Your smile fills me with glee
I give a smile, I get a smile
And that's so special to me

'Cause I love to see you beam, beam, beam
Yes I do
Tell me, what more can I say to make you see
That I do?
It makes me happy when you beam, beam, beam
Yes, it always makes my day

Come on everypony smile, smile, smile
Fill my heart up with sunshine, sunshine
All I really need's a smile, smile, smile
From these happy friends of mine

Yes a perfect gift for me
Is a smile as wide as a mile
To make me happy as can be
Smile, smile, smile, smile, smile
Come on and smile
Come on and smile",Smile Song [Buddygirrl Remix]
