Band,Lyrics,Song
The Rat Pack,"You're as pretty as a picture
In your brand new evening gown
Within your eyes I see that starlight of old
With that smile a little bold
What a lovely lovely picture
You're my treasured work of art
And I'll always keep your picture
Locked in a room in my heart
You're as pretty as a picture
In your brand new evening gown
Within your eyes I see that starlight of old
With that smile a little bold
What a lovely lovely picture
You're my treasured work of art
And I'll always keep your picture
Locked in a room in my heart",Pretty as a Picture
The Rat Pack,"Should I reveal exactly how I feel?
Should I confess I love you?
Should I recite beneath the pale moonlight?
And swear by the stars above you?

Could I repeat the sweetest story told?
Could I entreat, would it be too bold?

Should I reveal 'xactly how I feel?
Should I confess I love you?

Could I repeat that sweetest story told?
Could I entreat, would it be too bold?

Should I reveal 'xactly how I feel?
Should I confess I love you?
And swear by stars above you?
Should I confess I love you?",Should I (Reveal)
The Rat Pack,"There's a somebody I'm longing to see
I hope that he turns out to be
Someone who'll watch over me
I'm a little lamb who's lost in the wood
I know I could always be good
Someone who'll watch over me

Although he may not be the man some
Girls think of as handsome
To my heart he carries the key
Won't you tell him please to put on some speed
Follow my lead, oh, how I need
Someone to watch over me",Someone to Watch Over Me
The Rat Pack,"Thanks a lot!
I'm sure glad to be,
To be where I c'n see
So many friends o' mine.
How've I been doin'?
How've I been doin'?
If you really wanta know de truth,
I'm doin' fine!
Seventeen
Decisions in a row,
An' only five on points;
De res' was all K.O.
Jackson an' Johnson,
Murphy an' Bronson,
One by one dey come,
An' one by one to dreamland dey go.
How's it done?
You ask me, how's it done?
I got a trainer man
Who taught me all I need to know.
Sure feels good to have him in my corner,
Hear his voice a-whisp'rin' low:

""Big boy, remember,
You mus' remember
Stan' up an' fight until you hear de bell,
Stan' toe to toe,
Trade blow fer blow,
Keep punchin' till you make yer punches tell,
Show dat crowd watcher know!
Until you hear dat bell,
Dat final bell,
Stan' up an' fight like hell!""

When you fight
Out in de open air,
In a patch o' light
De ring looks small an' white.
Out in de blackness,
Out in de blackness,
You c'n feel a hun'erd thousan' eyes
Fillin' de night.
Cigarettes
Are blinkin' in de dark,
An' makin' polka dots
Aroun' de baseball park,
People are quiet~
Den dere's a riot!
Someone t'rows a punch
An' plants it right smack on de mark...
Somebody's hurt,
You kinda think it's you.
You hang across de ropes
Da's all you want to do.
Den you look aroun' an' see your trainer's eyes,
Beggin' you to see it through,
Dey say, ""Remember,
Big Boy, remember

Stan' up an' fight until you hear de bell,
Stan' toe to toe,
Trade blow fer blow,
Keep punchin' till you make yer punches tell,
Show dat crowd watcher know!
Until you hear dat bell,
Dat final bell,
Stan, up an' fight like hell!""",Stan' Up and Fight.
The Rat Pack,"Dear face that holds no sweeter smile for me,
Were you not mine, how dark the world would be
I know no light above that could replace
Love's radiant sunshine in your dear face.

Give me your smile, the love light in your eyes,
I could not hold a fairer paradise
Give me the right to love you all the while,
My world forever, the sunshine of your smile",The Sunshine of Your Smile
The Rat Pack,"When marimba rhythms start to play
Dance with me, make me sway
Like a lazy ocean hugs the shore
Hold me close, sway me more

Like a flower bending in the breeze
Bend with me, sway with ease
When we dance you have a way with me
Stay with me, sway with me

Other dancers may be on the floor
Dear, but my eyes will see only you
Only you have the magic technique
When we sway I go weak

I can hear the sounds of violins
Long before it begins
Make me thrill as only you know how
Sway me smooth, sway me now

Other dancers may be on the floor
Dear, but my eyes will see only you
Only you have the magic technique
When we sway I go weak

I can hear the sounds of violins
Long before it begins
Make me thrill as only you know how
Sway me smooth, sway me now
You know how
Sway me smooth, sway me now",Sway
The Rat Pack,"Up in the mornin' out on the job, work like the devil for my pay
But that lucky old sun has nothin' to do 
But roll around heaven all day
Fuss with my woman toil for my kids
Sweat 'til I'm wrinkled and gray
While that lucky old sun has nothin' to do 
But roll around heaven all day

Good Lawd above, can't you know I'm pinin'
Tears all in my eyes
Send down that cloud with a silver linin'
Lift me to paradise
Show me that river

Take me across and wash all my troubles away
Like that lucky old sun, give me nothin' to do 
But roll around heaven all day
 
Up in the mornin' out on the job, 
Work like the devil for my pay
But that lucky old sun has nothin' to do 
But roll around heaven all day
Fuss with my woman toil for my kids
Sweat 'til I'm wrinkled and gray
While that lucky old sun has nothin' to do 
But roll around heaven all day

Good Lawd above, can't you know I'm pinin'
Tears all in my eyes
Send down that cloud with a silver linin'
Lift me to paradise
Show me that river

Take me across and wash all my troubles away
Like that lucky old sun, give me nothin' to do 
But roll around heaven all day",That Lucky Old Sun
The Rat Pack,"(In Napoli where love is king
When boy meets girl here's what they say)

When a moon hits your eye like a big pizza pie
That's amore
When the world seems to shine like you've had too much wine
That's amore
Bells will ring ting-a-ling-a-ling, ting-a-ling-a-ling
And you'll sing ""Vita bella""
Hearts will play tippy-tippy-tay, tippy-tippy-tay
Like a gay tarantella

When the stars make you drool just like a pasta fazool
That's amore
When you dance down the street with a cloud at your feet
You're in love
When you walk in a dream but you know you're not dreaming signore
Scuzza me, but you see, back in old Napoli
That's amore

(When a moon hits your eye like a big pizza pie
That's amore
When the world seems to shine like you've had too much wine
That's amore
Bells will ring ting-a-ling-a-ling, ting-a-ling-a-ling
And you'll sing ""Vita bella""
Hearts will play tippy-tippy-tay, tippy-tippy-tay
Like a gay tarantella, lucky fella

When the stars make you drool just like a pasta fazool)
That's amore
(When you dance down the street with a cloud at your feet
You're in love
When you walk in a dream but you know you're not dreaming signore
Scuzza me, but you see, back in old Napoli)
That's amore
Amore, that's amore",That's Amore
The Rat Pack,"
I look at her and I say to myself
There's my lover
Just imagine she comes running to me
For love

I feel so proud I could shout to the crowd
There's my lover
But the crowd mustn't know
For I mustn't show my love

Those are the lips that kiss me
Those are the arms that hold me
Those loving hands caress me
Oh, but the Fates have blessed me

There is my first love, my last love, my all
There's my lover
Be it right, be it wrong
I'll always belong to her

There is my first love, my last love, my all
There's my lover
Be it right, be it wrong
I'll always belong to her




",There's My Lover
The Rat Pack,"There's no business like show business like no business I know
Everything about it is appealing, everything that traffic will allow
Nowhere could you get that happy feeling when you are stealing that extra bow

There's no people like show people, they smile when they are low
Even with a turkey that you know will fold, you may be stranded out in the cold
Still you wouldn't change it for a sack of gold, let's go on with the show

The butcher, the baker, the grocer, the clerk
Are secretly unhappy men because
The butcher, the faker, the grocer, the clerk
Get paid for what they do but no applause
They'd gladly bid their dreary jobs goodbye for anything theatrical and why?

There's no business like show business and I tell you it's so
Traveling through the country is so thrilling, standing out in front on opening nights
Smiling as you watch the theater filling, and there's your billing out there in lights

There's no people like show people, they smile when they are low
Angels come from everywhere with lots of jack, and when you lose it, there's no attack
Where could you get money that you don't give back? Let's go on with the show

(There's no business like show business like no business I know)
You get word before the show has started that your favorite uncle died at dawn
Top of that, your pa and ma have parted, you're broken-hearted, but you go on

(There's no people like show people, they smile when they are low)
Yesterday they told you you would not go far, that night you open and there you are
Next day on your dressing room they've hung a star, let's go on with the show!",There's No Business Like Show Business
The Rat Pack,"Oh! Will you never let me be?
Oh! Will you never set me free?
The ties that bound us
Are still around us
There's no escape that I can see
And still those little things remain
That bring me happiness or pain

A cigarette that bears a lipstick's traces
An airline ticket to romantic places
And still my heart has wings
These foolish things remind me of you
A tinkling piano in the next apartment
Those stumbling words that told you what my heart meant
A fair ground's painted swings
These foolish things remind me of you
You came you saw you conquer'd me
When you did that to me
I knew somehow this had to be
The winds of March that make my heart a dancer
A telephone that rings but who's to answer?
Oh, how the ghost of you clings!
These foolish things remind me of you

First daffodils and long excited cables
And candle lights on little corner tables
And still my heart has wings
These foolish things remind me of you
The park at evening when the bell has sounded
The ""Ile de France"" with all the gulls around it
The beauty that is Spring's
These foolish things remind me of you
How strange how sweet to find you still
These things are dear to me
They seem to bring you near to me
The sigh of midnight trains in empty stations
Silk stockings thrown aside dance invitations
Oh, how the ghost of you clings!
These foolish things remind me of you

Gardenia perfume ling'ring on a pillow
Wild strawb'ries only seven francs a kilo
And still my heart has wings
These foolish things remind me of you
The smile of Garbo and the scent of roses
The waiters whistling as the last bar closes
The song that Crosby sings
These foolish things remind me of you
How strange how sweet to find you still
These things are dear to me
They seem to bring you near to me
The scent of smould'ring leaves, the wail of steamers
Two lovers on the street who walk like dreamers
Oh, how the ghost of you clings!
These foolish things remind me of you",These Foolish Things
The Rat Pack,"Oh she may be weary
Them young girls they do get wearied
Wearing that same old miniskirt dress
But when she gets weary
You try a little tenderness

Oh man that
Un hunh
I know shes waiting
Just anticipating
The thing that you'll never never possess
No no no
But while she there waiting

Try just a little bit of tenderness
That's all you got to do
Now it might be a little bit sentimental no
But she has her greavs and care
But the soft words they are spoke so gentle
Yeah yeah yeah
And it makes it easier to bear
Oh she wont regret it

No no
Them young girls they don't forget it
Love is their whole happiness
Yeah yeah yeah
But its all so easy
All you got to do is try
Try a little tenderness
Yeah
Damn that hart (hard?)

All you got to do is know how to love her
You've got to
Hold her
Squeeze her
Never leave her
Now get to her
Got got got to try a little tenderness
Yeah yeah
Lord have mercy now

All you got to do is take my advice
You've got to hold her
Don't squeeze her
Never leave her
You've got to hold her
And never
So you got to try a little tenderness
A little tenderness
A little tenderness
A little tenderness

You've got to
Got to got to
You've gotta hold her
Don't squeeze her
Never leaver her
You got
Got got got to
Now now now
Got got got to
Try a little tenderness
Ye",Try a Little Tenderness
The Rat Pack,"Oh, ho
How would you like to be
Down by the Seine with me
Oh, what I'd give for a moment or two
Under the bridges of Paris with you

Darling, I'd hold you tight
Far from the eyes of night
Under the bridges of Paris with you
I'd make your dreams come true

How would you like to be
Down by the Seine with me
Oh, what I'd give for a moment or two
Under the bridges of Paris with you

Darling, I'd hold you tight
Far from the eyes of night
Under the bridges of Paris with you
I'd make your dreams come true",Under the Bridges of Paris
The Rat Pack,"Viene su, viene su, viene
Come along through the years with me
Can't you see how I adore you
And how long I've waited for you?
Viene su, viene su, won't you say you love me too?

Can't you see how I adore you
And how long I've waited for you?
Viene su, viene su, won't you say you love me too?

",Vieni Su (Say You Love Me Too)
The Rat Pack,"Who's Sorry Now?
Who's Sorry Now?
Who's heart is aching for breaking each vow?
Who's sad and blue?
Who's crying too? 
Just like I cried over you.
Right to the end, 
Just like a friend,
I tried to warn you somehow.
You had your way,
Now you must pay;
 

",Who's Sorry Now
The Rat Pack,"You do something to me
Something that simply mystifies me
Tell me, why should it be,
You got the power to hypnotize me

Let me live 'neath your spell
Do do that voodoo that you do so well
'Cause you do something to me
Nobody else could do

Let me live 'neath your spell
Do do voodoo that you do so well
'Cause you do something to me
Nobody else could do",You Do Something to Me
The Rat Pack,"You go to my head
And you linger like a haunting refrain
And I find you spinning round in my brain
Like the bubbles in a glass of champagne

You go to my head
Like a sip of sparkling burgundy brew
And I find the very mention of you
Like the kicker in a julep or two

The thrill of the thought
That you might give a thought to my plea, cast a spell over me
Still I say to myself get a hold of yourself
Can't you see that it never can be?

You go to my head
With a smile that makes my temperature rise
Like a summer with a thousand July's
You intoxicate my soul with your eyes

Though I'm certain that this heart of mine
Hasn't a ghost of a chance in this crazy romance
You go to my head
You go to my head",You Go to My Head
The Rat Pack,"Adeste fidelis 
Laeti triumphantes
Venite, venite in Bethlehem

Natum videte regem angelorum
Venite adoremus
Venite adoremus
Venite adoremus Dominum. 

O come, all ye faithful,
Joyful and triumphant,
O come ye, o come ye to Bethlehem.
Come and behold Him,
Born the King of Angels!

O come, let us adore Him,
O come, let us adore Him,
O come, let us adore Him,
Christ the Lord.

Sing, choirs of angels,
Sing in exultation
O sing, all ye citizens of Heav'n above.
Glory to God
In the highest!

O come, let us adore Him,
O come, let us adore Him,
O come, let us adore Him,
Christ the Lord.","Adeste Fideles (Oh, Come, All Ye Faithful)"
