Band,Lyrics,Song
Cliff Richard,"Congratulations 
And celebrations
When I tell everyone that you're in love
With me
Congratulations
And jubilations
I want the world to know I'm happy as can be. 

Who could believe that I could be happy and
Contented
I used to think that happiness hadn't been
Invented
But that was in the bad old days before 
I met you
When I let you
Walk into my heart

Congratulations

I was afraid that maybe you thought you
Were above me
That I was only fooling myself to think you
Loved me
But then tonight you said you couldn't live
Without me
That round about me
You wanted to stay

Congratulations
Congratulations 
And jubilations
I want the world to know I'm happy as can be
I want the world to know
I'm happy as can be",Congratulations
Cliff Richard,"Josie's gone now   She cried a lot   Had to go away   And though I miss her   I want to kiss her   Ain't it just the way   But it's no way at all   'Cos if you knew what I'm goin'   Through you'd know   That there's one thing wrong   With the way I'm living   Ain't got no Josie no-more     Hey mr. dream maker send me a dream   This one is over it's not what it seamed   And so tonight when I turn out the light   Send me a new dream tonight, ooh     She didn't say much   Just a little touch   And she was on her way   Ooh I could have cried then   Instead I died then   She left me standing dazed   But it's no use crying   Well that's what everybody   Tells me and they all seem to know   That there's one thing wrong   With the way I'm living   Ain't got no Josie no-more     Hey mr. dream maker send me a dream   This one is over it's not what it seamed   And so tonight when I turn out the light   Send me a new dream tonight     ooh, hey mr., ooh, hey mr.   hey mr. dream maker     mr. dream maker send me a dream   This one is over it's not what it seamed   And so tonight when I turn out the light   Send me a new dream tonight     aaahhh, send me a new dream tonight     Hey mr. dream maker send me a dream   This one is over it's not what it seamed   And so tonight when I turn out the light   Send me a new dream tonight     aah, send me a new dream tonight.....",Hey Mr. Dream Maker
Cliff Richard,"From a distance, the world looks blue and green,
And the snow capped mountains so white.
From a distance the ocean meets the stream,
And the eagle takes to flight.
From a distance, there is harmony
And it echoes through the land.
It's the voice of hope, it's the voice of peace,
It's the voice of every man.

From a distance, we all have enough,
And no-one is in need.
There are no guns, no bombs and no disease
No hungry mouths to feed.
For a moment we must be instruments,
Marching in a common band,
Playing songs of hope, playing songs of peace,
They're is the songs of every one.

God is watching us, god is watching us,
God is watching us, from a distance.

From a distance, you look like my friend,
Even though we are at war.
From a distance, i can't comprehend,
What all this war is for.
What we need is love and harmony,
Let it echo through the land.
It's the hope of hopes, it's the love of loves,
It's the heart of everyone.
It's the hope of hopes, it's the love of loves,
It's the song of everyone.

Sing out, songs of hope,
Sing out, songs of freedom,
Sing out, songs of love,
Sing out, songs of peace,

Sing out, songs of justice,
Sing out, songs of harmony,
Sing out, songs of love,
Sing out, everyone,

Sing out, songs of hope,
Sing out, songs of freedom,
Sing out, songs of love,
Sing out, songs of peace,

Sing out, songs of justice,
Sing out, songs in harmony,
Sing out, sing about love,
Sing out, everyone.
Sing out.",From a Distance
Cliff Richard,"The firt step to heaven
I will take in my life
I am not afraid when
I can hold you tight
If there must be an answer
Then there must be a prayer
And you must be the angel
When you're standing there
So I lean on you, I lean on you

My life is such a statement
Of my hopes and despairs
But nothing really matters
Just as long as you're there
You love me such honesty,
You love with no gain
You speak to me so tender
And you never explain
So I lean on you, I lean on you

My baby she cares
It's so easy to do
My baby she tells me what to do
She always tells me the truth
My baby she cares
It's so easy to do
My baby knows what I'm gonna do
That's why I lean on you

I dream of an island,
Of a fantasy place
Where I can go to sometimes
And nobody can trace
Well such is the nature,
The nature of love
That when we dream it
Sometimes means that we need love
So I lean on you, I lean on you

My baby she cares
It's so easy to do
My baby she tells me what to do
She always tells me the truth
My baby she cares
It's so easy to do
My baby knows what I'm gonna do
That's why I lean on you

So I lean on you, I lean on you
I lean on you, so I lean on you

(repeat chorus)
",Lean on You
Cliff Richard,"The story is a famous one
Now worshipped, now dismissed
Rehearsed and trawled for meanings
That may well not exist
The demon at the story''s heart
The cuckoo in the nest
Gives so little of himself away
Which is the reason why you will stay
In case he falters, should betray
By whom or what possessed 
These are the facts of the matter
These are the names in the case
This the story, the passion
The time and the place
They''re laid here before you
So judge if you can -
The devil incarnate or
A misunderstood man 
His origins, his way of life
His motives - they''re all news
No shortage of detractors
To air their noisy views
The man inspires a thousand lies
The lover takes his choice
Remaining coldly in control
Aware that sadly, on the whole
It is the fool who bares his soul
I''ll give the man a voice! 
These are the facts of the matter
These are the names in the case
This the story, the passion
The time and the place
They''re laid here before you
So judge if you can -
The devil incarnate or
A misunderstood man",A Misunderstood Man
Cliff Richard,"Legata a un granello di sabbia

Mi vuoi lasciare, tu vuoi fuggire
Ma sola al buio tu poi mi chiamerai.

Ti voglio cullare, cullare
Posandoti su un'onda del mare, del mare
Legandoti a un granello di sabbia
Così tu nella nebbia più fuggir non potrai
E accanto a me tu resterai.

Ti voglio tenere, tenere
Legata con un raggio di sole, di sole
Così col tuo calore la nebbia svanirà
E il tuo cuore riscaldarsi potrà
E mai più freddo sentirai.

Ma tu, tu fuggirai
E nella notte ti perderai
E sola, sola
Sola nel buio
Mi chiamerai.

Ti voglio cullare, cullare
Posandoti su un onda del mare, del mare
Legandoti a un granello di sabbia
Così tu nella nebbia più fuggir non potrai
E accanto a me tu resterai.

Ti voglio tenere, tenere
Legata con un raggio di sole, di sole
Così col suo calore la nebbia svanirà
E il tuo cuore riscaldarsi potrà
E mai più freddo sentirà.

Ma tu, tu fuggirai
E nella notte ti perderai
E sola, sola
Sola nel buio
Mi chiamerai.

Ti voglio cullare, cullare
Posandoti su un onda del mare,del mare
Legandoti a un granello di sabbia
Così tu nella nebbia più fuggir non potrai
E accanto a me tu resterai,
Ai iai iai iai,
Ai iai iai iai iai.
",Legata Ad un Granello Di Sabbia
Cliff Richard,"Marianne, must I live for only yesterday  Now youÆve gone away, Marianne  Marianne, all I have is just the memory  Of what you mean to me, Marianne     Here am I without a love to my name  I shall be just following my lonely heart  Endlessly must I keep calling your name  Telling you, IÆm waiting, wonÆt you please come back again     Marianne, must I live until eternity  Please come back to me, Marianne     Here am I without a love to my name  I shall be just following my lonely heart  Endlessly must I keep calling your name  Telling you, IÆm waiting, wonÆt you please come back again     Marianne, must I live until eternity  Please come back to me, Marianne  Please come back to me, Marianne",Marianne
Cliff Richard,"Like a dream, my life has gone past me
Taken so soon but love burns so true
Love never ending that shines like the stars in the sky
And I sing but so few can hear me

Words from the heart to set your souls free
Time has no distance deep in love
Know everything goes
Everyone knows there's something beyond us

There is a light believe me
Time turns into dust
Cry if you must
But love is the answer

Bringing two worlds together
Who can see the secrets that bind us?
Back to the earth 'til love rings so true
Eyes of compassion and tears of a deepening heart

I have seen the pain of a cruel world
And reached out a hand for suffering to ease
Bringing some comfort to the tears
Know everything goes

Everyone knows there's something beyond us
There is a light believe me
Time turns into dust
Cry if you must

But love is the answer
Bringing two worlds together into one
A mountain of flowers and the perfume
Floating so high

Hush and the stillness in a million minds
Know everything goes
Everyone knows there's something beyond us
There is a light believe me

Time turns into dust
Cry if you must
But love is the answer
Bringing two worlds together into one",Two Worlds
Cliff Richard,"There's two things I know for sure.
 She was sent here from heaven, and she's daddys little girl.
 As I drop to my knees by her bed at night,
 She talks to Jesus, and I close my eyes.
 And I thank God for all the joy in my life, But most of all... 
 Butterfly kisses after bedtime prayer.
 Stickin little white flowers all up in her hair.
 ""Walk beside the pony daddy, its my first ride.""
 ""I know the cake looks funny, daddy, but I sure tried.""
 Oh, with all that I've done wrong, I must have done something right.
 To deserve a hug every morning, and butterfly kisses at night. 
 Sweet sixteen today.
 she's looking like her momma a little more every day.
 One part woman, the other part girl.
 To perfume and makeup, from ribbons and curls.
 Trying her wings in a great big world. But I remember... 
 Butterfly kisses after bedtime prayer.
 Stickin little white flowers all up in her hair.
 ""You know how much I love you daddy, but if you don't mind,
 I'm only going to kiss you on cheek this time.""
 With all that I've done wrong, I must have done something right.
 To deserve a hug every morning, and butterfly kisses at night. 
 All the precise time.
 Like the wind, the years go by.
 Precious butterfly, spread your wings and fly. 
 Shell change her name today.
 Shell make a promise, and Ill give her away.
 Standing in the bride room just staring at her.
 She asked me what I'm thinking, and I said, ""I'm not sure,
 I just feel like I'm losing my baby girl.""
 Then she leaned over... and gave me... 
 Butterfly kisses, with her mama there.
 Stickin little white flowers all up in her hair.
 ""Walk me down the aisle daddy, its just about time.""
 ""Does my wedding gown look pretty daddy?"" ""Daddy don't cry.""
 With all that I've done wrong, I must have done something right.
 To deserve a hug every morning, and butterfly kisses.
 I couldn't ask God for more, man, this is what love is.
 I know I've gotta let her go, but Ill always remember.
 Every hug in the morning, and butterfly kisses...",Butterfly Kisses
Cliff Richard,"Out of time
Out of luck
Thought I was just dreamin
Then I woke up
You said it was over
The end of the line
I'm telling everybody I'm fine
But I'm just

Climbing up mount everest
I swear it's like
Crawling from here to Memphis
Knocked senseless, like
Digging a hole to china to find
You don't love me anymore

Night after night
I come home
Watch it on the news who else was overthrown
I don't understand it
As hard as I try
But I keep crossing over the great divide
And it's like

Climbing up mount everest
I swear it's like
Crawling from here to Memphis
Knocked senseless, like
Digging a hole to china to find
You don't love me anymore

Shine the light
Ring the bell
I guess you don't love me
Well, well
I'll go on
I'll survive
I don't know how but I'll try
Taken from ""real as I want to be""-album leaflet by sunny",Climbing up Mount Everest
