Band,Lyrics,Song
Johnny Philko,"What about me? Mr. President 
All of my money 
I done spent 
I prayed to the Lord 
But nothin's been sent 

Can't you see 
I'm down at your feet 
About like a dog 
Beggin' for a scrap of meat 

I'm counting on you 
To carry me through 

What about them Lord 
They can't pay their rent 
Maybe they should all go out 
And live in a tent 

The answers unkind 
It could blow your mind 
What about me? Mr. President",What About Me? (Mr. President)
Johnny Powers,"Well, I get rattled every time we meet
I get rattled even in my sleep
I get rattled, baby, over you

I get twisted, I get turned around
I get twisted, and I'm up then I'm down
I get twisted, baby, over you

Well, baby, baby, baby won't you save one night for me
Baby, baby, baby is there something wrong with you
Baby, baby, baby this is out of my control
It may look like nothing's wrong but deep down in my soul
I'm twisted - shaken - rattled
I get rattled, baby, over you

Rattled baby, over you
Oh, baby, baby, baby won't you save one night for me
Baby, baby, baby is there something wrong with you
Oh, baby, baby this is out of my control
It look like nothing's wrong but deep down in my soul
I'm rattled - twisted - shaken
I get twisted, baby, over you

Oh,I get shaken, I'm torn up by the roots
Yeah, I'm shakin', way down in my boots
I get rattled, baby, over you
I get rattled, baby, over you

Yeah I´m rattled, baby, over you",Rattled
Johnny Powers,"Well if you see somebody knocking on your door
If you see somebody crawling out across the floor
Baby, it'll be me
And I'll be looking for you

If you see somebody in your living room hall
If you see somebody crawling up a totem pole
Baby, it'll be me
And I'll be looking for you

I'll be searching in the mountains
In the deep blue sea
Well I'll be looking in the fountains
I'll be climbing every tree

If you see something happening on a fishing hook
If you see a funny face in a comic book
Baby, it'll be me
I'll be looking for you

I'll be searching in the mountains
In the deep blue sea
Well I'll be looking in the fountains
I'll be climbing every tree

If you see something happening on a fishing hook
If you see a funny face in a comic book
Baby, it'll be me
I'll be looking for you [Repeat: x4]",It'll Be Me
Johnny Preston,"SPOKEN:A ho ho ho......It was the night before Christmas and 
everthing was real quiet. So I thought I'd take myself a little 
walk at Christmas Eve Night. I was makin' it on down the street, 
when to my surprise I saw this little bitty cat with big old 
tears in his eyes. Now I could see he was standin' in front of 
this music store and looked real brought down. I could hear what 
he was sayin', he didn't know I was around...he say.....

I want a rock an' roll guitar
With a big bass string
I want a rock an' roll guitar
So I can play the thing

I wanna be on t.v.
Like a rock an' roll star
I want Santa Claus to bring me
A rock an' roll guitar

SPOKEN: ha ha ha.....so-a I walked over to him-a 'cause I understand.
I, I thought I'd cheer him up so I say, ""Look-a-here little man,
A-you don't want no rock an' roll guitar, you want a six gun like
the Lone Ranger has, so you can run around sayin'-a hi ho Silver,
Kimo sabe, and all that cowboy jazz. Or how would you like old Santa 
to bring you a little dump truck so you could go around a-dumpin' 
things"".....And he say, ""Man, I don't want no dumptruck, I want 
somethin' that swings"".....He say.....

I want a rock an' roll guitar
With a big bass string
I want a rock an' roll guitar
So I can play that thing

I wanna be on t.v.
Like a rock an' roll star
I want Santa Claus to bring me
A rock an' roll guitar

SPOKEN: Ha, ha, wait a minute there, wait a minute, hold on, hold on 
I say. I say, hold on there little fellow, ah why don't you be like 
the little chicks and cats and wish for a space helmet or a 
rocketship or something wild like that? And you know what he say? He 
say.....""Look here dad, I don't want no plane or no train or nothin' 
square like that, that ain't the lick for me. Wwhen I awake this 
whole place is gonna shake, 'cause you know what I want under my 
Christmas tree!""....He say.....

I want a rock an' roll guitar
With a big bass string
I want a rock an' roll guitar
So I can play the thing

I wanna be on t.v.
Like a rock an' roll star
I want Santa Claus to bring me
A rock an' roll guitar

Ho ho ho, crazy little fellow, crazy, yeah, say...FADE


",(I Want A) Rock and Roll Guitar
Johnny Preston,"Can you really rock and roll Billy Boy, Billy Boy
Can you really rock and roll Charming Billy
I can really rock and roll, I can even do the stroll
But I'm a young man and I can't leave my mother 

Can you play your guitar Billy Boy, Billy Boy
Can you play your guitar Charming Billy
I can play my guitar on stage and in my car
But I'm a young man and I can't leave my mother 

Can you blow your saxophone Billy Boy, Billy Boy
Can you blow your saxophone Charming Billy
I can blow my saxophone but sometimes I blow it wrong
But I'm a young man and I can't leave my mother 

Can you ride a motor scooter Billy Boy, Billy Boy
Can you ride a motor scooter Charming Billy
I can ride my motor scooter but I... ring tail tooter
But I'm a young man and I can't leave my mother 

Can you get yourself a date Billy Boy, Billy Boy
Can you get yourself a date Charming Billy
I can get myself a date but I always show up late
I'm a young man and I can't leave my mother 

I can really rock and roll, I can play my guitar
And I blow my saxophone now Charming Billy
I can ride my motor scooter but I... ring tail tooter
But I'm a young man and I can't leave my mother 
",Charming Billy
Johnny Preston,"[Chorus]
Well, rock-a-bye baby, in the treetop
When the wind blows the cradle will rock
So rock-a-bye baby, in the treetop
When the wind blows, mmm

Well, Jack be nimble, Jack be quick
Jack jumped over the candlestick
He jumped so high up above
He landed in the cradle of love

[Chorus]

Hi diddle diddle, the cat and the fiddle
The cow jumped over the moon
And on the way down she met a turtle dove
Said ""Let's go rockin' in the cradle of love""

[Chorus]

Jack and Jill went up the hill
To get a pail of water
Jack fell for Jill, gave her a shove
They fell into the cradle of love

[Chorus]",Cradle of Love
Johnny Preston,"Oh, Danny boy, the pipes, the pipes are calling
From glen to glen, and down the mountain side.
The summer's gone, and all the roses falling,
It's you, it's you must go and I must bide.

But come ye back when summer's in the meadow,
Or when the valley's hushed and white with snow,
It's I'll be here in sunshine or in shadow,
Oh, Danny boy, oh Danny boy, I love you so!

But when ye come, and all the flowers are dying,
If I am dead, as dead I well may be,
You'll come and find the place where I am lying,
And kneel and say an Ave there for me.
And I shall hear, though soft you tread above me,
And all my grave will warmer, sweeter be,
For you will bend and tell me that you love me,
And I shall sleep in peace until you come to me!",Danny Boy
Johnny Preston,"Hearts made of stone will never brake
'Cause your love is never there, they just don't care
You can ask and plea, please, please, please work
And all your love is there to stay

These hearts of stone will cause you pain
Although you love there has stopped just the same
You can ask and plea, please, please, please work
And all your love is there to stay
But they'll say no, no, no, no, no, no, no, no, no, no, no, no, no, no
You daddy know, I thought I knew hearts made of stone

Hearts made of stone will never brake
'Cause your love is never there, they just don't care
You can ask and plea, please, please, please work
And all your love is there to stay
Cause they'll say no, no, no, no, no, no, no, no, no, no, no, no, no, no
You daddy know, I thought I knew hearts made of stone",Hearts of Stone
Johnny Preston,"You better leave my kitten all alone,
You better leave my kitten all alone.
Well, I told you, big, fat bulldog,
You better leave her alone.

You better leave my kitten all alone,
You better leave my kitten all alone.
This dog is gonna get you
If you don't leave her alone.

Well, Mister Dog
I'm gonna hit you on the top of your head.
That child is gonna miss you,
You're gonna wish
That you were dead.

If you don't leave my kitten all alone.
Well, I told you, big, fat bulldog,
You better leave her alone.

Well, alright!
Yeah!
Hey! Hey!
Yeah!
Yeah! Yeah! Yeah!

Well, Mister Dog
I'm gonna hit you on the top of your head.
That gal is gonna miss you,
You're gonna wish
That you were dead.

If you don't leave my kitten all alone, oh yeah.
Well, I told you, big, fat bulldog,
You better leave her alone.

Hey-hey!
You better leave,
You better leave,
You better leave,
Yeah, you better leave,
You better leave,
Oh, you got to leave
Yeah, hey!
Well, I told you, big, fat bulldog.
",Leave My Kitten Alone
Johnny Preston,"I want a new baby for Christmas
One with long pretty hair
I will stand and kiss her
And I know I'll never miss her
Because she will always be there

I don't want this old baby for Christmas
'Cause Santa you know she's not true
She kissed me on a hay ride
And took me for a sleigh ride
Then turned my white Christmas blue

The people are happy at Christmas time
The children are jumpin' all around
And I don't wan t to be left out of all the fun
So Santa don't you let me down

I want a new baby for Christmas
So don't you bring one that's untrue
She'll kiss me on a hay ride
Then take me on a sleigh ride
And turn my white Christmas to blue

I want a new baby for Christmas
One with long pretty hair
I will stand and kiss her
And I know I'll never miss her
Because she will always be there

I don't want this old baby for Christmas
'Cause Santa you know she's not true
She kissed me on a hay ride
And took me on a sleigh ride
Then turned my white Christmas to blue

The people are happy at Christmas time
The children are jumpin' all around
And I don't wan t to be left out of all the fun
So Santa don't you let me down

I want a new baby for Christmas
So don't you bring me one that's untrue
She'll kissed me on a hay ride
Then take me on a sleigh ride
And turned my white Christmas blue",A New Baby for Christmas
