Band,Lyrics,Song
Porno for Pyros,"Here I lay waiting
for the bubbles to settle
I'm going down low
where your sleep meets your mental
Two tries at killing me
they couldn't do it
I ran down the road
with no shoes and no jacket
Here I go dive away
Watch me dive away
Hey porpoise head
oh porpoise head
I know young boys
they all want to be bad
Don't think it's madder
to be a genius
Give me a lover
who won't give me troubles
Some sexy dreams
to chew on these bubbles
Here I go dive away
Watch me dive away
Hey porpoise head
oh porpoise head
I set sail with a tickle in my tail
I smell the bleach on the thin white sheets...
Here I lay waiting
for the bubbles to settle
I'm going down low where
your sleep meets your mental
two bags in Lilly's hands
just for the morning
into the bathroom
with cottons for swabbing
Here I go dive away
Watch me dive away
Hey porpoise head
oh porpoise head
Hey porpoise head
oh porpoise head
",Porpoise Head
Porno for Pyros,"my boat's capsyzed it's gonna sink to the bottom
i can see the lights on the shore getting farther away
i dont if ill make home tonight
but i know i can swim under the tahitian moon

i came out here tonight to look for my friend
i dont know if ill ever get to see him again
i dont know if ill make home tonight
but i know i can swim under the tahitian moon
one last time under the tahitian moon

the sea is a very easy place to disappear
to drift away, to fall in love or make your peace

i came out here tonight to look for my friend
i dont know if ill ever get to see him again
i dont know if ill make home tonight
but i know i can swim under the tahitian moon
",Tahitian Moon
Porno for Pyros,"How you figure in the scheme of things to be?
You thought you were Jesus,  
but you find out 
you're the anti-christ
You were born so you get another chance
A chance to die and to get off this planet

You're in the thick of it all
You're in the thick of it all

You struggle- Hope you laugh!
You thought you'd never know
You feel and that's the only thing
you can depend on
I'll try praying If it'll move my friends
The dead are living in your blood with a little poison

You're in the thick of it all
You're in the thick of it all
You're in the thick of it all
You're in the thick of it all

I fell again, still I'm so excited
Anyway, don't you love surprises?
You get to keep your heart and i know
I give mine time and it comes back to me
We're in the thick of it all
We're in the thick of it all
We're in the thick of it all
We're in the thick of it all",Thick of It All
Porno for Pyros,"I can tell when I'm dead inside
I stop thinking of God
I'm living in hell
I stop wishing
Wishing
I stop wishing
Wishing you well

I had a friend
I knew him well
His voice was so blue
His eyes were so calm
He stopped wishing
Wishing
Now I'm wishing
He stopped wishing
I'm wishing him well

I'm wishing you well!
I'm wishing you well!
I'm wishing you well!
I'm wishing you well!
I'm wishing you well!
I'm wishing you well!
I'm wishing you well!
I'm wishing you well!

I had a dream last night
I can't heal people
I heal myself
Just by wishing
Wishing
Just by wishing

I'm wishing you well!
I'm wishing you well!
I'm wishing you well!
I'm wishing you well!

It take sirens sometimes
To make me glad
Hear sirens sometimes
I'm just glad
I'm not inside
",Wishing Well
Porretas,"No se porque hay gente que siempre nos seÃ±ala
cuando nos fumamos un poquito marihuana
si es muy natural why no tiene perjuicios
tu que la criticas why le pegas al orujo 

MARIHUANA

hare ya muchos aÃ±os los indios la fumaban
why que yo sepa no se murio ninguno
estaban con la pipa dale que te pego
cuando se dieron cuenta hacian seÃ±ales de humo

MARIHUANA

no la fuman los celtas tampoco los romanos
por eso estan todo el dia liaos dandose palos
aluego los hippies la pusieron de moda
why pa'legalizarla se quedaron todos en bolas

MARIHUANA

why ahora en estos tiempos la fuma todo el mundo
aunque no trabaje aunque no tenga futuro
why si no eres tonto, ya sabes que te digo
que no bebas tanto que te lies un cigarrito

MARIHUANA",Marihuana
Port Isaac's Fisherman's Friends,"Well sally is the girl that comes from our alley,
Way hey, bully in the alley,
Sally is the girl from shinbone alley,
Bully on the shinbone now
So help me bully in the alley
Way hey bully in the alley
Help me bully in the alley
Bully on the shinbone now

Well I've got some leave year so I'll go and see my sally,
Way hey, bully in the alley
I'll throw her a line make fast in her alley
Bully on the shinbone now
So help me bully in the alley
Way hey bully in the alley
Help me bully in the alley
Bully on the shinbone now

Well I've made damn sure for I'm tied up at her quay
Way hey bully in the alley
She told me that the story was just for me
Bully on the shinbone now
So help me bully in the alley
Way hey bully in the alley
Help me bully in the alley
Bully on the shinbone now

Well its time to leave so I'm gonna slip my cable
Way hey bully in the alley
I go to see my sally as often as I'm able
Bully on the shinbone now
So help me bully in the alley
Way hey bully in the alley
Help me bully in the alley
Bully on the shinbone now",Bully in the Alley
Porta,"Yeah 
Perdonen, Kamehameha 
Después del tema del Tetris viene el Dragon Ball Rap 
Quien no haya seguido esta serie es porque no tiene infancia 
Big Bang Attack ataca desde el Planeta Namek 
Vegeta, Son Goku, rivalidades Saiyan 
Allargat bastó (y es que en castellano raya)

Mola más en catalán, prefiero Nubol Kinton 
El canvi de lloc instantani, al verlo me flipó 
Son Goku, Goten, Krillin, Pan, Trunks, Yamcha, Chaos y Tenshinhan 
Son Gohan de niño me flipaba en segundo nivel 
Satán no venció a Célula, tampoco Videl 

Nadie podía con Broly el Super Saiyan legendario 
Pedir la energía a todo el planeta fue necesario pa' vencer 
La bola Genki carbonizó a Majin Boo 
Y Freezer remodelado se vió frente la espada de Trunks 
Los Ozaru perdían el juicio
Se destrozaban ciudades, atraviesan edificios 

Uno, dos, tres, fusión
La ocarina contenía a Hildegan dentro de Tapion 
Las bolas de Dragón esparcidas por el mundo 
Teniendo radar y cápsulas habrá que poner rumbo 
Raditz murió junto a Gokú, Vegeta se cargó a Nappa 
Gohan lo tuvo crudo con los guerreros de Plata 

La fuerza aumentaba a no sé cuántos Kilis 
Vegeta dejó controlarse por Bavidi 
Cor Petit y Krillin se convirtieron en piedra 
Por Dabra y el gran Saiyan-Man se rebela 
Pelea contra los terroristas que hay en la ciudad 
Dragon Ball Rap, Boojack, Per mi Bola de Drac 

Bienvenidos sean siempre a la sala del tiempo 
Donde un día real allí es una año de entrenamiento 
Los Androides surgieron del Dr. Gero 
En los torneos casi siempre Goku puedaba primero 
En los cielos se apalanca siempre Yajirobai 
Me hacía gracia ver llegar sobre un tronco a Tao Pai Pai 

Turles y la fruta del poder 
Garlic, Junior, se hizo grande en un momento, joder 
¿Alubias mágicas? Nah, monjetas mágicas
Kaio Shin, Vegetto, el resultado de Pothara 
Con la ayuda de Paikun fusión de Goku y Vegeta 
Janemba no pudo compararse al poder de Gojeta 

Gotrunks en Tercera, era un vacilón 
Cuando alguien perdía la vida lo resucitaba Shenron
Oolong, Bulma, Pooar, Dende, todo en un papel 
El máximo poder se quedó en el cuarto nivel 

¿Fuerzas especiales? Ginyu cambia de cuerpo 
Dodoria, Zarbon, Recoom, todos acabaron muertos 
Cooler, Baby, Dragones de cada estrella 
Bardok hizo lo posible por defender su planeta 

Dragon Ball 
Dragon Ball Z (es arte)
Dragon Ball GT, sea el que sea lo parte",Dragonball Rap [*]
Porta,"Estoy en boca de tantos tontos y de muchos otros 
sudo por los poros, me la suda lo que hablen los foros. 
Estoy a años luz de tu crew de idiotas que me envidian, 
que me tienen rabia porque sus pibas me follarían. 

Sé que es duro, acepta el futuro y ya está, 
nadie me conoce pero tú hablas mucho y gastas saliva. 
Aquí no hay quien escriba, tranquilos, 
vivo entre palabras de verdad, 
el que se cree todo es más tonto que el que habla. 

Comentan mientras fuman petas-zetas, 
me quieren pegar porque no pueden con mis letras... pringaos. 
Soy mi fan, y hago rap porque lo siento, es cierto, 
es que soy experto en sacar fuera lo que llevo dentro. 

Y me divierte ver cómo está el panorama, 
los que acaban de empezar van de saber todo 
cuando no saben nada. 

Yo tengo algo que pocos tienen (¿eh?) 
fardar es hacer alarde únicamente de lo que se puede. 
Y cómo no, me envidia todo dios, 
intentan imitar mi voz, mi flow y copiar mi respiración. 

A ver, que no se me ha subido, repito 
tengo muchos clones pero todos salieron fallidos. 
Yo digo lo que pienso y por eso soy especial. 
No tengo ningún miedo aunque algunos me quieran apalizar, 
mis letras hablan de una realidad, 
vergüenza tiene que dar, amenazarme 
por no poder con mi rap. 

Asumo mi gran responsabilidad, 
influyo en tu mentalidad, 
haciendo rap 
tú no igualas mi handycap, 

Y es normal que rimar sea mi máxima pasión, 
porque vuestra envidia es la mayor manifestación de 
admiración. 

En boca de tantos (¡de tantos!) 
cualquier mentira afronto. 
En boca de tantos (¡de tantos!) 
te crees todo lo que cuentan. 
En boca de tantos (¡de tantos!) 
no hay comentarios tontos. 
En boca de tantos (¡de tantos!) 
solo tontos que comentan. 

Y es que no puedes entender cómo es que aún sigo, 
si tantísimos me adoran y otros tantos se meten conmigo. 
Porta no se corta un pelo (¡qué va!) 
no saben por qué, pero yo sé que 
unos me tienen rabia y otros celos. 

Soy un producto de internet, 
es rap que va de boca en boca, 
mi nombre es Christian, 
pero tú mejor sólo llámame Porta. 

No juzgues si no quieres ser juzgado, 
¿decís que no soy MC por no llevar el pelo rapado? 
Pero llevo más de 6 años rapeando por lo menos, 
he aprendido a acelerar, pero jamás a echar el freno. 

Empecé grabando con un micro de mierda como todos, 
sólo que con 12 años no quise sacar mi promo. 
¿Crees que salí de la nada? (nah) 
yo escribía rap en el patio, mientras los demás niños jugaban. 

No me conoces, te equivocas del todo conmigo, 
yo no paso de los fans, más bien los considero amigos. 
La ignorancia es el mayor de tus defectos, (creo) 
si esto para ti no es rap, no sé cuál será tu concepto. 

Yo no elijo quién me escucha, así que 
que me escuche quien quiera. 
Que tú seas un raper cerrado de mente me la pela. 

Chapo bocas por norma y tengo el cromosoma rap, 
me graba Soma, pero eso sólo influye en la calidad. 

La fama no es como os pensáis, si os fijáis aquí hay 2 
extremos: 
uno es el de los que te aman y otro el de los memos. 

En boca de tantos (¡de tantos!) 
cualquier mentira afronto. 
En boca de tantos (¡de tantos!) 
te crees todo lo que cuentan. 
En boca de tantos (¡de tantos!) 
no hay comentarios tontos. 
En boca de tantos (¡de tantos!) 
solo tontos que comentan. 

He aprendido mucho en estos años, más de lo que crees 
el respeto ya no existe en la cultura, así que olvídate, 
suicídate, ¿por qué? tú no vas a poder conmigo. 
Intentar ser el mejor no significa ir de subido. 

Ni me hacen las letras ni hago rap para ligar, 
pues tengo novia, la fama me agobia, y no es por fardar. 
Contradicciones no, ironías. 
Me gusta el sarcasmo, ingeniar, como muchos se rabiarían. 

Sé que tú la chuparías por contratos que he rechazado, 
hablaste de papá, y ahora tu pico está chapado. 
Dicen que en esto soy un monstruo y 
que por eso asusto. 
Mientras me guste mi rap 
seguiré haciéndolo con gusto. 

Hago rap porque lo siento, no para gustar, 
escuchen, no me culpen, escribo por mí y punto. 
Van de saber lo que no saben. 
Me escuchan niñas, pijos, emos, bakalas, heavys, metaleros 
y rapers. 
Góticos, skaters, y gente no identificada. 
Estoy aquí porque mi maqueta fue la más destacada. 

Seré sincero, odio la máquina y el reggaetón, 
esto es rap pasión, o hobbie, jodí a MCs con mi maquetón. 

¿Estás elevado al cuadrado? 
y yo estoy elevado al cubo. 
Tú llévame a tu ciudad, 
verás como el nivel lo subo. 

Perdónenme por hablar tanto de mí, 
pero es que me molo. 
Se me hace raro estar siempre 
en boca de todos. 

Mcs necesitan nombrarme pa' crear polémica 
y buscar la fama que no pueden ganarse con su maqueta. 
Aunque yo ya paso de tus gilipolleces payaso, 
lo mío es éxito, y a lo tuyo lo llamo fracaso. 

Gracias a los que me apoyáis y a los que no, 
pues hoy sé que sin vosotros no estaría donde estoy. 
La excusa que usáis contra mí es etiquetarme de lo que no soy.
Un consejo: infórmate mejor, B-boy. 

En boca de tantos (¡de tantos!) 
cualquier mentira afronto. 
En boca de tantos (¡de tantos!) 
te crees todo lo que cuentan. 
En boca de tantos (¡de tantos!) 
no hay comentarios tontos. 
En boca de tantos (¡de tantos!) 
solo tontos que comentan.",En Boca de Tantos
Porta,"Es sólo una historia más
La bella y la bestia

Ella era bella
Frágil como una rosa
Él era una bestia
Esclavo de sus impulsos

Único día que les ataron esposas
Ya no eran niños
Crecieron,se hicieron adultos juntos

Todo marchaba bien
Eso parecía en su primera luna de miel
Juró serle de por vida fiel
Y ella a él
Una historia como otra cualquiera(sí)
Quién les ve y quién les viera

Pero el tiempo pasa
Y las relaciones se agotan
Se cansan
Ella ni lo nota
Porque esta ciega
Ciega de amor

Pero no aguanta la monotonía
Ya no quería ser dueño de una sola tía
O eso le decía a sus colegas de copas

Yo salgo con otras,pero ella ni lo nota

Bella estaba ciega
Pero no era tonta
Ya dudaba

Tantas noches sola
Cuantas horas de la madrugada

La primera vez fue la mas dolorosa
Te regaló una infidelidad por cada rosa
Y es que el perdón será tu debilidad
Pero lo que pasa una vez
Siempre sufre de una vez más

Este cuento no es eterno
Debo salir ponerle un fin
Ser más fuerte que esa bestia
Debo salir
Quiero vivir
Quiero vivir

Tantas cicatrices ya no puedo más
Me duelen las entrañas
De tanto sangrar

No existe un maquillaje que pueda tapar
Este moretón que es mi corazón
Ya no se cuánto más tiempo podré aguantar
Ya no me quedan lágrimas para llorar
El peso de estos años me doblan la edad
En cada rincón tengo un moretón

Dime que esto no ha pasado
Tu dime que el barrio ha olvidado
Mañana todo habrá cambiado
Y esto será sólo un horrible recuerdo

Sé que me quieres mi vida
Yo sé que no habrá más heridas
Mañana sera un nuevo día
Y otra vez seremos felices de nuevo

Empiezan las discusiones
Parece que a él no le gustan
Se vuelve insensible y agresivo
Y a bella le asusta

Lágrimas caían,tras un empujón
Y el primer puñetazo,
Te conformas con un perdón
Y un simple abrazo

No quieres darle importancia
Porque no quieres perderlo
Pero sientes impotencia
Y a la vez pánico y miedo

No puedes creerlo todavía
Después de tantos años
Te preguntas por qué te has caído en el puente

El silencio no te ayuda
Sé que no sabes que hacer
Sabes que fue la primera
Y no será la última vez

Créeme sé que no quieres más problemas
Pero no te quedes en silencio
Si tu marido te pega

Porque no le perteneces
Te mereces mucho más
Ese cretino tienen autoridad
Se la das y él se crece

No puedes detenerle
No puedes defenderte
No puedes hacer más que rezar por tener suerte

Cada día más normal
Pasar del amor al odio,
Se convirtió en algo habitual
Otro mal episodio

Bestia no te quiere
Pero quiere que seas suya
Para siempre

¡Si no eres mía,no serás de nadie entiendes!

Bella no podía más
El cada día era más bestia

Cuando ella quiso hablar
Ya era demasiado tarde
Se dio cuenta que vivía junto al mal
'La bella y la bestia'
Prefiero no contaros el final

Este cuento no es eterno
Debo salir ponerle un fin
Ser más fuerte que esa bestia
Debo salir
Quiero vivir
Quiero vivir

Tu final atravesó mi alma en sólo un compás
Callaste mis lamentos con brutalidad
Me has convertido en un triste numero más
Tu triste corazón fue tu perdición

Es demasiado tarde para ir hacia atrás
No volveré a tener otra oportunidad
Seré sólo un mal día en la prensa local
Pero mi dolor será tu prisión

Y si yo ahora puediera cambiar en algo tus miserias
Daría todo porque entendieras
Sólo un segundo de mi sufrimiento

Espero que al menos mi historia
No quede sólo en la memoria
Y traiciona nuestra trayectoria
Que no se repita jamás este cuento

Este cuento no es eterno
Debo ponerle un fin
Ser más fuerte que esa bestia
Quiero salir
Quiero vivir (trastorno bipolar)

Sé más fuerte que esa bestia
Debes salir
Vuelve a vivir

(la bella y la bestia)

Sé más fuerte
Camina hacia adelante
No te rindas
No te quedes en silencio",La  Bella Y la Bestia (Con Norykko)
Porta,"Joder estoy super gorda 
Tia pero que te ha dao' con tu físico si tu nunca te habías rallao por eso 
Coño mirame, bueno mira da igual tu no lo entiendes. 
¿Pero que estas haciendo? 

Mírate al espejo y dime si el ojo te engaña 
Es un espejismo tan solo el que te hara daño 
Mira tu reflejo en el agua cuando te bañas 
Mira tu peso en la bascula al cabo de un año. 
Mírate al espejo y dime si el ojo te engaña 
Es un espejismo tan solo el que te hara daño 
Mira tu reflejo en el agua cuando te bañas 
Mira tu peso en la bascula al cabo de un año. 

Gorda, se que te hace daño 
Pero es que la solución no es encerrarse en el baño 
Yo se lo que piensas cuando observas tu reflejo 
Pero tu enemigo son las personas no el espejo 
Ese complejo es el objeto de burla 
Meterse los dedos en la garganta no sirve de ayuda 
Si te hacen daño los demás porque tu también te lo haces 
Es darle la razón a los mas tontos de la clase 
Son espejismos fuera del realismo, 
Lucha por quererte a ti mismo o caerás en el abismo 
Eres el hazme-reír cuando sales de fiesta 
La gente te observa por la calle y eso te molesta 
Sientes vergüenza y al probarte vestidos te rallas, 
¡Harta! de tener que pedir otra talla 
En la playa no expones tu cuerpo por que te deprimes 
Tiras la toalla al ver esos cuerpos de cine 
Quieres perder peso a cualquier precio 
Se oyen las arcadas por el hueco de la puerta si están en silencio 
Tu madre se preocupa y a ti te da igual 
Sientes que va en decadencia tu paciencia para adelgazar 
No puedes parar de vomitar te sientes guapa 
Ves en la revistas los cuerpos que quieres y te atrapan 
Pero no eres tu, es solo lo que quieres ser 
Para que los demás muestren un poco mas de interés 
En ti, 
Pero es que la sociedad es así es triste 
No confíes en tu reflejo ni en lo que viste 
Acomplejada, lo veo en tu mirada 
Quererlo todo, todo sin tener que hacer nada 
Buscas una forma fácil 
Dentro de ese cuerpo se esconde un corazon frágil 
Se que es fácil de decir para el que no lo sufre y el que no lo siente 
Pero el ojo crea un espejismo que te miente. 

Mírate al espejo y dime si el ojo te engaña 
Es un espejismo tan solo el que te hará daño 
Mira tu reflejo en el agua cuando te bañas 
Mira tu peso en la bascula al cabo de un año. 
Mírate al espejo y dime si el ojo te engaña 
Es un espejismo tan solo el que te hará daño 
Mira tu reflejo en el agua cuando te bañas 
Mira tu peso en la bascula al cabo de un año. 

No se, pienso que no deberías, hay otras maneras 
Cállate de una puta vez vale tu no estas en mi piel) 
Rozarte la campanilla es mas atractivo para ti 
Mucho mas sencillo y rápido que decidir 
Si hacer régimen o hacer deporte porque eso es duro 
Y ademas no te atreves a apostar si no es sobre seguro 
Solo quieres un cuerpo bonito 
Que te vean con otros ojos y reconozcan tu tipo 
Pero la belleza esta en el interior 

Aunque no te satisface que te digan que como persona eres mejor 
Te valoras poco y tu autoestima roza el suelo 
La moda es el señuelo y yo el pez que muerdo el anzuelo 
La imagen no lo es todo para todos 
Existen otros métodos pa' adelgazar existen otros modos 
Tienes un apodo que no nombran cuando estas presente 
Haces como que no te importa lo que comenten 
Pero quieres demostrar algo que no deberías 
Pero entiendo tu impotencia al ser solo una cría
 
Los chicos te rechazan por que no eres guapa 
Los días de llanto tu diario lo relatan 
Una forma mas cercana de la que pueda entender 
Cualquiera de nosotros al ver lagrimas caer 
Quieres saciarte y comer y devolver las calorías 
Te obsesionas con tu físico y te pesas cada día 
Cada hora notas sientes poca evolución 
Tu amiga llora por que no se puede creer tu situación 
No piensas detenerte hasta estar por fin contenta 
Y eso que tu peso debe rondar los cincuenta 
Autoestima baja y la confianza no la sientes 
Cero de personalidad y eso es deprimente 
No es necesario destacar estéticamente 
Siempre has sido totalmente dependiente 
Del pensamiento que tienen los demás hacia ella 
Su mente es débil tan solo quiere ser bella

Mírate al espejo y dime si el ojo te engaña 
Es un espejismo tan solo el que te hará daño 
Mira tu reflejo en el agua cuando te bañas 
Mira tu peso en la bascula al cabo de un año. 
Mírate al espejo y dime si el ojo te engaña 
Es un espejismo tan solo el que te hará daño 
Mira tu reflejo en el agua cuando te bañas 
Mira tu peso en la bascula al cabo de un año. 

Cada de día que pasa se te ve mas delgada 
Sigues viéndote igual aunque estas mas desmejorada 
Tu amiga te aconsejaba y no la quisiste escuchar 
Pides poca comida y dejas mas de la mitad(ahora) 
Pesas cuarenta kilos y te sigues viendo gorda 
Pero no es el espejo es tu mente que deforma 
La que le da forma a esa falsa imagen que ves 
Espejismos es lo que tu mente se quiere creer. 
Quien decide y quien le da significado a lo perfecto 
Si ser superficial para mi es solo otro defecto 
El imperfecto ser humano 
La maquina que destruirá este mundo con sus propias manos.",Espejismos
