Band,Lyrics,Song
Kassav',"Si i bon 				Wa wè’y
Si i bon				Wa wè’y
Mwen di’w si i bon 			Wa wè’y
Dépi’w tann an pawol			Fo répété
Si i bon 				Wa wè’y
Si i bon				Wa wè’y
Mwen di’w si i bon 			Wa wè’y
Dépi’w tann an pawol			Kisa ki pran’w

Yo za di’w				Ou ka palé
Yo ka di				Ou ka palé
Yo di 					Ou sé kanna
Pa pè sa ké pété 			An djol-ou

Yo za di’w				Ou ka palé
Yo ka di				Ou ka palé
Yo di 					Ou sé kanna
Pa pè sa ké pété 			An djol-ou

Si i bon 				Wa wè’y
Si i bon				Wa wè’y
Mwen di’w si i bon 			Wa wè’y
O o o o…

Sa ké pété an djol-ou
Fo pa ou vini pléré apré
Sa ké pété an djol-ou…
Di kon sa kè ou pa chansé
Sa ké pété an djol-ou
Anplis ou ka alé déformé
Sa ké pété an djol-ou….
Pawol ou tann, toubònman
Ou kay di, kè ou wè,
Pawol répété
Kè ou tann, kè ou sav, blablabla…
Pwoblem pawol
Anplis ou pa sav ayen
Pas lè i ka  pété
I ka fè mal
Pawol
Rété an ti kwen
Répété
Trantjilman
Pawol
Tou piti
Anplis ou pa sav ayen

Si i bon 				Wa wè’y
Si i bon				Wa wè’y
Mwen di’w si i bon 			Wa wè’y
Dépi’w tann an bri			Fo répété

Yo za di’w				Ou ka palé
Yo ka di				Ou ka palé
Yo di 					Ou sé kanna
Pa pè sa ké pété 			An djol-ou

Yo za di’w				Ou ka palé
Yo ka di				Ou ka palé
Yo di 					Ou sé kanna
Pa pè sa ké pété 			An djol-ou

Si i bon 				Wa wè’y
Si i bon				Wa wè’y
Mwen di’w si i bon 			Wa wè’y
Pa pè sa ké pété…",Wa Wè'y
Kassav',"A A A AA Just a party
A A A AA An zouk party
Nou angajé
Misionné pou pé sa fè zot dansé
Fo kondisioné’w pou amizé’w
Vin jwenn nou
Sa ké vin pli danjéré
A A A AA Just a party
An zouk party, adan an zouk party
A A A AA An zouk party
Fò kondisioné’w pou pé amizé
Ni dé ti chou
Pou pé vin fou
Nou ni bon mazout
Pou nou pa jen bout
Nou ni randévou
Gadé lantou’w
Pa rété doubout
Swaré-la kout
Nou angajé
Pas mizik sé lanmou ka fè tjè’w dousi
Fo kondisioné’w pou amizé’w
Ou pé fè sa ou vlé
Lésé kò’w alé",Zouk Party
Kassav',"Déchiré, pa palé 
Estentjé

Wo adomaj adomaj adoma) way 
Sé pr-a pa ka moli 
Dépi léwo-a rivé 
Sé pléré noix ka pléré 
Wabo travay, wabo gannié 
Wabo sové, ou ka konté 
I kon létè ka disparet 
Tout manniè w'fenmen'robinet 
Wabo jouwé, wabo gannié 
Wabo sové, wabo konté
Lajan ka pati pa finet 
Soukwë piébwa, trapé siret

Kassav-Passi, nouvelle salve ! wé !

Mwen'di'w 			Déchiré 
Péyé loyé-a 			Pa palé 
An ti kout siléma 		Ki'koté 
An ti pannié kous		Estentjé

Mwen di'w, mwen di'w 	        Déchiré 
Péyé logé-a 			Pa palé 
An ti iatjé langous 		Ki koté 
An ti pannié kous		Estentjé

Avan ou té ni senmil fran
Boy-la tounen an senkant fran 
Papa mwen yan pa ka konpwann 
An léwo, tri léwo-o ? 
Nou té ja sav sa té ké cho 
Mé pou rivé pa bd zéro
Pri-a rondi lontan pli wo 
Ou an dalo, pa an léwo-o !

Yè è è è Wo o o o

Pa ka wè la i yé o o
Yo soti péyé mwen o o 
E  pa ka jan rété ayen o o 
Sasayé é é



Avan ou té ni senmil fran
Bay-la tounen an senkant fran 
Papa mwen yan pa ka konpwann 
An léwo, tri léwo-o ? 
Ou ni manmay ka fè létid 
Vakans rivé fok ou solid 
Ba'y an ti chek oben likid 
Sé wot zézon, pou an léwo

Ou ka konté ka séré, Ka chèché jan tjenbé 
Ou ka hélé,'mé léwo ka pijé'w

De si gros billets pour peu de némo et si peu d'heureux
Faire des économies en Euros relève du Super-Héros 
Tout a augmenté, arrondi au plus haut 
Même l'épicier d'à coté a changé ses promos
C'est plus gros qu'le Dollar, c'est tant de francs CFA 
De Babylone au Paradis tant de Céfran chéfa 
On nous parlait d'écu au début et on a eu l'Euro
Mais l'Euro ou l'écu de toute façon on l'a dans l'... (bip)

YèèèèWoooo

Awa awa moun ka hélé, awa awa tri jan tjenbé 
Awa awa moun ka toufé anmwé anmwé",Abo Lewo
Kassav',"Jénérasion si pla	 			Dérayé yo
Enmé son-la ritm, grouv épi flow 		Dérayé yo 
Jénérasion zayé sa indestwa 			Dérayé yo 
É seksi, men toujou koul			Dérayé yo

Manman-mwen jwé chokaché 
Mwen menn osi jwé zwel séré 
Sé timoun-la yo sé sikriyé 
Sikriyé fet pou sousé 
Adan milflè ki soti wouvè 
Yo ba'y miel épii dousè

Jénérasion chouvalbwa, konpè zanba 		Dérayé yo 
Pa vwè télévizion 				Dérayé yo 
Jénérasion « tichèw-la, fo vini'w la » 		Dérayé yo 
Tifof ba yo leson				Akyelman sé sa nou ni
Koulizé'w, pa flipé
Edikasion, télévizion
Sé, jénérasion ki si présion, mé 
Koulizé, pa flipé

Evolision, kontradiksion 
Lajénes ka gazé plen kesion

Tjenbé, tjenbé
Sousé sousé, kenbé, kenbé

Sa ou simen, sa""w rékolté
Pa ka ni lafjmen si pa té ni difé 
Sé iasosiété ki toujou fè jénès-kon i'yé 
Sé lasos été,ki toujou fè jérfës kon'i yé

Yo présé, yo kondisioné
Piblisité ka'fé yo bousté
 Toulongalé yo ka eksité
 Lavi sé oni gran touniket 
Sé li ka fet, sé li ka défet
Alé toudwet, pou pa disparet

Nou ka alé, nou ka alé, nou ka alé,
 Nou ka alé, nou ka alé 
Nou a alé, nou ka alé, yes, nou ka alé
Nou ka alé, nou ka alé

Sikriyé  fet pou yo sousé
Adan an flé ki soti wouvè 
Onlo bel flè ki plen koulè 
Sikriyé, gadé yo lianné, yo libéré
Ka fé sa yo vlé
Yo ka chèché la pou yo alé

 Nou ka alé, nou ka alé
Jénérasion  ki ka rivé				Akyelman sé sa nou ni
Jénérasion  ki pi présé				Akyelman sé sa nou ni
Jénérasion ki enstalé				Akyelman sé sa nou ni
Jénérasion ki ja kalmé				Akyelman sé sa nou ni",Jénérasion
Kassie Depaiva,"What you see on t.v. 
All them sparkles 
It ain't me 
I am givin' what I can 
What I can 

Things that I may tell you 
Honey, I ain't lyin' 
It ain't me 
All this talkin' is how I feel 
How I feel 

I'm not asking for the world 
I just want to be an ordinary girl 
Might not be all you want 
But it's all you get, it's me 

On them shiny pages 
All that hairdo 
It ain't me 
I am showing just what I am 
What I am",It's Me
Kassie Depaiva,"How'd I get here, baby
How'd I get here in your arms
Why do you make me crazy
Why do I love a perfect storm

I could look at you all night
Stare into love and know that I

I wanna feel your face in my hands
I wanna see your eyes take me in
I wanna say again and again
I want to love you

I wanna let the kiss take it's time
I wanna go where your soul meets mine
And let you know that deep down inside
I want to love you

I'm so lost in you now
I'm so lost, I can't be found
My heart's goin' under
Don't save me, baby, let me drown

I want your skin on my skin
I wanna be someone I've never been

I wanna feel your face in my hands
I wanna see your eyes take me in
I wanna say again and again
I want to love you

I wanna let the kiss take it's time
I wanna go where your soul meets mine
And let you know that deep down inside
I want to love you

I wanna love you
I wanna love you
I, I wanna love you

I wanna feel your face in my hands
Wanna see your eyes take me in
I wanna say again and again
And I want to love you

I wanna let the kiss take it's time
I wanna go where your soul meets mine
And let you know that deep down inside
I want to love you

I wanna love you
I want to love you",I Want to Love You
Kastelruther Spatzen,"Ein Mädchen mit traurigen Augen
Stand Nachts auf der Brücke der Seen
Sie hatte Ihr liebstes verloren
Wie sollte ihr Herz das versteh'n
Da brach eine Frau aus dem Dunkel
Die Nacht war auf einmal so hell
Geh hin zu den heiligen Wassern
Wo auch heute noch Wunder gescheh'n
Wenn Menschen einander verlassen
Wird Maria die Tränen versteh'n
Sie kennt jeden Schmerz dieser Erde
Und sie kennt deinen Kummer dein Leid
Und Wunder an heiligen Wassern
Ja das gibt es auch noch heut

Sie hörte ganz leis eine Stimme
Du gehst diesen Weg nicht allein
Du siehst auch die Tränen der andern
Das macht deinen Kummer ganz klein
Dein Glaube er wird dich begleiten
Er führt dich heraus aus der Nacht
Geh hin zu den heiligen Wassern
Wo auch heute noch Wunder gescheh'n
Wenn Menschen einander verlassen
Wird Maria die Tränen versteh'n
Sie kennt jeden Schmerz dieser Erde
Und sie kennt deinen Kummer dein Leid
Und Wunder an heiligen Wassern
Ja das gibt es auch noch heut

Auf dem Weg nach Lourd schien die Sonne
Hat sie später den Kindern erzählt
Und mit mir ging damals ein Fremder
Der auch heut' meine Hände noch hält
Wir gingen zuheiligen Wassern
Wo auch heute noch Wunder gescheh'n
Wenn Menschen einander verlassen
Wird Maria die Tränen versteh'n
Sie kennt jeden Schmerz dieser Erde
Und sie kennt deinen Kummer dein Leid
Und Wunder an heiligen Wassern
Ja das gibt es auch noch heut
Und Wunder an heiligen Wassern
Ja das gibt es auch noch heut.",An Heiligen Wassern
Kastelruther Spatzen,"Stille Nacht, Heilige Nacht
Alles schlaeft einsam wacht, nur das traute hochheilige paar, holder knabe I'm lokingen haar, schlaf in himmlischer ruhu schlaaf in himmlischer ru...
\
","Stille Nacht, Heilige Nacht"
Kastelruther Spatzen,"Der Wanderer
Sucht Schutz vor dem Wetter
Er findet den Weg nicht mehr heim!
Der Fischer
Er kämpft um sein Leben
Er ist mit den Stürmen allein!
Das Ave Maria der Heimat
Das hören wir alle so gern!
In Not und Gefahr
Aus Freude sogar
Das Ave Maria der Heimat!
Als Dank für die Hilfe zugleich!
Ave Maria der Heimat
Denn Danken macht Herzen so weich!
Der eine
Der fährt seine Herde
Auf Wiesen und Wegen
So schmal
Den and'ren
Den trennt nur ein Abgrund
Ein Abgrund vom rettenden Tal!
Das Ave Maria der Heimat ...
",Ave Maria der Heimat
Kat,"Anata no tame ni ikite ii ka na?
Anata wo suki ni natte ii ka na?
I wanna be your lover

[rap]

te wo nobaseba todokisou na sukitooru sono egao
Mabataki sae oshii hodo I can?t take my eyes off you baby
Kono kimochi wa uragirenai kizutsuite mo kamawanai sa
Mune no uchi wo tsutaeru dake atsui uchi ni

*anata no tame ni ikite ii ka na?
Tatta hitotsu no yume wo wake aitai
Anata wo suki ni natte ii ka na?
Sotto tsutsumi konde mamoritai yeah

kazari kotoba wa iranai kakehiki nado niawanai
Kakusu koto wa nani mo nai I can?t take my eyes off you baby

kono kimochi ni uso wa nai sa sora no ao to onaji gurai
Ima mitsumeta tokimeki kara nigetakunai

anata no hoka ni nani mo iranai
Donna kanashimi sae mo koeteyukeru
Taisetsu na hito dakishimetetai
Futari kara hajimaru kirameki wo yeah

*repeat

[rap]

kako nado iranai asu ga aru kara
Yuuki wo dashina yo jiyuu ni nareru

kodoku wo koete yatto deaeta
Tenshi ga sasou kiseki ni yeah
Aibu mitomete ai wo yurushite
Kokoro wo hodoite come to me, yeah

*repeat

anata no hoka ni nani mo iranai
Donna kanashimi sae mo koeteyukeru
Taisetsu na hito dakishimetetai

futatsu ga hitotsu ni?
",You
