Band,Lyrics,Song
Ashanti,"Acaricia mi sueño
El suave murmullo de tu suspirar
Como ríe la vida
Si tus ojos negros me quieren mirar
Y si es mío el amparo
De tu risa leve
Que es como un cantar
Ella quieta mi herida
Todo, todo se olvida

El día que me quieras
La rosa que engalana
Se vestirá de fiesta
Con su mejor color
Y al viento las campanas
Dirán que ya eres mía
Y locas las fontanas
Se contaran su amor

La noche que me quieras
Desde el azul del cielo
Las estrellas celosas
Nos miraran pasar
Y un rayo misterioso
Hará nido en tu pelo
Luciérnaga curiosa
Que vera que eres mi consuelo

El día que me quieras
No habrá mas que armonía
Será clara la aurora
Y alegre el manantial
Traerá quieta la brisa
Rumor de melodías
Y nos darán las fuentes
Su canto de cristal

El día que me quieras
Endulzara sus cuerdas
El pájaro cantor
Florecerá la vida
No existirá el dolor

La noche que me quieras",El Dia Que Me Quieras
Ashbury Heights,"Time moves like Spiders
Over the face of the clock
Time's forward violence
Eating away at the heart

Another hour's past
They never seem to last
Another day goes by
No matter how I try
I've come to hate all clocks
How every second knocks
I wish I could reverse
This quaint arachnid hearse

I can't stand the spiders
I can't bare their crawl

The clock is ticking
'Til the point of no return
It'll keep on ticking
'Til the day you crash and burn

Time's web of severance
Where all remain until dark
Heads facing backwards
Like marionettes on a stalk",Spiders
Ashbury Heights,"Who would have thought the world could end
Make believe was to defend
Another day
Another year
Against the multitudes of fear

As heaven lost it's will to kill
Since the day our earth stood still
Another dance
Another swirl
Defiling every boy and girl

Our world is coming down
I see the signs
They're all around
All around
Like footprints on the ground
 
An infant cradling in the dirt
In spite of those who gave her birth
Lucifer
Is gaining girth
The sacrifice has lost it's worth

Crucified upon a screen
Death becomes a picture dream
Another lie
Another stone
To push us further down below

Our world is coming down
I see the signs
They're all around
All around
Like footprints on the ground",World Coming Down
Asher,"Uh. know what I mean
We all, we all got our own thing, 
And here's mine.

Now my things was cool
I swore id never break the rules
Straight with you cause I could relate to you
Stay with you
Special in my book
In my point of view he couldn't sex you like I could
You got with you wanted
And flaunted what you wanted 
And I went a little further even when you didn't want it
'Cause right in time, right what I had in mind 
Plus your heads been right in mine (my mind)
So I took the time, my choice was to love you.
And I didn't listen when they said never should I trust you.
So why must you take me for granted
I swore you loved me too, damn ill never understand it. 
I'm a man with feeling to and I'm a fool for the way I still feel for you.
But here's to you, I'm a better man then that 
You took my heart then and now I want it back 
So come on

[Chorus]
Told me you and I might live together someday (someday)
Now I see it in a whole new other way
And ain't gonna lie girl you need to realize
I'm staying home tonight (so come on)
Said I wanna be alone (said I wanna be alone)
All by myself
Said I'm staying home, I don't need no one else (wanna be alone)

I was cool, gave you one more chance
You gave the same old song, same old dance,
So hell with it, I had to face that shit.
You was to immature for relationships,
So I moved on for the time being, 
Then I heard a lie, there's a guy that you were caught seeing,
I flipped shits, but you flipped shits right back,
You cried you knew I wouldn't do you like that,
Still my heart was lonely, nobody to hold me.
You was my only, damn girl you was my homie,
You know me, you said you were stuck back there, 
So when I tried you leave you sucked me right back in. 
Why would I taste what I already ate? 
So I took time to get my priorities straight.
So listen you know me well I hate to doubt you,
But girl truth is I'm better off with out you and

[Chorus]

Damn girl I thought it never would end.
But this is it that's all, never again.
I couldn't deal with it then and I sure can't now.
So what makes you think I'ma let you hold me down, no.
I told you before never to roam but this is real when I say leave me alone.
I gotta be on my own, and you do too.
Through and through just please let me do what I do.
Maybe sometime soon we can both be friends,
But for now this is where its suppose to end.
My brain is sick, my heart is torn, my arms are empty,
But baby girl I just need to be alone,
My heart will beat alone, and I keep my head up.
But truth is now I'm a little bit fed up. 
I don't hate you though, you still close to me. 
So lets just go back to how we used to be, cool..

[Chorus]

I don't wanna be here in this chair, 
Waiting on you aw baby, to see things my way
Why don't you see things my way
(Woah)
Told me you and I might live together someday (someday)
Now I see it in a whole new other way
And ain't gonna lie girl you need to realize
I'm staying home tonight (so come on)
Said I wanna be alone (no no no no no)
All by myself 
Said I'm staying home (said I'm staying home)
I don't need no one (wanna be alone)
I'm so gone.",Alone
Asher Kahn,"Love, love, love
Love, love, love
Love, love, love

There's nothing you can do that can't be done
Nothing you can sing that can't be sung
Nothing you can say but you can learn how to play the game
It's easy

Nothing you can make that can't be made
No one you can save that can't be saved
Nothing you can do but you can learn how to be you in time
It's easy

All you need is love
All you need is love
All you need is love, love
Love is all you need

All you need is love
All you need is love
All you need is love, love
Love is all you need

Nothing you can know that isn't known
Nothing you can see that isn't shown
Nowhere you can be that isn't where you're meant to be
It's easy

All you need is love
All you need is love
All you need is love, love
Love is all you need

All you need is love (All together, now!)
All you need is love (Everybody!)
All you need is love, love
Love is all you need (love is all you need)

Yee-hai!
Oh yeah!
She loves you, yeah yeah yeah
She loves you, yeah yeah yeah",All You Need Is Love
Asher Lane,"Hold on
just don't let it go
Is it over by now?

For so long
I wanna let you know
That time, time is on our side

I Go on
Try to find a way
To deal with the pain

Yeah, we're both strong
At least we can pretend
But I- I still feel the same
Yeah I- would fall for you again

When time slows down we can work it out
Sometimes I've found life?s too loud
We?ll find somehow a world without a doubt
If we hold on for now

Slow down
And look what we've done
Torn to pieces on the floor
Now that you're gone
You found yourself
But I ? I lost it all
But that's just the way that we fall

If this is right why does it feel so wrong?
If you are mine where do I belong
Without you?

And all our plans come crashing down our feet
I'm feeling lost, feeling incomplete
Without you
Without you

When time slows down we can work it out
Sometimes I've found life?s too loud
We'll find somehow a world without a doubt
If we hold on for now",Hold On
Asher Roth,"Yea yea yo yo this one's for the people
All the B's that'll bleed and they sleep and they eat
Shit believe the thought we're all equal
Ain't a man on God's green be underneath any other
I don't wanna play preacher
But but I swear they turn their ear when we talk about peace and love
Sometimes might need a hug yea we all wanna come on up above
But this ain't about Jesus, no way, no Abe, no Ike, Moses or Mohammed
Yea it's all about believing, full steam ahead
Because I know the worst times are behind me
I don't wanna sound cheesy but but but I just a really mean it eh eh yea
I'm tellin' I can feel it eh eh it's the reason I don't sleep
I be way too geek tonight

This one's for all of y'all
I'm the same as all of y'all, I'm on my shit
I work real hard and all for every little bit that I get
But this is all I need, so sing this song with me
It goes like
So it sounds like this e'rybody start clapping your hands
It's like, it's like

I, I've been on my grind
I can only grind for so long
(Go, go, go, go, go, go)
I, I've been on my grind
I can only grind for so long

Bout time to change a few things
We enslaved to the bank and we only wanna buy new shoes
The way that we think
We can do anything that we really wanna put our minds too
The American dream, the dream is a pyramid scheme, scheme
And it feels outta reach when it's hard and times are tough
But change starts with us yep, yep
We all want freedom yea to be who we be
I don't wanna be afraid when I speak to say what I'm feeling
Yea together we're strong but divided never been so weak
It's time we get even, yea yea, and really what I mean is, is, is
This change I can feel it, yea yea, Mr. President I think it's all gonna be O.K.

This one's for all of y'all
I'm the same as all of y'all, I'm on my shit
I work real hard and all for every little bit that I get
But this is all I need, so sing this song with me
It goes like
So it sounds like this e'rybody start clapping your hands
It's like, it's like

I, I've been on my grind
I can only grind for so long
(Go, go, go, go, go, go)
I, I've been on my grind
I can only grind for so long

So it's not about fame, and fortune
It's about believing and believing in yourself
And understanding that this life is life
It's liberty and the pursuit of happiness
And happiness isn't about getting what you want all the time
It's about loving what you have
So get ready it's a new day

I, I've been on my grind
I can only grind for so long.",G.R.I.N.D. (Get Ready It's a New Day)
Asher Roth,"Oh, oh oh, oh, oh, oh, oh, oh oh, oh oh, oh, hey hey hey!
Oh, oh oh, oh, oh, oh, oh, oh oh, oh oh, oh, hey hey hey!
Akon and Asher Roth

They say they want that hot sh, say no more
Had to walk around the block, couldn’t take no more!
Like escaper from the rock, couldn’t wait no more
Sean Con cocked penis mightier than the sword
So I’m sleeping with the whores while I file for divorce
Plain and simple and in short, when it rains, man, it pours
Stepping in manure, second sippin in the moor
Quickest leopard gets the boar, secret weapons win the war
Guessed, but I’m pretty sure that I’m destined to endure
Flesh into the core, Pauly D to Pauly Shore
World of cyborgs and tours of cyberspace
What’s behind the door the allure something strange?
Of course, this is why I came, the forces are untamed
No corporate or dumb fame, I'll record for chump change
Course is unphased, contorted or concave
I'm sort of a poor sport, nothing short of Liu Kang
Got me feeling like

I fall and I rise, with the fire still in my eyes
My scars and my stripes, You know I will survive
The strength that I find when I dig down deep inside
Got me still in this fight, and I’ll be the last man standing!
Oh, oh oh, oh, oh, oh, oh, oh oh, oh oh, oh, hey hey hey!
Oh, oh oh, oh, oh, oh, oh, oh oh, oh oh, oh, hey hey hey!

I tried conversing with God, but only hearing myself
I be throwing up a lot but I ain't here for my health
When I'm feeling like blah, I had to loosen my belt
Ate the corn right off the cob, didn't need no help
So, now I've come to realize I'm on my own for real
So most of em I approach em with a Slomin's Shield
Keep my enemies close cause they prone to steal
When friends become foes know you're doing it well
Just keep it going
I'm a red pill taker, who's my real maker?
Group homes and tombstones to feel safer
Loopholes for new souls, lets keep praying
Too grown to complain, I create the lane I stay in
Forever underrated, so now I'm Nicholas Cage-ing it
Doing all about anything as long as you put my face in it
Face it, I didn't want to be famous, but that's the way it is
Way I play the game, no wonder the brother made it like

I fall and I rise, with the fire still in my eyes
My scars and my stripes, You know I will survive
The strength that I find when I dig down deep inside
Got me still in this fight, and I’ll be the last man standing!
Oh, oh oh, oh, oh, oh, oh, oh oh, oh oh, oh, hey hey hey!
Oh, oh oh, oh, oh, oh, oh, oh oh, oh oh, oh, hey hey hey!",Last Man Standing [Explicit Version] [Version]
Asher Roth,"I gotta be by myself
Gotta be by myself this time

In the backseat screaming out loud (ho)
In the backseat screaming out (ho)
Ash is young, attractive
Handsome bachelor, awesome rapper
Got a knack for, vernacular
When I perform, spectacular
I'll have any girl that I want
I'm a take the girl in the front
Boobs bounce when I tell the crowd jump
Honey come backstage I just wanna have fun, but
I'm too young to be locked down, not now
Need a new car, drive around with the top down
New broad with a bra the top down
Chilling in the backseat screaming out loud

She wants to be my lady
But I don't see her
She wants to be my lady
But I'm a free bird

I gotta be by myself, gotta be by myself this time
I gotta fly by myself, go get high myself this time

The cycle is Shawn Michaels (heartbreak),
And yeah I like you but not enough to wife you
You say I'm nice, true, and you think I'm the right dude
But there's another girl just like you (like who?)

And on the road, 'nother night, 'nother show
New e-vent in a new time zone
And the live show is so mind-blowin
And it's my show so you know I'm blown (you know)

No text's gonna give me head
Long distance just ain't my thing
Young single don't need no ring
I'm a free man now I don't need no strings, sing

She wants to be my lady
But I don't see her
She wants to be my lady
But I'm a free bird

I gotta be by myself, gotta be by myself this time
I gotta fly by myself, Go get high myself this time

If you're cool with nights at the pool
Jacuzzi's and groupies, boobies and booze
And no rules, I'm only 22
I need to watch football and hang with a crew
But if you don't get mad when I get fat
Cause all I do is eat drink smoke weed and rap
And play Madden, then dag
You're pretty rad and I take it all back, come on

She wants to be my lady
But I don't see her
She wants to be my lady
But I'm a free bird

I gotta be by myself, gotta be by myself this time
I gotta fly by myself, Go get high myself this time

Just keep clapping the hands, it feels good
Feels nice and warm in here right now
I'm feeling free
If you feel free clap your hands
Come on",Be By Myself [Album Version (Explicit)]
Asher Roth,"Yo we crusin, (yo we crusin')
Yeah we crusin, (yeah we crusin')
Yo we crusin' (yo we crusin')
Down the streets (down the streets)

I got the money, who go the dutchies?
You got the munchies? I got the weed

you know we be blunt crusin' x2
My homies in the front, got honeys in the back
You roll that weed up and put it in the air
You know we be blunt crusin' x2

so roll it up, (roll it tight)
Hit it once (hit it twice)
Pass it round,(pass it round) 
But don't roll the windows down
Lets box it out and save the trees
We hoppin' out like the mystery machine
My eyes be the size of mr.meahgi's
Squinting to read the fine print on the wide screen
We riding, riding and that's when I see 
Head lights behind me, I then start to freak

hide the weed, ho x4
(chatter)

you know we be blunt crusin' x2
My homies in the front, got honeys in the back
You roll that weed up and put it in the air
You know we be blunt crusin' x2

yo we crusin, (yo we crusin')
Yeah we crusin, (yeah we crusin')
Yo we crusin' (yo we crusin')
Down the streets (down the streets)

I got the money, who go the dutchies?
You got the munchies? I got the weed

yo, stop at sev for a drink, ice cream and some chips
Where's the dutch at, homie pass that shit
Not like that homie ash that shit 
Can you turn this song up, homie ash that shit
You don't need roach clips if you can't hold it
You can use your phone tip, hurry up and take this

for real man hurry up and take this shit, 
Yo its burning my finger tips dude

grab the weed,
Grab the weed, ho I got it!
Drop the weed,
Drop the weed(chatter)

you know we be blunt crusin' (blunt crusin') x4
",Blunt Cruisin’ [Album Version (Explicit)]
Asher Roth,"Pretty girl, you know that you so hot, hot, hot, hot
How about I take you to my spot, spot, spot, spot?
We can take off all our clothes, he won't call anymo'
You hear my lion roar, head high, eyes closed

You begin to describe all things we do
In a big, big bed in an empty room
Look at you on me, then me on you
With a warm washcloth and a few ice cubes

Did it get so wet? No, I'm not my best
When I make you sweat
Ready now get set 'cause you get no rest
I'ma smack that butt, I'ma grab them breasts

Yeah, tell me what you like, can I scratch and bite?
We can scratch that fight, make it last all night
Slidin' on your side and curves, satisfy the primal urge
Ridin' on you back and forth, that's how you make my lion roar

Head high, I'm low
Hear my lion roar, lion roar
Head high, I'm low
Hear my lion roar, lion roar

On the mic I'm a beast, I'm a big bad beast
I could speak that heat, I don't need no reason
Jeepers, them big teeth you be feedin'
Better leave now, I'm 'bout to be eatin'

Even you stick around and we beatin'
Bleedin', have him laid out on the cement
Breathin', I had him back in your team and
Leave in peace and have a safe evenin'

Beef is not what I like to do
Speakin' just to enlighten you
Teach him a rhyme and preach in the mind
And a beautiful thing keep fightin' through

Just how big's the fight in you?
Tight and high and mighty or a lighty
Hide your heiny when a giant hasn't frightened you
Look in my eyes, you see my pride?

You see the fire burnin' down the side
Will and drive'll make a man, doin' what you say I can
Oh, you think I'm playin'?
Well, let's see just what you made of then

Head high, I'm low
Hear my lion roar, lion roar
Head high, I'm low
Hear my lion roar, lion roar

Busta Bust and I'm back on my bullshit now
C'mon, got to make you wanna jump, jump, jump
And I come with another banger and I know you wanna bump
Cap and gown when I smack you down
And I graduated homie bangin' in the trunk

Put yo' hands where my eyes could see
Let me take this thing to where it really need to be
One, two, three, let me take time
To remind y'all that you can't fuck with me

Shake yo' ass on the way to the flo'
In the dungeon drinkin' and the lions roar
All my little mamis come to the crib
Let me pound on the coochie until it gets sore

Then I laugh and cough when I flash and floss
Moment when I get cash as a boss
Asher Roth, I'm comin' too
'Cause I heard that you got a lot of ass in the loft

See I ain't playin' mister
I'm 'bout to twist your sister
That's how we do it killer, yeah
Lion roar, yeah, lion roar

Lion roar
(That's when I let my lion roar)
Lion roar
(That's when I let my lion roar)

Lion roar
(That's when I let my lion roar)
Lion roar
(That's when I let my lion roar)

Lion roar
(That's when I let my lion roar)
Lion roar
(That's when I let my lion roar)
Lion roar, lion roar, lion roar
",Lion’s Roar [Album Version (Explicit)]
Asher Roth,"She don't want a man man man man, she just wants to dance, just dance

Quiet and confident, not a bit, I'm the shit
Screaming out, out loud, right now, I'm the shit
Let 'em know, let it go, feelin' sexy, feelin' grown
I be sippin' on patron mixed with pineapple
Then she looks up, spots me only for a sec
But in that moment, our eyes locked, I swear that we had sex
Yeah, In that tank top, tight jeans, high heels, nice teeth
Ooh, I think she likes me but, but it be unlikely

Ain't looking for no man man, really just came here to dance dance
On the dance floor
(I know you want my body, I just came to party)
Ain't looking for romance mance, really just came to dance dance
On the dance floor
(I know you want my body, I just came to party)

She don't want a man, she just wants to dance
She don't want a man, she just wants to dance on the dance floor

I see Boyder and ask him, ""Yo can you take her fat friend?""
He laughs and then digs it ""Hell yeah, I'll be your wingman""
We two-step, we grooving', we dancing', we movin'
The crowd be through it, people getting real stupid
Check my breath then my sweat on my chest and my pits
Yeah I'm fresh, super fresh, I would do me in a sec
Bout to get my dance on so I put my hands on her
Then she frowns, turns around with a look like

Ain't looking for no man man, really just came here to dance dance
On the dance floor
(I know you want my body, I just came to party)
Ain't looking for romance mance, really just came to dance dance
On the dance floor
(I know you want my body, I just came to party)

She don't want a man, she just wants to dance
She don't want a man, she just wants to dance on the dance floor

Boy, you need to cool down cause I'm way too hot
(Girl, you need to cool out cause you not that hot)
See, I'm just tryna cool down cause I'm way too hot
(Girl, you need to cool out cause you not that hot
I'm just playing, I'm just hating, no, you way too hot)

Ain't looking for no man man, really just came here to dance dance
On the dance floor
(I know you want my body, I just came to party)
Ain't looking for romance mance, really just came to dance dance
On the dance floor
(I know you want my body, I just came to party)

She don't want a man, she just wants to dance
She don't want a man, she just wants to dance on the dance floor",She Don’t Wanna Man [Album Version (Explicit)]
Asher Roth,"Take me as I em my friends, ain't gon' change,
Wont be no Em, rock these songs,
Rock these shows, only good life I know

I was in seventh grade when I heard the Slim Shady LP,
Ya my mom brought it down when I was ironing, irony,
Getting out the wrinkles, just a little kid in middle school,
Sink my teeth in anything just to think I'm cool, riding the bus,
I feel the rush but I still don't give a fuck,
Ya I wish I could agree but I've already had enough,
I've already given up from playing the same game,
Every interview I feel like I'm saying the same thing, like,
Em was great, yea he paved the way for me,
He was inspiration for everybody from A to Z,
But they keep relating me, I cant get away,
Chasing me, (all day long), I hear it, (all day long),
And now the masters thinks that Asher wants to be a Marshall Mathers,
They say ""Ashers not a rapper, na hes actually just a actor"",
Cause we have the same complexion and similar voice inflection,
Its easy to see the pieces and reach for that connection,
Every minute, each hour of everyday,
Im constantly on the fence defending my own name,
Explaining we are not the same,
Not much that I can say, except that im sick of it,
Critics arrogantly sparked up a flame, its on

[Chorus: x2]
Take me as I em my friends, ain't goin' change,
Wont be no Em, rock these songs,
Rock these shows, only good life I know

Now don't get it twisted, I've definitely benefited,
Its like suddenly everyone wants to hear what I've been spitting,
Its so different, the image they don't get it,
Its simple I'm just a kid who wants to rap to make a living,
But Em was in it way before I committed ,
And his lyrics were the shit so I really gotta come with it,
But each critics been picking apart my writings,
And if its not up to par then Ashers par is just a gimmick,
Is it my fault must I be more convincing?,
Y'all talk all you want, never halt me from my mission,
Using his ammunition, would you please keep dissing me,
(all day long), I hear it, (all day long),
And yea the haters wanna hate because I made it and I'm famous,
But until you take my place, 
Y'all never know what it takes to make a record for respect, 
Take a second before you inspect,
When you look like someone else then what the fuck do you expect,
I just want to be accepted as the illest in the game,
But its harder for an artist creating his own lane,
That's anonymous with his rhyming and combine with perfect timing,
All the time all that's declining and about to explode

[Chorus: x2]

So fuck it that's all I got, there's nothing else for me to say,
If I don't confront the problem it will never go away,
Unless it is addressed there is nothing left for me to do,
Its impossible rejecting an elephant in the room,
Say goodbye to all the bullshit, notions preconceived
Sworn to all the wrongs, could of swore they knew me,
If you have no further questions and cant think of other thoughts,
Then let me introduce you to Asher Paul Roth.

[Chorus: x2]",As I Em
Asher Roth,"Uh, and it just keeps goin (yeah)
And it just keeps

So I'm in the airport getting ready to leave
Heading to a friend's wedding in the N.Y.C.
But my head has been spinning, I'm forgetting to eat
All this jet setting has been really getting to me
It's already 11:20, I'm ready to sleep
But instead I end up sitting in a 27-C
An aisle seat, fine by me
But the guy that's inside's always trying to pee
With a wild child behind me, he's crying and keeps
Flipping out and kicking at me while he violently screams
So I silently plea, oh God, please
Let there be a honey sitting 27-B
But of course some morbidly obese
Beast is in the seat that wheezes when he breathes
Dude sitting D is at least three deep
And he keeps telling me what is wrong with his knees (I got bad knees)
Osgood-Schlatter, just need water
But for a bottle they charge two dollars (what?)
And when I thought that it couldn't get worse
I forgot my iPod

[Chorus]
I'm having a bad day
Nothing ever seems to go my way
Everybody needs to go away
Why? Because I'm having a bad day, yeah
Hey hey, and it just keeps going (keep going)
And it just keeps (going on!)
And it just keeps going (keep going)
And it just keeps (going on)

So four hours and turbulence
We land when I'm about to turd in my pants
But the captain has ""Seat belt fastened""
So my ass is just passing gas and
Then at last I escaped from the plane
When I'm minutes away from clinically insane
I make my way towards baggage claim
When I hear a high-pitched voice scream my name (Asher!)
Some dumb bitch I went to high school with
While she's sweating she's telling me she likes my shit
I just smile and think, 'bout how great it would be
If I could just hit this chick with a quick leg sweep (leg sweep)
So I pick up my L.L. Bean
And beeline for the next taxi
In need of weed, and boxer briefs
But my bag's only got Maxi's

[Chorus]

I check in to my hotel room
And I pick up my cell phone to dial the groom
Tell him my mood and I'm ordering food
And I'm probably gonna stay in and watch a movie
But the tube has no HBO (what?)
So anything I want, yo I'm paying fo'
But I'm lame and broke, so I'm laying in a robe
Watching that ""Little People, Big World"" show
Right then there's a knock at the door
It's my last hope for a Spanish whore
Who will change my sheets in exchange for penis
""Hi, I've lost my cat; have you seen it?""
Jesus, this day is the worst
At least I can give Little Me a jerk
And then go to sleep, healthy and disease-less
It guess it could be worse; but I'm just

[Chorus]

Hey, and it keep going on yo",Bad Day
