Band,Lyrics,Song
Loverboy,"All they got down here is liberty,
Talked to her brother down in Frisco Bay,
He ain't seen nuthin' there but silicone,
I called her mommy up the ozone way,
She wouldn't put her on the telephone,

[Chorus]
Why won't she see me,
She's not looking well,
Some girls just like to push their luck..
Until they wind up.. DOA, DOA, DOA

I paid a visit to a Dr.J,
He thought it might have been her chromosome,
So he put blue jeans in her DNA,
I guess that's why she's not coming home,
Spend all my money on her luxuries,
I guess I'll need a bigger salary,
Her lonely life is such a mystery,
I keep her picture in my gallery, ya!

[Chorus]

Talked to her brother down in Frisco Bay,
He ain't seen nuthin' there but silicone,
I called her mommy up on ozone way,
She wouldn't put her on the telephone,

[Chorus]",D.O.A.
Loverboy,"If you can read between the lines
Then you can tell me what my next move will be
It's just a matter of time before the whole wide world will see

And when you tell me that I'm wrong
In the morning, I'll be gone
And if you've heard it all before
Then it just don't matter no more

Why don't you tell me what you're after?
Why don't you say what's on your mind?
How will you feel the morning after,
When all there is is what I've left behind?

And when you tell me that I'm wrong
In the morning, I'll be gone
And if you've heard it all before
Then it just don't matter no more

It don't matter no more
It don't matter, matter to me
It don't matter no more
Ooo-ooh-hoo

And when you tell me that I'm wrong
In the morning, I'll be gone
And if you've heard it all before
Well, it just don't matter no more

Why don't you tell me what you're after?
Why don't you say what's on your mind?
How will you feel the morning after,
When all there is is what I've left behind?

Cause when you tell me that I'm wrong
In the morning, I'll be gone
And if you've heard it all before
Well, it just don't matter no more

It don't matter no more
It don't matter
It don't matter
It don't matter no more
Ooo-ooh-hoo
It don't matter no more
It don't matter, matter to me
It don't matter no more
It don't matter
It don't matter
It don't matter no more
Look around, baby
It don't matter no more
Ooo-ooh-hoo, hey

Read between the lines
Read what's on my mind

Don't matter, don't matter, don't matter to me
It don't matter, it don't matter to me, to me
Ooo-ooo-ooo, ooo-ooo

Read between the lines
A-doo-ba-da-wa-doo-way
Doo-bah, doo-bah, day
Hey, hey, hey
Don't matter to me, don't matter to me
Don't matter to me what they say
What they say
Ooo, ooo, ooo, ooo",It Don't Matter
Loverboy,"We just heard of a brand new wave
And we hope its here to stay
Well have to wait and see
If its half of what they say

We heard he opened up a brand new door
Well you know that's what I'm lookin' for
Well have to wait and see if it makes you shout for more

How do you like him so far?
How do you like his show?
How do you like the way he rocks and the way he rolls?

How do you like his image?
How do you like his style?
How do you like the way he looks and the way he smiles?

The Kid is hot tonight
Whoa so hot tonight
But where will he be tomorrow?

The kid, is hot tonight
Whoa so hot tonight
But where will he be tomorrow

And we just heard of a brand new fad
And they say its gonna drive you mad
Well have to wait and see if its the best you ever had
And we just heard of a brand new wave
He heard its headin' for an early grave
Well have to wait and see if there's anything we can save

How do you like him so far?
How do you like his show?
How do you like the way he rocks and the way he rolls?

How do you like his image?
How do you like his style?
How do you like the way he looks and the way he smiles?

The kid is hot tonight
Whoa so hot tonight
But tell me where will he be tomorrow
The kid is hot tonight
Whoa so hot tonight
But where will he be tomorrow

The kid is hot tonight
Whoa so hot tonight
But where will he be tomorrow?
The kid is hot tonight
Whoa so hot tonight
But where will he be, but where will he be
The kid is hot tonight
Whoa so hot tonight
But where will he be tomorrow?
The kid is hot tonight
Whoa so hot tonight",The Kid Is Hot Tonite
Loverboy,"She drives me crazy, she turns me on
She, she makes me go hazy
She was long and lean and oh, so beautiful

She's my latest lady
My lady of the 80's, oh yeah

She makes it easy, she makes it hard
She, she knows how to please me
She gives me love and ooh, she gives me everything

She's my latest lady
My lady of the 80's, oh yeah

You better leave her alone, you better leave her alone
You better leave her alone, oh, you better leave her alone
You better leave her alone, you better leave her alone, oh

There he was, walkin' down the street, takin' it easy
Talkin' to that girl of mine, oh yeah
There he was, takin' it easy, walkin' down the street
Talkin' to that girl of mine, girl of mine

You better leave her alone, I said leave her alone
I said leave her alone, oh, I said leave her alone
I said leave her alone, I said leave her alone, oh

You better leave her alone, leave her alone
Leave her alone, oh, you better leave her alone
You better leave her alone, you better leave her alone, oh

She's my latest lady
My lady of the 80's, my lady of the 80's

She's drivin' me wild, she's my lady of the 80's
She's makin' me crazy, she's makin' me crazy
She's drivin' me wild, yeah, oh yeah

My lady of the 80's, lady of the 80's
Drivin' me wild, drivin' me wild
Drivin' me wild, yeah, oh yeah

",Lady of the 80's
Loverboy,"How can I make you love me
How can I make you mine
How can I make you at all
When you don't know what goes on inside your mind
What goes on inside
Don't wanna make you lonely
You need it every day
I wanna make you the only
But you don't know what goes on inside

You're too little, little girl
You're too little, little girl
You're too little, little girl, to fall in love
Little, little girl
You're too little, little girl
You're too little, little girl, to fall in love

How can I make you feel it
And make you lose control
How can I make you need it
When you don't know what goes on inside your mind
What goes on inside
How can I prove it to you, baby
You make me wait all day
I'm gonna save it til tomorrow
Cause you don't know what goes on inside

Chorus

How can I make you trust me
And make you lose control
How can I make you at all
When you don't know what goes on inside your mind
What goes on inside
How can I prove it to you, baby
Just wait and see
I'n gonna make you prove it
That you don't know what goes on inside

Chorus 
",Little Girl
Loverboy,"I see you watchin'
You are sure delight
Me and twenty others, we've been watching you all night
And even though I saw you first, I'm still the last in line
I can see from here, you're not the lovin' kind

The way you treat the boys is a disgrace
It's so sad to see a pretty face

[Chorus]
Prissy, prissy, prissy, prissy, prissy
Oh, so very prissy, prissy
Prissy, prissy, prissy, prissy, prissy

I'm trying to think of something good to say
To make you turn your head
To make you look this way
You're afraid to see me
You've had to much abuse
Me and all the guys think you're running around being loose

The way you treat the boys is a disgrace
It's so sad to see a pretty face

[Chorus]

I see ya run, I see you hide, I see you cry [Repeat x3]

[Chorus]",Prissy Prissy
Loverboy,"Lookin' for a teenage, lookin' for a teenage overdose
Lookin' for a good time, ready for a bad time
Comin' so close

Lookin' for a teenage, lookin' for a teenage comatose
If your lookin' for some rock 'n' roll, lookin' for some rock 'n' roll
I'll give you a dose

One foot in hell 

One foot in hell, and you know the others got to be
Walking with the devil an settin' him free

One foot in hell, and you know the others gonna to show
It's always you that's the last to know

One foot in hell

I got one foot over the line and your close behind
I got one foot over the line and your close behind

Your lookin' for a cover, don't wanna tell your mother
I know your out there you?re an underground-lover

One foot in hell, and you know, the others gonna to go
For you and me at the end of the show

One foot in hell (Hey!!)

I got one foot over the line and your close behind
I got one foot over the line and your close behind (Oh)

Lookin' for a teenage, lookin' for a teenage overdose
Lookin' for a good time, ready for a bad time; comin' so close

If your lookin' for some rock 'n' roll, lookin' for some rock 'n' roll
I'll give you a dose

One foot in hell
One foot in hell (ah-ell)
One foot in hell",Teenage Overdose
Loverboy,"I was born to run
I was born to dream
The craziest boy you ever seen
I gotta do it my way
Or no way at all

And I was here to please
I'm even on knees
Makin' love to whoever I please
I gotta do it my way
Or no way at all

And then you came around
Tried to tie me down
I was such a clown
You had to have it your way
Or no way at all

Well I've had all I can take
I can't take it no more
I'm gonna pack my bags and fly, baby
Or no way at all

So why don't you turn me lose
Turn me loose
Turn me loose
I gotta do it my way
Or no way at all

Why don't you turn me loose
Turn me loose
Turn me loose
I gotta do it my way
I want to fly

I'm here to please
I'm even on my knees
Makin' love to whoever I please
I gotta do it my way
I gotta do it my way
And when you came around
You tried to tie me down
I was such a clown
You had to have it your way
Well I'm sayin' no way

So why don't you turn me loose
Turn me loose
Turn me loose
I gotta do it my way
Or no way at all

Why don't you turn me loose
Turn me loose
Turn me loose
I gotta do it my way
I want to fly

So why don't you turn me loose,
Turn me loose
Turn me loose
I gotta do it my way
Or no way at all

Why don't you turn me loose
Turn me loose
Turn me loose
I gotta do it my way
I gotta do it my way

Why don't you turn me loose
Turn me loose
Turn me loose
I gotta do it my way
I want to fly

Turn me loose",Turn Me Loose
Loverboy,"Put your hands in the air
You better take care
Your money or your life
Don't think twice

Gonna get what they need
It ain't nothing but greed
Better watch what you do
Or you'll know that you're through

What would you do
If they were looking at you?
What would you say
If they were walking your way?

Looks like theres gonna be a showdown
You better not slow down
Better watch what you say, yeah
'Cause you know they're not playin'

Don't you look over there
You better not stare
Get down on your knees
You beggin' them please

What would you do
If they were looking at you?
What would you say
If they were walking your way? Hey

Gangs in the street
Lookin' for you, looking for me
Gangs in the street
Ready for you and they're ready for me

Gangs in the street
Lookin' for you, lookin' for me
Gangs in the street
Ready for you and they're ready for me

Gangs in the street
Lookin' for you, lookin' for me
Gangs in the street
Ready for you and they're ready for me

Put your hands in the air
You better take care
Your money or your life
Don't think twice

Better watch what you say
Or you know that you'll pay
Better watch what you do
Or you know that you're through

Gangs in the street
Lookin' for you
Gangs in the street
Lookin' for me

Gangs in the street
Hey, you lookin' for me
Gangs in the street
We're gonna see",Gangs in the Street
Loverboy,"Don't ask me how, but guess who hit the big time
Don't look now but guess whose back in town
It's so easy don't even have to try
You're the winner you can take the prize

It's a dream come true which one will it be
It's a dream come true we'll just wait and see

Only the lucky one's get to steal the show
Only the lucky one's really get to know
Only the lucky, Only the lucky one's get Lucky

Same old story something never change
With a beautiful girl everything's rearranged
Your whole life it comes to you for free
You wear it well it comes so naturally

It's a dream come true which one will it be
It's a dream come true we'll just wait and see

Only the lucky one's get to steal the show
Only the lucky one's really get to know
Only the lucky, Only the lucky one's

Don't ask me how, but guess who hit the big time
Don't look now but guess whose back in town
It comes so easy don't even have to try
You're the winner you can take the prize

Lucky ones
Only the lucky one's really get to know
Only the lucky, Only the lucky one's
Oh lucky",Lucky Ones
