Band,Lyrics,Song
The Band Perry,"I told you on the day we wed
I was gonna love you 'til I's dead
Made you wait 'til our wedding night
That's the first and the last time I wear white

So if the ties that bind ever do come loose
Tie them in a knot like a hangman's noose
'Cause I'll go to heaven or I'll go to hell
Before I'll see you with someone else

Put me in the ground
Put me six foot down
And let the stone say:

Here lies the girl whose only crutch
Was loving one man just a little too much
If you go before I do
I'm gonna tell the gravedigger that he better dig two

Well,
It won't be whiskey, won't be meth
It'll be your name on my last breath
If divorce or death ever do us part
The coroner will call it a broken heart

So put me in the ground
Put me six foot down
And let the stone say:

Here lies the girl whose only crutch
Was loving one man just a little too much
If you go before I do
I'm gonna tell the gravedigger that he better dig two

Dig two
Ooh, ooh

I took your name when I took those vows
I meant 'em back then and I mean 'em right now,
Oh, right now

If the ties that bind ever do come loose
If forever ever ends for you
If that ring gets a little too tight
You might as well read me my last rights

And let the stone say:

Here lies the girl whose only crutch
Was loving one man just a little too much
If you go before I do
Gonna tell the gravedigger that he better dig, uh!

Heavy stone right next to mine,
We'll be together 'til the end of time
Don't you go before I do,
I'm gonna tell the gravedigger that he better dig two

I told you on the day we wed
I was gonna love you 'til I's dead",Better Dig Two
The Band Perry,"I wanna wake where I was born and breathe the old air in
I need a haunt from a ghost that I knew way back then
Oh I hope they left the light on
I want someone who knows me just to say my name
To tell me though things are different now somehow I'm still the same
Oh I can almost hear them calling

I don't know if I'll be back again
It turns out they were right again
(Get back to what you know)(Get back to what you do)
I gotta get back to me, ooh
If it's true home is where the heart is
I guess now I'm homeless
(Get back to what you know)(Get back to what you do)
I gotta get back to me without you

For two years I've lived my life way out on a limb
I put my faith in you not knowing you would break in the end
Oh I hate feeling fallen

I don't know if I'll be back again
It turns out they were right again
(Get back to what you know) (Get back to what you do)
Gotta get back to me, ooh
If it's true home is where the heart is
I guess now I'm homeless
(Get back to what you know)(Get back to what you do)
Gotta get back to me without you

I added rain to your ocean
What did it do, it meant nothing to you
You made grief my chief emotion
Why'd you have to do what you thought you had to do

Get back to what know

I don't know if I'll be back again
Turns out they were right again
(Get back to what you know)(Get back to what you do)
Gotta get back to me, ooh
If it's true home is where the heart is
Oh I guess now I'm homeless
(Get back to what you know)(Get back to what you do)
Gotta get back to me without you

The slow death of a slow dance
The tailspin of a romance
Gotta get back and breathe the old air in",Back to Me Without You
The Band Perry,"We scratched our names
In that oak tree
'Cause I loved you
And you loved me
A jagged little heart so the whole town knew it
Carved in the bark with an arrow through it
Well I came out here to see it one more time

And I got my chainsaw
Oh you know it's got to go, it's such a shame y'all
But I ain't gonna be happy 'til those names fall
And I'm sittin' on a stump

Love is shady
Love is tragic
It's hard to bury the hatchet
Holdin' a chainsaw

I guess all those years
They don't mean a thing
Now I can't wait
To count those rings
Nothing left of us but dust and splinters
A big pile of wood to keep me warm through the winter
'Cause I don't have you

But I got my chainsaw
Oh you know it's got to go, it's such a shame y'all
But I ain't gonna be happy 'til those names fall
And I'm sittin' on a stump

Love is shady
Love is tragic
It's hard to bury the hatchet
Holdin' a chainsaw

Just a lil' old chainsaw

I remember what you said that night
That you would love me for the rest of your life
We wrote forever with a pocketknife
But forever's goin' down tonight

'Cause I got my chainsaw
It's got to go, it's such a shame doll
But I ain't gonna be happy 'til those names fall
And I'm sittin' on a stump

Love is shady
Love is tragic
It's hard to bury the hatchet

Love is shady
Love is tragic
It's hard to bury the hatchet
Holdin' a chainsaw

Chain chain chain-saw

(Chain chain-saw)",Chainsaw
The Band Perry,"You've been wearing that crown and tearing me down
It's been a while since you've treated me right
You strung me along for far to long 'cause I never gave up the fight, until now

It's gonna hit you hard til you see stars
It's gonna put through you a world of hurt
Oh I don't believe in getting even but giving what you deserve
Oh my, oh my

Mama always told me that I should play nice
She didn't know you when she gave me that advice
I'm through, with you
You're one bridge I'd like to burn
Bottle up the ashes, smash the urn
I'm through with you, la ti da
I don't wanna be your just for fun
Don't wanna be under your thumb
All I wanna be is done, done

You crossed the line too many times,
I'm gonna put you in your place
You play with dynamite don't be surprised when I blow up in your face
Oh my, oh my

Mama always told me that I should play nice
She didn't know you when she gave me that advice
I'm through, with you
You're one bridge I'd like to burn
Bottle up the ashes, smash the urn
I'm through with you, la ti da
I don't wanna be part of your fun
Don't wanna be under your thumb
All I wanna be is done

(Done) with your selfish ways
And all the games you play
I'm through with you and everything you say

Mama told me that I should play nice
She didn't know you when she gave that advice

Mama always told me that I should play nice
But she didn't know you when she gave that advice
I'm through, with you
You're one bridge I'd like to burn
Scatter the ashes, smash the urn
I'm through with you, la ti da (la ti da)
I don't wanna be your just for fun,
Don't wanna be under your thumb
All I wanna be is done
All I wanna be is done

Hey ooh, I wanna be done (so done)
So done (so done) so done",DONE.
The Band Perry,"Here I am standing firm
As the ground shakes beneath me
I send you away with my own hand
I try and try to remember that for now it's for the better
But there's a Southern kind of tragic blowing in
Oh and it feels like the beginning of the end

Well the Alabama moon fell from the sky
And the sweet tea wells ran dry
Somewhere out there you're finding yourself
Back home it's the end of time

I'm scared to death, pick up your phone, outside
I hear the bells ringing
Bringing ruin to all that we have ever known
Pick up your phone, I need an answer
Come home and call off disaster
'Cause I fear tonight our Cotton Land might fall
Oh I'm cracking like the plaster on the wall

Oh the Alabama moon fell from the sky
And the sweet tea wells ran dry
Somewhere out there you're finding yourself
Back home it's the end of time

It's the end of time
Is it the end of all time
Or just the end of mine

Well all of the cotton it died in the fields
The little babies cried the blue from their eyes
Somewhere I'll bet you're living it up
So come home before the end

The Alabama moon, fell from the sky
And the sweet tea wells ran dry
Somewhere out there you're finding yourself
Back home it's the end of time

Come home come home and be mine
Come home and come home",End of Time
The Band Perry,"The airline lost my luggage and the governor lost my vote
My best friend lost her innocence in her boyfriend's rowboat
Your mother lost her favorite pearls, the ones that you gave to me
Oh, I lost them when I tossed them on the day that you lost me

Forever mine, forever mine oh my
You saved my life, you said forever (Forever!)
Never (Never!)

I broke my bedroom mirror and it broke my luck in two
Then my brothers broke the bad bad news, that you broke the truth
So I smashed my right hand open, when I smashed the nose on you
'Cause you smashed my heart when you did what you said you'd never do

Forever mine, forever mine oh my
You saved my life when, you said forever (Forever!)
Never (Never!)

Mine, nevermind
You must have lost your mind
When you said forever, you could do better (Never!)

Oh I'll forget the day, I saw your face
I lost my way, I trusted you, I trusted all your lovely words
They were a curse, you piece of dirt,
Ooh I trusted you, I trusted you, I trusted you

Forever
Forever mine, forever mine oh my
You saved my life,
You said forever (Forever!)
Never (Never!)
Mine, nevermind
Did you lose your mind?
'Cause you said forever, you could do better
Never!

Forever is a long long time
No
Forever mine

The South lost the battle and children lose their youth
The best day of my life was on the day that I lost you",Forever Mine Nevermind
The Band Perry,"Well I never felt nothing like I did tonight
You had the face of a boy that I met in a dream one time
Some heard it thunder and so did I
I swear it happened when your eyes met mine

Maybe it was just the way the wind blew
Maybe it was God and his son too
But in that moment I know that I knew that I,
I found you

I saw a light I,
Heard a bell
You were the very best feeling that I ever felt
And suddenly you are standing here, mine all mine well
I saw a light I, saw a light

Well I still can't believe someone left you laying around
Something precious like you should have already been found

What if I'd stayed home and done nothing tonight
What if you had looked left and I had looked right
For once in our lives we were both on time and now
I found you

I saw a light I
Heard a bell
You were the very best feeling that I ever felt
And suddenly you are standing here,
Mine all mine well
I saw a light I
Saw

Somebody told me
When I was younger
Chance is like lightning
Love is like thunder
So I walked right over
Asked for your number
'Cause somebody told me when I was younger

I saw a light I
Heard a bell
You were the very best feeling, that I ever felt
And suddenly you are standing here before my eyes
The thunder in my heart it tells me, you are mine well
I saw a light I
Saw
A light",I Saw a Light
The Band Perry,"Blue eyed Susans, standing in a domino line
Falling in and out of love all the time
They'll break your heart just to see a boy cry
ah but not me
I am a brown eyed loner, I march to my own drummer
I'm a piccolo owner and the labor of my mother's love
Honey you'd be a load off her mind

But with or without you
My only plan is to be free
With or without you
I'm still me
Ah

I'll join a band and sing like a canary
Get out of here and change my name to Cherry
And every night I'll thank holy Mother Mary
I am a keeper
Oh, I am a keeper baby
I am a keeper

Long stem roses, standing in a vase by my bed
Standing tall like the dreams in my head
I'm not gonna live in this house 'til I'm dead
I like you a lot 'cause you're different a little
You got answers to my riddles
Your daddy is a pistol and you are a son of a gun
I could be the daughter that he never wanted

But with or without you I'll buy a farm at the edge of the prairie
Live off the land and change my name to Cherry
And every night I'll thank holy Mother Mary
I am a keeper ah, I am a keeper baby
I am a keeper

With or without you, my only plan is to be free
With or without you
Bye babe

I'll buy a sword and join the military
Cut my hair and change my name to Cherry
And every night I'll thank holy Mother Mary
I am a keeper ah, I am a keeper baby
I am a keeper, oh, I am a keeper baby

I'm not one of those blue eyed Susans
Ha ah, I'm doing my own thing

I am a keeper
I am a keeper baby
I am a keeper
I am a keeper baby
I am a keeper
I am a keeper baby",I'm a Keeper
The Band Perry,"She's the sky that holds the clouds
She's the lady of the house
A blind believer in all I dare to be
There's no safer place I've found
Than the shoulder of her white night gown
Oh I've got the best and the worst of her in me
And I'd share her if I could

So the wars would all be over
'Cause she'd raise us all as friends
And no one would ever wonder if somebody wanted them
We'd walk on grass that's greener
And our cares would all be freer
If the world had a mother like mine

She's our father's one great love
She's the one he wanted most
She's the light in the window of the house I grew up in
She takes the midnight call
She's the bravest of us all
Still she sings in the garden, she let's her hair down in

Oh the wars would all be over
'Cause she'd raise us all as friends
And no one would ever wonder, if somebody wanted them
Tonight would be easier
And our dreams would all be deeper
If the world had a mother like mine

Don't go away, don't go away from me
Oh I understand, she is a helping hand still
I have to say

She's the sky that holds the clouds
She's the lady of our house
We all need her, but no one more than me

Oh the wars would all be over
'Cause she'd raise us all as friends
And no one would ever wonder, if somebody wanted them
We'd walk on grass that's greener
And the dishes would all be cleaner
If the world had a mother like mine

Oh like mine",Mother Like Mine
The Band Perry,"Well you can find my face where the moon light lingers 'cause it's
Friday night and it's as hot as ever
Oh my heart is banging to the beat
Of the band
Me and my pals we got scars from the week
But now we're making our noise and we're moving our feet
As we do our best to let things get out of hand

Oh it's a night gone wasted again
I'm making up with my enemies and loving my best friends
Well well well
It's the best medication to make the whole wide world go around
Oh it's a night gone wasted, oh yeah

Well all of our eyes they got rings of fire 'cause we're
Burning time like, there's no tomorrow
Oh it's gonna take a while to blow off, a week's worth of steam
So tell your, your sweet mama not to worry her pretty little head
'Cause I'll have you home soon and then I'll tuck you in bed
But until then let's do our best to get out of hand

Man oh man

It's a night gone wasted again
Oh, I'm making up with my enemies and loving my best friends
Well well well
It's the best medication to help the whole wide world go around
Oh it's a night gone wasted
Oh yeah

Oh what a riot it's been
I'm gonna save up some more money to spend
Another night

Well well well
It's the best medication to help the whole population survive
It's a night gone wasted
Oh it's a night gone wasted
Oh it's a night night gone wasted
Tonight

Alright
We're going out tonight,
Ha",Night Gone Wasted
