Band,Lyrics,Song
Neil Young,"There's a place called Downtown
Where the hippies all go
And they dance the charleston
And they do the limbo
Yeah the hippies all go there
'Cause they want to be seen
It's like a room full of pictures
It's like a psychedelic dream

Downtown
Let's go downtown
Downtown at night
Downtown
Let's have a party
Downtown at night

Yeah it's right around the corner
Up and down the hill
When you hear the band playin'
It's gonna give you a chill
Give your money to the gateman
Young blood in his eye
Hold on to your baby
When you slip into the sky

Downtown
Let's go downtown
Downtown tonight
Downtown
Hear the band playin'
Downtown all right

Jimi's playin' in the back room
Led Zeppelin on stage
There's a mirror ball twirlin'
And a note from Page
Like a water-washed diamond
In a river of sin
Goin' down like a whirlpool
When you get sucked in

Downtown
Let's go downtown
Downtown tonight
Downtown
Hear the band playin'
Downtown all right

Downtown
Let's go downtown
Downtown tonight
Downtown
Let's have a party
Downtown all right",Downtown
Neil Young,"Fallen angel
Who's your savior tonight
You're surrounded by these walls and neon lights
Hungry people move like waves behind the beat
Where's the big drum
Where's the feel of body heat
Where's the big drum
Where's the feel of body heat",Fallen Angel
Neil Young,"I'm an accident
I was driving way too fast
Couldn't stop though
So I let the moment last
I'm for rollin'
I'm for tossin' in my sleep
It's not guilt though
It's not the company I keep

People my age
They don't do the things I do
They go somehwere
While I run away with you
I got my friends
And I got my children too
I got her love
She's got my love too

I can't hear you
But I feel the things you say
I can't see you
But I see what's in my way
Now I'm floatin'
Cause I'm not tied to the ground
Words I've spoken
Seem to leave a hollow sound

On the long plain
See the rider in the night
See the chieftain
See the braves in cool moonlight
Who will love them
When they take another life
Who will hold them
When they tremble for the knife

Voicemail numbers
On an old computer screen
Rows of lovers
Parked forever in a dream
Screaming sirens
Echoing across the bay
To the old boats
From the city far away

Homeless heroes
Walk the streets of their hometown
Rows of zeros
On a field that's turning brown
They play baseball
They play football under lights
They play card games
And we watch them every night

Need distraction
Need romance and candlelight
Need random violence
Need entertainment tonight
Need the evidence
Want the testimony of
Expert witnesses
On the brutal crimes of love

I was too tired
To see the news when I got home
Pulled the curtain
Fell into bed alone
Started dreaming
Saw the rider once again
In the doorway
Where she stood and watched for him
Watched for him

I'm not present
I'm a drug that makes you dream
I'm an aerostar
I'm a cutlass supreme
In the wrong lane
Trying to turn against the flow
I'm the ocean
I'm the giant undertow

I'm the ocean
I'm the ocean
I'm the giant undertow
I'm the ocean
I'm the giant undertow
I'm the ocean
I'm the ocean
I'm the ocean
I'm the ocean
I'm the ocean
I'm the ocean",I'm the Ocean
Neil Young,"Peace and love
Flying so high
Peace and love
Too young to die
Peace and love
Now you decide
Stay for the children
You don't really want to go
Can't feel it pulling like you did
Peace and love

Peace and love
Only a ride
Strength is gone
Dying inside
Tell me now
What did you find
Found love in the people
Livin' in a sacred land
Found love in the people
Peace and love

Found love (found love)
Saw my mistake
Broke walls of pain to walk again
I saw the dream
I saw the wake
We shared it all
But not the take

Peace and love
Lennon's goodbye
Over Now
Living in time
A broken bell
A nursery rhyme
Deserted by heroes
Strangers in your own land
No way to deny you
No way to deny you
Peace and love

I took it all
I took the oath
I took it all
'Til I had most
I took what's left
I gave it breath
I had it all once
I gave it back",Peace and Love
Neil Young,"Looking at the grave
At the scenery around you
Home of the brave
Sometimes they leave you like they found you
Sometimes they worship you
Sometimes they tear your houses down
Sometimes they comfort you
Sometimes they spread your life around

Nothing you can see
That they won't try to give you
Land of the free
Where the legend will outlive you
When you earn their trust
When you are truly in danger
Where greed and lust
Have never been a stranger

Home of the brave
That's where heroes need protection
Media images slaves
Live by random selection
You sell your heart
But that's not the price of freedom
Where things are useful
Only when you need them

Where will you go
When you need to make some changes
Who will you love
In a world of constant strangers
I'll go with you
If you want to take a hero home
I'll stay behind
If you want to take a hero home

Looking at the grave
At the scenery around you
Home of the brave
Sometimes they leave you like they found you

Home of the brave
Home of the brave
Home of the brave
Home of the brave
Home of the brave
Home of the brave",Scenery
Neil Young,"Hey ho away we go
We're on the road to never

Where life's a joy for girls and boys
And only will get better

Hey ho away we go
We're on the road to never

Romeo and Juliet
The doctor and his case
Without a plan they left the van
And there were laid to waste

Hey ho away we go
We're on the road to never

The priest was there with sandy hair
Religion by his side
He saw his law was broken
The punishment was applied

Hey ho away we go
Along the road to never
Hey ho away we go
We're on the road to never


He held her hand and wished her well
Although his heart was aching
The cameras rolled
The print was bold
The holy war was breaking
It's hey ho away we go
We're on the road to never
Where life's a joy for girls and boys
And only will get better

Hey ho away we go
Along the road to never
Hey ho away we go
We're on the road to never
Hey ho away we go
Along the road to never
Hey ho away we go
We're on the road to never

The priest was there with sandy hair
Religion by his side
He saw his law was broken
The punishment was applied",Song X
Neil Young,"Here in the conscious world
We place our theories down
Why man must bring us to our knees
Before he sees the weakness of his sinful plan
The power in his hand
Will never touch a friend

Throw your hatred down
Throw your hatred down

Meanwhile in the underworld
The weaknesses are seen
By peasants and presidents
Who plan the counter-scheme
Children in the schoolyard
Finish choosing teams
Divided by their dreams
While a TV screams

Throw your weapons down
Throw your weapons down

The wheel of fortune
Keeps on rollin' down
The street that's paved with sinful plans
There but for circumstance
May go you or I
Dressed in gold lame
Find a place to stay

Throw your hatred down
Throw your hatred down
Throw your hatred down
Throw your weapons down",Throw Your Hatred Down
Neil Young,"Saw your friend
Working in this hotel
Says he used to know you when
And your dreams

Lucky as they seemed
They all
Turned their back on him
Truth be known

Truth be known
Way I feel tonight
Living in
This back street town

'Bout my dreams
They all seem to fade
As soon as
I put my money down
Truth be known

When the fire
That once was your friend
Burns your fingers to the bone
And your song

Meets a sudden end
Echoing
Through right and wrong
Truth be known
Truth be known",Truth Be Known
Neil Young,"Can't forget what happened yesterday
Though my friends say don't look back
I can feel it coming through me
Like an echo
Like a photograph",What Happened Yesterday
Neil Young,"She lives in the TV sky
She lives in such pain
She rides in a bulletproof
Stretch limousine
The smoke in the barroom nights
The faces in the window
The sound of the harbor horn
She recognized

And when the music started
She just slipped away
Just like a river rollin' down
And when the music started
She just slipped away

High on a windy hill
The turbine did whine
Low in the valley chill
A baby was cryin'
Impossible to take the time
The moment is here
Cry out from behind the pines
A voice comin' near

And when the music started
She just slipped away
Just like a river rollin' down
And when the music started
She just slipped away",Slip Away
Neil Young,"We're changing highways
In heavy traffic
See the lights turn
To something graphic
With my suitcase and my brew
I come in your room

Hello hello
Is that you stranger
Is this our music
Up in you manger?
And is this your exit too?
We're changing highways",Changing Highways
Neil Young,"I built a house of cards
Built a house of rain
Built a house of love
It's hard to build again
Built a road to reason
Built a road to fate
Built a road to the promised land
Right up to the gate

Loose change in my pocket
Future in my hand
Too many distractions
For me to understand

Too many distractions
Got to get back home
Get into something solid
Get out of the zone
Some roads bring renewal
Some roads hide and wait
Some roads promise everything
And steal your fuel away

Loose change in my pocket
Future in my hand
Too many distractions
For me to understand

Some roads I been flyin'
Some roads I crashed
Some roads I been sleepin' on
Some roads I got back

Some roads I been runnin'
Some roads I was stopped
Some roads I been walkin down
Some roads I was lost",Loose Change
Neil Young,"Have you ever been lost
Have you ever been found out
Have you ever felt all alone
At the end of the day
Yeah I'm talkin' bout gettin' down
Take it easy - there's no one around
Just a mirror and you and me
And the TV sky

I was walkin down main street
Not the sidewalk but main street
Dodgin' traffic with flyin' feet
That's how good I felt
Took a spin in the laundromat
Played a game in the music arcade
Kept winnin' while the band played
That's how good I felt

(chorus)

Have you ever been singled out
By a hungry man
You're listening to the radio
He's washin' your window
When you look in those vacant eyes
How does it harmonize
With the things that you do?
That's how good I felt

(chorus)

There's a comet in the sky tonight
Makes me feel like I'm alright
I'm movin' prety fast
For my size
I really didn' mean to stay
As long as I have
So I'll be movin' on",Music Arcade
Neil Young,"I'm not asleep when I'm lyin' down
I'm asleep when I' walkin' around
This town
This town

Some people think that it's not OK
To sleep around and kiss the hours away
This town
It's OK",This Town
Neil Young,"Someone and someone
Were down by the pond
Looking for something
To plant in the lawn
Out in the fields 
They were turning the soil
I'm sitting here hoping
This water will boil
When I look through the windows
And out on the road
They're bringing me presents
And saying hello

Singing words, words
Between the lines of age
Words, words
Between the lines of age

If I was a junkman
Selling you cars
Washing your windows
And shining your stars
Thinking your mind
Was my own in a dream
What would you wonder
And how would it seem?
Living in castles
A bit at a time
The king started laughing
And talking in rhyme

Singing words, words
Between the lines of age
Words, words
Between the lines of age",Words
