Band,Lyrics,Song
K's Choice,"I'm about to tell you about a man I've known 
Since I've been able to open up a refrigerator 
I am wondering today in the sun on a boat to Dover 
Could you freeze me in and defrost me when it's over 

Mr. Freeze  I feel your chill 
As I inhale the urge to kill all my emotions 
I ask you please  but all you do is make me sneeze 
Mr. Freeze 

I am wondering today in the sun on a boat to Dover 
Whose shadow it is that appears as I bend over 
It's Mr. Freeze, I hear no sound 
As I focus on the amount of my emotions 

I ask you please, take the lead or let me bleed 
Mr. Freeze 
My temperature is very low now; you're here 
But you're not welcome any longer 

I will release Mr. Freeze 
No bangs no yells, merely the sea 
Is Mr. Freeze inside of me
Is Mr. Freeze inside of me
Is Mr. Freeze inside of me

I am wondering today in the sun on a boat to Dover 
How it comes that I feel so high when I ought to feel lower",Mr. Freeze
K's Choice,"Oohoo (19x)

Breath it in and breath it out

and pass it on it's almost out

We're so creative and so much more

We're high above  but on the floor

Chorus1: It's not a habit  it's cool

I feel alive

If you don't have it your on

the other side

The deeper you stick it in your vein

The deeper the thoughts there's no more pain

I'm in heaven  I'm a god

I'm everywhere  I feel so hot

Chorus2: It's not a habit, it's cool

I feel alive

If you don't have it your on

the other side

I'm not an addict (maybe that's a lie)

Oohoo (8x)

It's over now, I'm cold, alone

I'm just a person on my own

Nothing means a thing to me

Oh, nothing means a thing to me

Chorus2

Free me, leave me

Watch me as I'm going down

Free me, see me

Look at me I'm falling

And I'm falling.........

It is not a habit, it is cool

I feel alive I feel.......

It is not a habit, it is cool

I feel alive

Chorus2

I'm not an addict, I'm not an addict, I'm not an addict.",Not an Addict
K's Choice,"The thought of you and me and me and you 
It's clear  it's blurry 
Your head  my mind  your mind  my head  as one 
It's real  the foolish worry 

I feel you and you feel me as I feel you 
It's good  it's scary 
The speed  the heat  it's deep  and steep 
It's light but hard to carry 

Listen when I'm silent there's a 
Sound that only you can hear 
Listen when it's quiet I know 
You can hear it  cover up your ears 

Cover up your ears 
Your hands, my mouth, your mouth, my hands 
The weight of what we're thinking 
No words, the air we breathe 

It's not liquid, but we're drinking 
Listen when I'm silent there's a 
Sound that only you can hear 
Listen when it's quiet I know 

You can hear it, cover up your ears 
Cover up your ears 
Listen when I'm silent there's a 
Sound that only you can hear 

A sound that only you can hear 
A sound that only you can hear 
A sound that only you can hear",A Sound That Only You Can Hear
K's Choice,"I don't know who you are
But you seem very nice
So will you talk to me
Shall I tell you a story
Shall I tell you a dream
They think I'm crazy
They don't know that I like it here
It's nice in here
I get everything for free
Have you been here before
Shall I show you around
It's really pretty
Have you come here to stay
Well you sure picked a day
My name is Billy
It's my birthday, you're invited
To my party down the hall
Where I'll go, what I'll become or who I am or what I'll be I'll never know
But I am sure that I'll get everything for free
I'm not troubled or sad
I'm just ready for bed
It's been a long day
Before they switch off the lights
That truly was a delight
They think I'm crazy
They don't know that I like it here
It's nice in here
I get everything for free
Where I'll go, what I'll become or who I am or what I'll be I'll never know
But I am sure that I'll get everything for free
Where I'll go, what I'll become or who I am or what I'll be I'll never know
But I am sure that I'll get everything for free
everything for free
I don't know who you are
But you seem very nice
So will you talk to me
Have you been here before
Well you sure picked a day
they think I'm crazy",Everything for Free
K's Choice,"If I could look beyond your face 
And photograph your hidden place 
Would I find you smiling in the picture 

I don't know what you want 
Because you don't know, 
So what's the point of asking 

You're almost happy 
Almost content 
But your head hurts 

Far too many ways to go 
We learn so much but never know 
Where to look 
Or when we should stop looking 

I can love the whole of you. 
The poetry I stole from you 
And hide inside my stomach 

You're almost happy 
Almost content 
But your head hurts 

It's easy to get lost in you 
And fall asleep inside of you 
I want to return to you 
A reason to be here 
A reason to be here 

No I don't know what you want 
And you don't know 
So what's the point of asking 

You're almost happy 
Almost content 
But your head hurts",Almost Happy
K's Choice,"Oh wee 
My darlin' 
Can I make love to you tonight 
Sweetheart 
I will do you right 
I can make you feel so good 
I'm in the mood to make love tonight",Intro
K's Choice,"Cracked this morning worst and weak
Tears roll down from inside my cheek
Strange timing opportunity knocks
Sun comes up, paradox

Take the whole part out this wine
Take a rope and tie these
Thoughts of mine down
Until I'm fine

Don't ask me if I'm hungry
I'm not sick
Something's tearing me up
Brick by brick

And I feel guilty as I sigh
I'm feeling guilty, why do I?

Take your hands out of mine
Take a rope and tie these
Thoughts of mine down
Until I'm fine

Cracked this morning worse and sad
Or have I already told you that
Forget my plans to grow a vine
You weren't dressed to burn these thoughts of mine
Until I'm fine, until I'm fine
",Until I'm Fine [#]
K-Camp,"Yeah, yeah
By 5 minutes
By 5 minutes

5 minutes she'll be suckin' dick
By 5 minutes she'll be takin' pics
By 5 minutes she'll be on my click
About 5 minutes, she be with the shits
5 minutes, give her five minutes
5 minutes she'll be suckin' dick
5 minutes she'll be takin' pics
5 minutes she'll be on my click
5 minutes, she'll be with the shits
5 minutes, give her five minutes
Five minutes, okay

Do the oochi-choochi, I say free my nigga Gucci
Bought a brand toolie, let it mix you like a smoothie
Do the oochi-choochi, I say free my nigga Gucci
Bought a brand toolie, let it mix you like a smoothie

5 minutes I'mma take your, bitch valet park the Rolls and just slide in
Got 5 hoes all on Supreme, take 5 minutes just to dive in
Squad goin' up like elevators
Five rings, five chains, ho see you later
Five minutes, make a car get the whole thing
Broke boy still flex ho with no chain

5 minutes she'll be suckin' dick
By 5 minutes she'll be takin' pics
By 5 minutes she'll be on my click
About 5 minutes, she'll be with the shits
5 minutes, give her five minutes

Do the oochi-choochi, I say free my nigga Gucci
Bought a brand toolie, let it mix you like a smoothie
Do the oochi-choochi, I say free my nigga Gucci
Bought a brand toolie, let it mix you like a smoothie

Take 5 minutes just to roll up
Take 40 minutes just to smoke a joint
Take 5 minutes just to pour up
Got me leanin' like a Jordan dunk
24's on an orange dunket
That Tropicana for the propaganda
Five minutes just to count a check
Take five minutes to spend it all on Ballies
Take five minute just to mount up
From the lot to the rim shop
Five minutes just to pull your bitch
When I pull up in a sling shot
Hold up let me check my watch
I be ready in 'bout five minutes
Chanel number five, bond number nine
Tryna stay alive when it's summertime
When it's overtime I'm in overdrive
Got my money straight, got it organized
Can't say you hoes are overqualified  (Damn)
I'm on the south side, you on the outside
Five minutes get to Popeyes
Trap house had a rottweiler
All this weed like a bonfire
I'mma 3rd strike like an umpire

5 minutes she'll be suckin' dick
By 5 minutes she'll be takin' pics
By 5 minutes she'll be on my click
About 5 minutes, she'll be with the shits
5 minutes, give her five minutes
5 minutes she'll be suckin' dick
5 minutes she'll be takin' pics
5 minutes she'll be on my click
5 minutes, she'll be with the shits
5 minutes, give her five minutes
Five minutes

Do the oochi-choochi, I say free my nigga Gucci
Bought a brand toolie, let it mix you like a smoothie
Do the oochi-choochi, I say free my nigga Gucci
Bought a brand toolie, let it mix you like a smoothie",5 Minutes
K-Camp,"Hey Jxmmi
Pass me that money counter nigga
You know we known in these strip clubs nation wide, huh
Ahhh

Girl tell me what you do for this cash?
What you do for this cash?
What you do for this cash?
What you do for this cash?
Show me what you do for this cash?
What you do for this cash?
Show me what you do for this cash?
Hanh?
Bounce that ass for a bag, bounce that ass for a bag
I might fly ya first class
If you show me what you do for the cash, girl
Bounce that ass for a bag, said bounce that ass for a bag

I got big guap like I scam
I don't know who you think I am
I'm tryna fuck all the strippers in Sam's
I'm tryna fuck all the strippers in Sam's
Then I'm fucked up, let me twist these bands
Ask these hoes who the real rain man
I ain't got time for a conversation
Bitch what you gon' do for the cash, huh?
Can a nigga get it on camera, let me know what's up
If you some friends down to fuck, then you clutch
I'ma keep tossin' money up till these hoes bust a nut
Ugh, ugh
Bitch bounce that ass for a band, don't bounce that ass for a buck

Tell me what you do for this cash?
What you do for this cash?
What you do for this cash?
What you do for this cash?
Show me what you do for this cash?
What you do for this cash?
Show me what you do for this cash?
Hanh?
Bounce that ass for a bag, bounce that ass for a bag
I might fly ya first class
If you show me what you do for the cash, girl
Bounce that ass for a bag, said bounce that ass for a bag

I make it thunder on shawty
I threw a bundle on shawty
What you gon' do for the cash?
Sippin' Hen while I grip on that ass
Bank roll let me dig in the stacks
Slim Jxmmi tryna flex on they ass
Let me reach inside the duffle
Blowin' bubbles
OG Kush, smokin' nothin' but gas
Wait, said her Trina yeah
What's up with your friends
Take her back to the crib, what I gotta spend
Pourin' liquor on a model, this is how ya win
LD on a Monday, here we go again

Tell me what you do for this cash?
What you do for this cash?
What you do for this cash?
What you do for this cash?
Show me what you do for this cash?
What you do for this cash?
Show me what you do for this cash?
Hanh?
Bounce that ass for a bag, bounce that ass for a bag
I might fly ya first class
If you show me what you do for the cash, girl
Bounce that ass for a bag, said bounce that ass for a bag

Baby girl hit the floor, show me what you know
We got cash to blow, keep that cash to blow
Baby girl hit the floor, show me what you know
We got cash to blow, we got cash to blow
We got cash to blow, keep that cash to blow
Baby girl hit the floor, show me what you know
We got cash to blow, keep that cash to blow",Free Money
K-Camp,"Fuck is up, fuck is up, fuck is up
Swear to God it ain't nothin' to pipe her up
Drove a Honda now she in a Bentley truck
I got money it ain't nothin' to fuck it up
Fuck is up, fuck is up, fuck is up, fuck is up
You ain't sippin' if that Hen ain't in your cup
Bitch you boring so I had to switch it up
Fuck is up, fuck is up, fuck is up, fuck is up

Fuck it up, ay
Bentley truck, ay
Out of cone so I stuffed it in a Dutch, ay
OG Lou, ay
What it do? Ay
And the SLS is 1622, ay
Bring 'em in, ya
I got 10
Hold on baby I can't see you through my lens
Burberry
Hail Mary
She just popped one and a half it's gettin' scary

Fuck is up, fuck is up, fuck is up
Swear to God it ain't nothin' to pipe her up
Drove a Honda now she in a Bentley truck
I got money it ain't nothin' to fuck it up
Fuck is up, fuck is up, fuck is up, fuck is up
You ain't sippin' if that Hen ain't in your cup
Bitch you boring so I had to switch it up
Fuck is up, fuck is up, fuck is up, fuck is up

Double R, ay
1 to 9, ay
Can't remember the last time I stood in line, ay
20 bitches in the session and they fine, ay
But is we fuckin'? I ain't tryna wait no time, ay
Fuck is up?
Switch it up
I ain't trippin' I got Mamba in the cut
Taylor down I might kill 'em with the cuffs
When you done you can send her back to us
In slum I trust

Fuck is up, fuck is up, fuck is up
Swear to God it ain't nothin' to pipe her up
Drove a Honda now she in a Bentley truck
I got money it ain't nothin' to fuck it up
Fuck is up, fuck is up, fuck is up, fuck is up
You ain't sippin' if that Hen ain't in your cup
Bitch you boring so I had to switch it up
Fuck is up, fuck is up, fuck is up, fuck is up

Fuck is up, ay, fuck is up, ay
Fuck is up, ay, fuck is up, ay
Fuck is up, ay, fuck is up, ay
Slum her up, ay, slum her up, ay
Fuck is up, ay, fuck is up, ay
Fuck is up, ay, fuck is up, ay
Fuck is up, ay, fuck is up, ay
Fuck it up, ay, fuck it up, ay",Fuck Is Up
