Band,Lyrics,Song
Sacha Distel,"Over and over, I tried to prove my love to you,
Over and over, what more can I do
Over and over, my friend says I'm a fool
But over and over, I'll be a fool for you.

'Cause you got personality
Walk, with personality
Talk, with personality
Smile, with personality
Charm, with personality
Love, with personality

And, plus, you've got a great big heart
So over and over, oh, I'll be a fool to you
Now over and over, what more can I do

Over and over, I said that I loved you
Over and over, honey love it's the truth
Over and over, they still say I'm a fool
But over and over, I'll be a fool for you.

'Cause you got personality
Walk, with personality
Talk, with personality
Smile, with personality
Charm, with personality
Love, with personality

And, plus, you've got a great big heart
So over and over, oh, I'll be a fool to you
Now over and over, what more can I do

Over and over, I said that I loved you
Over and over, honey love it's the truth
Over and over, they still say I'm a fool
But over and over, I'll be a fool for you.

'Cause you got personality
Walk, with personality
Talk, with personality
Smile, with personality
Charm, with personality
Love, with personality

And, plus, you've got a great big heart
So over and over, oh, I'll be a fool to you
Now over and over, what more can I do",Personnalités
Sacha Distel,"L is for the way you look at me.
O is for the only one I see.
V is very, very extraordinary.
E is even more than anyone that you adore can.

Love is all that I can give to you,
Love is more than just a game for two.
Two in love can make it.
Take my heart and please don't break it,
Love was made for me and you.

L is for the way you look at me.
O is for the only one I see.
V is very, very extraordinary.
E is even more than anyone that you adore can.

Love is all that I can give to you,
Love is more than just a game for two.
Two in love can make it.
Take my heart and please don't break it,
Love was made for me and you.

(That's almost true)
For me and you.",L O V E
Sacha Distel,"It begins to tell
'Round midnight, midnight
I do pretty well, till after sundown
Suppertime I'm feelin' sad
But it really gets bad
'Round midnight

Memories always start 'round midnight
Haven't got the heart to stand those memories
When my heart is still with you
And ol' midnight knows it, too
When a quarrel we had needs mending
Does it mean that our love is ending
Darlin' I need you, lately I find
You're out of my heart
And I'm out of my mind

Let our hearts take wings'
'Round midnight, midnight
Let the angels sing
For your returning
Till our love is safe and sound
And old midnight comes around
Feelin' sad
Really gets bad
Round, Round, Round Midnight",'Round About Midnight
Sacha Perry,"Chillun', listen here to me
This is my philosophy
To see me through the day
To scare my cares away

All God's Chillun Got Rhythm
All God's Chillun got swing
Maybe haven't got money
Maybe haven't got shoes
All God's Chillun Got Rhythm
For to push away the blues
Yeah !

All God's Chillun got trouble
Trouble don't mean a thing
When they start to go ho ho ho de ho
Troubles bound to go 'way, say!

All God's Chillun Got Swing.
",All God's Chillun Got Rhythm
Sackcloth Fashion,"[Verse 1: Trina]
Icy blue rocks on my arm I shop at Malone for Louie Vinton
The diamond diva miss Cinderella, Versace gown by Donna Tella
And can't none of these hoes out floss me
Gator boots by Sergio Rossi
Ms. Trina I got to splurge, 58 frame baby watch the curves
Walk in the club don't waste no time
Hit the bar up two cases of wine
Cute face thin waste line
Drop to the beat pop to the base line
To all my girls that's kickin it
You got Chris in yo glass and you sippin it
You bout money and you gettin it
We tight that's right. Uh

[Chorus]
(Hey) This how we do!
(Hooo) why'all can't deny
(Hey) This how we do (whoa)
I'm the baddest far from the average (Hey)
Diamond Princess (whoa)
Ghetto F-a-be	 (hey)
This how we do (whoa)

[Verse 2: Fabolous]
I like my ladies off the glass like shotin off the back board
Sexiest mommies beautiful as black broads
Cutest rude girl, thick as Caucasian
Pretty as conversions, slick as malatians
Ask them let them bitches say yes sir
Young and live among riches in West Jerve
Switch in the excurve
Strut through this bitch in the best furs
Bitch in a Lex Jerse
Twin gray crosses (bling) I'm the might cone
Brightly chrome vendaidoes
Cover your girl face
From the Bruce Lee Roy glow
On a mother a pearl face
All I do is say one word
why'all say it's foolish
I send splurge
I'm a lose 1/3
I never go broke my name got to o's
F-A-be	-O-L-O-you-S

[Chorus: x 2]

[Verse 3: Trina]
Nice lips, nice thighs, nice hips
Pussy tighter then a pair of vice grips
I don't pay niggas, niggas pay me
(I'm a hustler baby) like Jay-Z
It's the diamond princess million dollar mistress
From the M-I home of the stop bitches
Christal, and caviar bitches, twist this game for all you fly bitches
I Spit nuttin but the hot shit, you got the four dot get the four dot six
Maybe than you can ride with a hot bitch
VS from the anklet to the wrist
I been in the game just two years
End a few careers there it is
But now I'm back on top again
With some red hot shit for you can cop again (Yeah)

[Chorus: x 2]",Rising Sons
Sackville All Stars,"I just came back from a lovely trip along the Milky Way
Stopped off at the North Pole to spend a holiday
I called on dear old Santa Claus
To see what I could see
He took me to his workshop 
And told his plans to me, so
 
[Chorus]
You better watch out, you better not cry
Better not pout, I'm telling you why
Santa Claus is comin' to town
He's making a list and checking it twice
Gonna find out who's naughty and nice
Santa Claus is comin' to town
He sees you when you're sleepin'
He knows when you're a wake
He knows if you've been bad or good
So be good for goodness sake
Oh! You better watch out, you better not cry
Better not pout, I'm telling you why
Santa Claus is comin' to town
 
With little tin horns and little toy drums
Rooty toot toots and rummy tum tums
Santa Claus is comin' to town
And curly head dolls that toddle and coo
Elephants, boats, and kiddie cars too
Santa Claus is comin' to town
Then kids in Girl and Boy land will have a jubilee
They're gonna build a Toyland all around the Christmas tree
So! You better watch out, you better not cry
Better not pout, I'm telling you why
Santa Claus is comin' to town
 
Now Santa is a busy man, He has no time to play
He's got millions of stockings to fill on Christmas day
You'd better write your letter now
And mail it right away
Because he's getting ready
His reindeer's and his sleigh. So
 
[Chorus]
 
With little tin horns and little toy drums
Rooty toot toots and rummy tum tums
Santa Claus is comin' to town
And curly head dolls that toddle and coo
Elephants, boats, and kiddie cars too
Santa Claus is comin' to town
Then kids in Girl and Boy land will have a jubilee
They're gonna build a Toyland all around the Christmas tree
So! You better watch out, you better not cry
Better not pout, I'm telling you why
Santa Claus is comin' to town",Santa Claus Is Coming to Town
Sackville All Stars,"Don't even go to a movie show
If you're not by my side,
I stay home by my radio,
But I'm satisfied!
All my flirtin' days are gone,
On the level from now on!

Don't go for any excitement now,
Books are my best company.
All my opinions have changed somehow,
Old-fashioned as can be!
When you really learn to care,
There's a thrill in solitaire!

Keepin' ou of mischief now,
Really am in love, and how!
I'm through playing with fire,
It's you whom I desire!

All the world can plainly see
You're the only one for me!
I've told them in advance
They can't break up our romance!
Living up to every vow,
I'm keepin' out of mischief now!

All the world can plainly see
That you're the only one for me!
Say I've told them, told them in advance
That they can't break up our romance!
Living up to every vow,
I'm keepin', keepin' out of mischief now!",Keepin' Out of Mischief Now
Sackville All Stars,"Give me a kiss to build on and my imagination will thrive upon that kiss
Sweetheart I ask no more than this, a kiss to build a dream on
 
Give me a kiss before you leave me and my 
Imagination will feed my hungry heart
Leave me one thing before we part, a kiss to build a dream on
When I'm alone with my fancies, I'll be with you 
Weaving romances, making believe they're true
 
Give me your lips for just a moment and my 
Imagination will make that moment live
Give me what you alone can give, a kiss to build a dream on",A Kiss to Build a Dream On
Sackville All Stars,"Walked with no one and talked with no one
And I had nothing but shadows
Then one morning you passed
And I brightened at last
Now I greet the day and complete the day
With the sun in my heart
All my worry blew away
When you taught me how to say

Grab your coat and get your hat
Leave your worry on the doorstep
Just direct your feet
To the sunny side of the street
Can't you hear a pitter-pat?
And that happy tune is your step
Life can be so sweet
On the sunny side of the street

I used to walk in the shade
With those blues on parade
But I'm not afraid
This Rover crossed over

If I never have a cent
I'd be rich as Rockefeller
Gold dust at my feet
On the sunny side of the street
Grab your street",On the Sunny Side of the Street
Sackville All Stars,"Islands of Hawaii
Where skies of blue are calling me
Where balmy air and golden moonlight
Caress the waving palms of Wai KiKi

Valleys with their rainbows
Your mountains green, and deep blue sea
Your fragrant flowers and dreamy music
Unite and sing a aloha-hi to me

Islands of Hawaii
Where skies of blue are calling me
Where balmy air and golden moonlight
Caress the waving palms of Wai KiKi

Valleys with their rainbows
Your mountains green, and deep blue sea
Your fragrant flowers and dreamy music
Unite and sing a aloha-hi to me",Song of the Islands
