Band,Lyrics,Song
The S.O.S. Band,"Hours pass
The weeks turn into months
And I'm still alone
Wondering when I'll see you

Still I watch the hourglass
The symbol of our love
When we were so sure
Our love would be everlasting

What changed your mind
We are the sands of time
Only sands of time
Don't ever run out on me

Time is loneliness
When you're not around
But I continue
Turnin' the hourglass upside till I see you

And whatever life brings my way
I'm always gonna know one thing
With you I'll always share all my love
Nothing can change it because we're bound by the sands of time

I won't change my mind
(No, I won't)
We are the sands of time

Only sands of time
(Ooh, baby)
Don't ever run out on me

Thought time had run out
I almost hope
(No, don't)

It's hard to keep the faith
Oh, but if you believe
You can make almost anything you ever want come true
Ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh, ooh

And I'll wait for you, baby
(You know I want you, baby)
And if we believe, it will only come true
(Mmm, mmm)

I won't change my mind
(It's so lonely when you're not around)
We are the sands of time
(Turn the hourglass upside down)

Only sands of time
(We won't ever, never, never)
Don't ever run out on me
(Hoo, hoo, hoo)

I won't change my mind
(Oh, oh, oh)
We are the sands of time
(Bound by the sand of time)

Only sands of time
(The sands of time)
Don't ever run out on me

Believe we always come together in the sands of time

",Sands of Time
The S.O.S. Band,"You've got me like no one has before, I really love you 
The way you talk and the things you say sound so good 
But there you were standing over there with another last night 
Now in the middle of it can't you see it's killin' me 

I had high hopes for you and me 
Thought we'd stay together eternally 
High hopes for our love 
Felt like it was heaven sent from above 

Oh 
Just too hard to let go 

You told me you loved nobody else, you never would 
You had my child, you'd even marry me if I asked 
But now it seems more so every day that you need me less 
Now you're almost there, come around, I don't wanna let you go, oh, oh

I had high hopes for you and me 
Thought we'd stay together eternally 
High hopes for our love 
Felt like it was heaven sent from above 

(High) This can't be 
Caught you with another and, girl, it's killin' me 
(High) You let me down 
I have to find somebody else since you won't be around 

Just need a little time, it'll be alright 

High hopes 
High hopes 

Can't you see, I want you for myself (And always will) 
We had our talk and tried to make things right, or so it seems 
But it's him for you, I guess you don't need me anymore 
Hey, I never ever come around to see you again, oh (Oh, oh) 

'Cause I had high hopes for you and me 
Thought we'd stay together eternally 
High hopes for our love 
Felt like it was heaven sent from above 

(High) Ooh, this can't be 
Caught you with another and, girl, it's killin' me 
(High) You let me down 
I have to find somebody else since you won't be around 

High hopes 
Just need a little time and I'll be alright 
High hopes 
Oh, oh, high, high, high 

High hopes 
It's so hard to let go 
High hopes",High Hopes
The S.O.S. Band,"Friends tell me I am crazy
And I'm wasting time with you
You'll never be mine
It's not the way I see it
â??Cause I feel you're already mine
Whenever you're with me (oh, oh, oh)

People always talkin' â??bout
Your reputation
I don't care about your other girls
Just be good to me (oh, oh, oh)

Friends are always tellin' me
You're a user
I don't care what you do to them
Just be good to me (oh, oh, oh)

You may have many others
But I know when you're with me
You are all mine
Friends always seem to listen
To the bad things that you do
You never do them to me (oh, oh, oh)

People always talkin' â??bout
Your reputation
I don't care about your other girls
Just be good to me (Oh, oh, oh)

Friends are always tellin' me
You're a user
I don't care what you do to them
Just be good to me (oh, oh, oh)

La, la, la, la, la, la, la, la
La, la, la, la, la, la, la, la
Just be good to me

Life is a game of chances
So I'll take my chance with you
And you, I won't try to change
We talk about it and I
Never had a piece of you
And to have all of nothing (oh, oh, oh)

But just be good to me
In the mornin'
Just be good to me
In the afternoon or evenin', oh, yeah
Just be good to me (oh, oh, oh)

I'll give you love, I will smother you
I'll give affection, I won't bother you
I'll be good to you, you'll be good to me, yeah, yeah
Just be good to me (oh, oh, oh)

I'm like a cherry pie, I will tie you down
When you need me, I'll be around
I'll be good to you, you'll be good to me
And we'll always be together, be together, ha

La, la, la, la, la, la, la, la
La, la, la, la, la, la, la, la (oh)
Just be good to me (oh, oh, oh)

(I love you so) La, la, la, la, la, la, la, la
La, la, la, la, la, la, la, la (be nice to me, be sweet to me)
Just be good to me (oh, oh, oh)

(We won't worry, no don't worry â??bout what the people say)
La, la, la, la, la, la, la, la
La, la, la, la, la, la, la, la (we'll be good to each other)
(Oh, each and every day) just be good to me (oh, oh, oh)

(I'll be good to you) La, la, la, la, la, la, la, la (you'll be good to me)
La, la, la, la, la, la, la, la (we will love each other, ooh, yes, we will)
Just be good to me (oh, oh, oh)

La, la, la, la, la, la, la, la
La, la, la, la, la, la, la, la
Just be good to me (oh, oh, oh)",Just Be Good to Me
The Sadies,"i've gone down the river of sadness
down the river of pain
the darkness underwater called my name

gave you the key to the highway
gave you the key to the motel door
i'm tired of leaving I can't come back no more

all my darkeyed friends
i'll ve calling you again
some say speak nothing
speak nothing till the end

mother of earth
they called
said stay behind the wall
their sadness
grows like weeds upon their thighs and knees

mother of earth the wind is hollerin
i drive my best but I could?
and my eyes faithfully when this whole thing comes free",Mother of Earth
The Sadies,"No I'd rather go and journey 
Where the diamond crescent's glowing
And run across the valley
Beneath the sacred mountain
And wander through the forest
Where the trees have leaves of prisms
That break the sight up into colors
That no one know the names of

And when it's time I'll go and lay
Beside the legendary fountain
Till I see her form reflected
In its clear and gentle waters
And if you think I'm ready
You may lead me to the chasm
Where the rivers of our visions
Flow into one another

And I'll stay awhile and wonder
At the mist that they created
And lose myself within it
Cleanse my mind and body
And I know at this moment
As I stand in that cathedral
I will want to dive
Beneath the white cascading water

She may beg and she may plead
And she may argue with her logic
Mention all the things I'll lose
That really have no value
Though I doubt that she will ever
Come to understand my meaning
In the end she'll surely know 
I was not born to follow
",Wasn't Born to Follow
The Saints,"When I was a little girl
I had a rag doll
Only doll I've ever owned
Now I love you just the way I loved that rag doll
But only now my love has grown

And it gets stronger, in every way
And it gets deeper, let me say
And it gets higher, day by day

And do I love you my oh my
Yeah river deep mountain high
If I lost you would I cry
Oh how I love you baby, baby, baby, baby

When you were a young boy
Did you have a puppy
That always followed you around
Well I'm gonna be as faithful as that puppy
No I'll never let you down

Cause it grows stronger, like a river flows
And it gets bigger baby, and heaven knows
And it gets sweeter baby, as it grows

And do I love you my oh my
Yeah river deep, mountain high
If I lost you would I cry
Oh how I love you baby, baby, baby, baby

I love you baby like a flower loves the spring
And I love you baby just like Robin loves to sing
And I love you baby like a school boy loves his pet
And I love you baby, river deep mountain high

Do I love you my oh my, oh baby
River deep, mountain high
If I lost you would I cry
Oh how I love you baby, baby, baby, baby","River Deep, Mountain High [*]"
The Saints,"I don't live this life for me
In Orstralia land so free
Everybody lazin' in the sun
Nobody cares, so let's have fun

Got no problems, got no wars
And you don't need your brain no more

Orstralia goes in once again
We must remember all our friends
And to make sure all the way
That we support the C.I.A.

Got no problems, got no wars
And you don't need your brain no more

Hang your wahin' on the line
It's okay, the weather's fine
Hubby goes out, don't commit no crime
He always gets to work on time

Got no problems, got no wars
And you don't need your brain no more
In Orstralia

",Orstralia
The Saints,"Security, yeah yeah
I want some security
I want security, yeah
Without it I'm at a great loss
Yes I am, now
Security, yeah, yeah
And I want it any cost, yes I do now

Oh
Don't want no money now
Don't want no pay
But with security, yeah, yeah
I'll have all these things
Yes, I will now

Security, yeah
That's all I want from you
Yes, I do now
Talkin' bout security, yeah, yeah
And a little love that'll be true
Right now

Your sweet lips, you know
They tell me
That you're the one for me
Darlin', how can I forget now?
How can I forget?
Yeah

Security is what I want right now
Your love is all right
But I need a little more honey
I cant spend your love
At the grocery store

I need security, right now
Security, yeah
I tell you once again
Yes I will now
Talkin' about security, yeah
And I want it to the end, yes I do

Your sweet tender lips, you know
They tell me
That you're the one for me
Darling, how can I forget now?
How can I forget?
Yeah
Security, yeah, security is what I want",Brisbane (Security City)
The Saints,"Save me!
Somebody save me
Save me!
Somebody save me, yeah

Promised myself after the first romance
I wouldn't give ya a second chance
Said you see, you're sure to find
A but the closer I get to ya, baby
You drive me stone out'a my mind

Save me!
Oh, yeah, save me! yeah, yeah
Those who love always give the most
We're cryin' together from coast to coast
Love leaves us cold and hurt inside
Leaves of ours unjustified
Beggin' ya to, save me!
Yeah, need somebody to
Save me! yeah, hey, hey, hey

(Sax)
Yeah, um, hum, yeah, um hum, hum
(Sax)

Your love said ya needed me
You abused my love, set me free
You didn't need, you didn't want me
Somebody help me, this man wants to taunt me
I'm beggin' you to, oh, oh!

Save me! yeah, he, save me!
Call in the cape crusader, green hornet
Kado too
I'm in so much trouble I don't know what to do
If you're thinkin' a thing about me
Save me! oh yeah, yea, see'mon
I just said
Save me! baby see'mon
Save me! save me!
Save me",Save Me
The Saints,"Before you accuse me, take a look at yourself
Before you accuse me, take a look at yourself
You say I've been spendin' my money on other women
But you've been runnin' with somebody else
 
I called your mama 'bout three or four nights ago
I called your mama 'bout three or four nights ago
Well your mother said 'son,
Don't call my daughter no more'
 
Before you accuse me, take a look at yourself
Before you accuse me, take a look at yourself
Well now you say I've been runnin' around
But you got somebody else
 
Come on back home baby, try my love one more time
Come on back home baby, try my love one more time
Well now you've been gone away so long
I'm gonna lose my mind
 
Before you accuse me, take a look at yourself
Before you accuse me, take a look at yourself
Well now you say I've been buyin' other women clothes
You've been taking money from somebody else",Before You Accuse Me
