Band,Lyrics,Song
Area 11,"As I looked into the burning sky,
A tear forming in my eye
Memories of fallen dreams
And all those that have died.
Demons are possessing me.
Robbed of my eternity.
A cloud of ash that pierced the night;
I feel my hate take flight.

I'm choking on my own words and
I'm scared of backing down
Because the hope within us all
Is up in flames.
Twisted by my warring conscience,
The situation's pushing onwards.
Genocide
Forever taints your name.

This can't be, was this me?
I think I've lost control.
I caused this, I forced this,
Can I continue on?
I have caused this, I have forced this.
I caused this, I forced this, I caused this.

Mou oshimai da.
Betrayed by trust, forever left to scream.
Oh hold me closely and die in my arms,
And then take this secret with you,
And then take this secret with you.

I became your puppet master,
As you stared into my eyes,
Then stood and watched in horror
As you ordered them to die.

This could fuel The Revolution
This could be my last solution,
And all good victories
Come with a price.

Mou oshimai da.
Betrayed by trust, forever left to scream.
Oh hold me closely and die in my arms,
And then take this secret with you,
And then take this secret with you.

Mou oshimai da.
Betrayed by trust, forever left to scream.
Oh hold me closely and die in my arms,
And then take this secret with you,
Then take this secret with you.
Take my secret with you.
Take my secret with you.
Take my secret with you.
Just take my secret with you.",Euphemia
Area 11,"I've been living under ground, locked in the silence.
until you came and dug me up, into a world full of violence.
That's all I know hope it helps",Heaven-Piercing Giga Drill
Area 11,"Is this the real life?
Is this just fantasy?
Caught in a landslide
No escape from reality
Open your eyes
Look up to the skies and see
I'm just a poor boy, I need no sympathy
Because I'm easy come, easy go
A little high, little low
Anyway the wind blows, doesn't really matter to me, to me

Mama, just killed a man
Put a gun against his head
Pulled my trigger, now he's dead
Mama, life had just begun
But now I've gone and thrown it all away
Mama, ooo
Didn't mean to make you cry
If I'm not back again this time tomorrow
Carry on, carry on, as if nothing really matters

Too late, my time has come
Sends shivers down my spine
Body's aching all the time
Goodbye everybody I've got to go
Gotta leave you all behind and face the truth
Mama, ooo (anyway the wind blows)
I don't want to die
I sometimes wish I'd never been born at all

I see a little silhouetto of a man
Scaramouch, scaramouch will you do the fandango
Thunderbolt and lightning very very frightening me
Gallileo, Gallileo,
Gallileo, Gallileo,
Gallileo Figaro - magnifico

But I'm just a poor boy and nobody loves me
He's just a poor boy from a poor family
Spare him his life from this monstrosity
Easy come easy go will you let me go
Bismillah! No we will not let you go - let him go
Bismillah! We will not let you go - let him go
Bismillah! We will not let you go let me go
Will not let you go let me go (never)
Never let you go let me go
Never let me go ooo
No, no, no, no, no, no, no
Oh mama mia, mama mia, mama mia let me go
Beelzebub has a devil put aside for me
For me
For me

So you think you can stop me and spit in my eye
So you think you can love me and leave me to die
Oh baby can't do this to me baby
Just gotta get out just gotta get right outta here

Ooh yeah, ooh yeah
Nothing really matters
Anyone can see
Nothing really matters nothing really matters to me

Anyway the wind blows",Knightmare/Frame
Area 11,"Cause I know that this will never work out
So it shouldn't even start
Cause I'm just a kid at heart
And you know that it's such a waste
Cause I hate that bitter taste
And your bittersweet embrace

I feel this has gone to my head
?????????????????????????????????(Mou kore ijou nome masen)
I'll never drink again
Twisting and turning, like the strands of your hair
There's smoke in the air
But baby I don't care

Cause I don't know what you came here for
Rising through the clouds into light
That's from the stars; now you fall
Down into my arms

This is where we are from
The town where nothing goes on
Production line values we covert so high
Waiting for our own special moment to die

I got lost to find myself
Some quiet noise, some mental health
The street's alive with glowing light
I wanna be with you tonight

Cause everything's gone; it's been wiped out
The fire's spread to the basement now
Through every part of me

I feel a change in the pace
As hearts start to race
Down a path ripped from space

I know I should run and I should fight
But the look in your eyes:
I could die here tonight

Cause I don't know what you came here for
Rising through the clouds into light
That's from the stars; now you fall
Down into my arms

This is where we are from
The town where nothing goes on
Fear of failure, we're moving so slow
Like statues, c'mon get your coat time to go

I got lost to find myself
Some quiet noise, some mental health
The street's alive with glowing light
I wanna be with you tonight

Cause everything's gone; it's been wiped out
The fire's spread to the basement now
Through every part of me

Through every part of me
Through every part of me

Cause I don't know what you came here for
Cause I don't know what you came here for

(What you came here, you came here)
You came here for",Tokyo House Party
Area 11,"A music box, a lullaby,
A restless sleep through an IV high
A whispered voice inside your mind
“One day I will find you”

I saw that you were lonely too
Something broken inside you
I reached out and took your hand
You reached out and you took me

I repressed that time
I locked it all inside
I locked it all inside
‘Cause it’s easier to hide
All the hurt, all the loss
All the lines between the dots
Everything that I forgot
I see it clearly

Regress into a child again
Do you feel it now?

Baby can’t you see that you’re losing your mind, that you’re losing your mind?
(Give me a warning, give me a warning!)
A shot to the head leaves it all behind, leaves it all behind
(This is a warning) and I’ll tear you apart

Reach out your hands to catch me
Reach out your hands and you tear me apart
Reach out your hands to catch me
Reach out your hands and you tear me apart

A music box, an alibi
But we are simply killing time
I wish I’d see inside your mind
I wish I’d seen inside you

Well this had to be common ancestry
Almost the same, but not enough
Never forgiven, but still in love

I repressed that time
I locked it all inside
I locked it all inside
‘Cause it’s easier to hide
All the hurt, all the loss
All the lines between the dots
Everything that I forgot
I see it clearly

Regress into a child again
Do you feel it now?

Baby can’t you see that you’re losing your mind, that you’re losing your mind?
(Give me a warning, give me a warning!)
A shot to the head leaves it all behind, leaves it all behind
(This is a warning) and I’ll tear you apart

Reach out your hands to catch me
Reach out your hands and you tear me apart
Reach out your hands to catch me
Reach out your hands and you tear me apart

Baby can’t you see that you’re losing your mind, that you’re losing your mind?
(Give me a warning, give me a warning!)
A shot to the head leaves it all behind, leaves it all behind

Baby can’t you see that you’re losing your mind, that you’re losing your mind?
(Give me a warning, give me a warning!)
A shot to the head leaves it all behind, leaves it all behind
(Give me a warning, give me a warning!)

Well baby can’t you see that you’re losing your mind, that you’re losing your mind?
Another shot to the head leaves it all behind, leaves it all behind
Give me a warning now",Vectors
Area 305,"A veces me pregunto
Por qué no puedo vivir
Sin el recuerdo de tu adiós, sin esos besos
Que jamás podré olvidar
why mi corazón aún llora por ti

Dónde estarás si no dentro de mí
Qué me estará matando
Que en medio de la noche
Sin aire perdido lloro por ti

Dónde estarás si no dentro de mí
Qué me estará pasando
Que cuando llegue el día
El sol no brilla dentro de mí
Dentro de mí

A veces me pregunto
Por qué no puedo vivir
Sin el néctar de tus labios, sin esos besos
Que jamás podré olvidar
why mi corazón aún llora por ti

Dónde estarás si no dentro de mí
Qué me estará matando
Que en medio de la noche
Sin aire perdido lloro por ti

Dónde estarás si no dentro de mí
Qué me estará pasando
Que cuando llegue el día
El sol no brilla dentro de mí
Dentro de mí

Dónde estarás si no dentro de mí
Qué me estará matando
Que en medio de la noche
Sin aire perdido lloro por ti

Dónde estarás si no dentro de mí
Qué me estará pasando
Que cuando llega el día
El sol no brilla dentro de mí
Dentro de mí
Dónde estás, por qué te has ido de mí

Dónde estarás dónde te has ido oh, oh
Dónde estás, por dónde andarás
Dónde estarás, dónde te has ido oh, oh
Ay dónde estás, dónde estás, dónde estás
Por dónde, dónde andarás
Dónde estarás, dónde te has ido",Dรณnde Estarรกs
Area 305,"Todos dicen que te olvide
Que no piense más en ti
Que te tengo que dejar ahora
Que es mejor así
Que vas hacerme daño
Que tengo que pensar en mí
En lo nuestro no hay futuro
Que esto no es vivir
Que fácil es hablar y aconsejar

Hasta que me olvide de ti
Voy hacerme daño y sufrir
Voy a imaginar que te tengo
Que estás conmigo
Hasta que me olvide de ti
Guardaré recuerdos en mi
Cosas que no pueden borrarse
Que no he perdido

Todos dicen que te olvide
Que te deje de buscar
Que el dolor que estoy sufriendo ahora
Todo va a pasar
Que va a correr el tiempo
Que va a llegar un nuevo amor
y que ponga más distancia entre tú y yo
Qué fácil es hablar y aconsejar

Hasta que me olvide de ti
Voy hacerme daño y sufrir
Voy a imaginar que te tengo
Que estás conmigo
Hasta que me olvide de ti
Guardaré recuerdos en mi
Cosas que no pueden borrarse
Que no he perdido

Dicen que recordar es volver a vivir de nuevo
Por eso es que aún me aferro a este amor
Hasta que me olvide de ti
Voy hacerme daño y sufrir
Voy a imaginar que te tengo
Que estás conmigo

Hasta que me olvide de ti
Guardaré recuerdos en mi
Cosas que no pueden borrarse
Que no he perdido",Hasta Que Me Olvide de Ti
Area 305,"La lluvia en mi ventana está golpeando sin parar
why todo aquí me dice que te extraño más why más
El cuarto no es el mismo sin tu amor
why llegan los recuerdos why el dolor de no tenerte why de tu adiós

Me miro en el espejo, estoy atormentado
Mi nundo sin lo tuyo está paralizado
why yo sin ti no sé que hacer

Estoy sufriendo tanto, estoy enamorando
Sitiendo en carne porpia lo que me ha pasado
Estoy llorando lo que no lloré en mi vida
Lo que nunca había pensando llorar

Estoy en soledad viviendo entre la gente
Estoy en cuerpo why alma pero estoy ausente
Camino sin camino
No tengo ni destino, si no estás

La tarde está muriendo, ya llegó la oscuridad
La lluvia en mi ventana continua sin parar
Me acuesto en nuestra cama why sólo siento frío
Mi cuerpo sin tu cuerpo why ese gran vacío tan difícil de ocultar

Estoy sufriendo tanto, estoy enamorando
Sitiendo en carne porpia lo que me ha pasado
Estoy llorando lo que no lloré en mi vida
Lo que nunca había pensando llorar

Estoy en soledad viviendo entre la gente
Estoy en cuerpo why alma pero estoy ausente
Camino sin camino
No tengo ni destino why ...

Muero de amor, ya no soporto el dolor
Perderte no...¡no!

Estoy sufriendo tanto, estoy enamorando
Sitiendo en carne porpia lo que me ha pasado
Estoy llorando lo que no lloré en mi vida
Lo que nunca había pensando llorar...

Estoy en soledad viviendo entre la gente
Estoy en cuerpo why alma pero estoy ausente
Camino sin camino
No tengo ni destino si no estás
Si no estás...",Si No Estรกs
Area 305,"La vida es solo momentos que no vuelven a pasar
Por eso no pierdas tiempo, no los dejes escapar
La vida es solo momentos que se viven una vez
No dejes para mañana, no dejes para despues

Lo bueno pasa ligero, lo malo es mucho mas lento
Pero al fin pasa todo, porque todos son momentos
La felicidad se busca, la desgracia uno la encuentra
Los años no vienen solo, siempre te pasa la cuenta

Por eso vive la vida, no dejes de caminar
Que camaron que se duerme el mar se lo llevarà
Por eso vive la vida, sin pensar el que diran
Que hay dias de la paloma, y hay otros de gavilan
Hay otros de gavilan

Vive la vida, oh, oh
Vive la vida
Vive la vida, oh, oh
Hay vive la vida

Vive la vida, oh, oh
Amigo vive la vida
Vive la vida, oh, oh

Te digo que el tiempo es oro, que no lo puedes perder
Que cuando mas lejos vallas, mas se demora en volver
Te digo que no le aflojes, que hay que aguantar y luchar
Que nunca bajes los brazos, que nunca dejes de amar

Por eso vive la vida, no dejes de caminar
Que camaron que se duerme el mar se lo llevarà
Por eso vive la vida, sin pensar el que diran
Que hay dias de la paloma, y hay otros de gavilan
Hay otros de gavilan

Vive La vida, oh, oh
Vive La vida
Vive La vida, oh, oh
Vive tu vida, vive tu vida

Vive la vida, oh, oh
Todos vivan su vida
Vive la vida oh, oh
Amigo vive la vida

Por eso vive la vida, no dejes de caminar
Que camaron que se duerme el mar se lo llevarà
Por eso vive la vida, sin pensar el que diran
Que hay dias de la paloma, y hay otros de gavilan
Hay otros de gavilan

Vive la vida, oh, oh
Vive la vida
Vive la vida, oh, oh
Nunca dejes de caminar

Vive la vida, oh, oh
Que hay dias de gavila
Vive la vida, oh, oh
Vive tu vida, vive tu vida
Vive la vida, oh, oh
No dejes nunca para despues

Vive la vida, oh, oh
Solo se vive una vez
Vive la vida, oh, oh
Amigo, amigo

Vive la vida, oh, oh
Vive la vida, vive la vida
Vive la vida, oh, oh
Vive tu vida, vive la vida

",Vive la Vida
Area Code 615,"Hey Jude, don't make it bad
Take a sad song and make it better
Remember to let her into your heart
Then you can start to make it better

Hey Jude, don't be afraid
You were made to go out and get her
The minute you let her under your skin
Then you begin to make it better

And anytime you feel the pain, hey Jude, refrain
Don't carry the world upon your shoulders
For well you know that it's a fool who plays it cool
By making his world a little colder

Hey Jude, don't let me down
You have found her, now go and get her
Remember to let her into your heart
Then you can start to make it better

So let it out and let it in, hey Jude, begin
You're waiting for someone to perform with
And don't you know that it's just you, hey Jude, you'll do
The movement you need is on your shoulder

Hey Jude, don't make it bad
Take a sad song and make it better
Remember to let her under your skin
Then you'll begin to make it
Better better better better better better, oh

Na na na nananana, nannana, hey Jude",Hey Jude
