Band,Lyrics,Song
The Monkees,"I've known for a long time
The kind of girl you are.
Of a smile that covers teardrops,
The way your head yields to you heart.
Of things you've kept inside
That most girls couldn't bear.
I've known you for a long time,
But I've just begun to care.

I've known of all the heartaches,
I've known of all the pain.
I've seen you when the sun shines,
And I've seen you when it rains.
I've seen you make a look of love
From just an icy stare.
I've known you for a long time,
But I've just begun to care.

I know I've been blind
To not have loved you all this time,
But the image of you wasn't clear.
I guess I've been standing too near.

Oh, it's taken me a while,
But I have finally found
What you are to me;
And that's what really counts.
And what you are to me
Is something we can share.
I've known you for a long time,
But I've just begun to care.

Oh, it's taken me a while,
But I have finally found
What you are to me;
And that's what really counts.
And what you are to me
Is something we can share.
I've known you for a long time,
But I've just begun to care.",Propinquity (I've Just Begun to Care)
The Monkees,"How old d'you say your sister was? (sister was, sister was) 
How old d'you say your sister was? (sister was, sister was) 
You know you'd better keep an eye on her (eye on her, eye on her) 
Do the ronde ronde ronde do the rond rond 
She hangs out 
She hangs out
 
I heard you taught your sister the bugaloo (bugaloo, bugaloo) 
I heard you taught your sister the shigaling too (shigaling too, shigaling too) 
Well, she can teach you a thing or two (a thing or two, thing or two) 
Do the ronde ronde ronde do the rond rond 
She hangs out 
She hangs out 
 
Well, she hangs out, hangs out 
every night, every night 
You know you best get down here on the double 
Before she gets her pretty little self in trouble 
She's, so fine, so fine 
 
I say, how old d'you say your sister was? (sister was, sister was) 
How old d'you say your sister was? (sister was, sister was) 
You know you'd better keep an eye on her (eye on her, eye on her) 
Do the ronde ronde ronde do the rond rond 
She hangs out 
She hangs out 
 
She's very, very, very, very, very fine 
And she's gonna be mine, so fine 
She hangs out 
She hangs out",She Hangs Out [Single Version]
The Monkees,"Mr. Engineer, slow the engine down some more.
You're movin' just a little too fast, 
I've got my foot down clear to the floor.

Steam engine, Engine 99
Steam drivers, rollin' right on by.

Mr. Engineer, you see I've got a little problem here.
My baby, she's aboard your train,
She says she's never comin' back again.

Steam engine, Engine 99
Steam drivers, rollin' right on by.

She told me good bye, she said I'm leavin' you behind.
I think I'm gonna die, if I hear that whistle whine.

Mr. Engineer, slow the engine down some more.
You're movin' movin' just a little too fast,
I've got my foot down clear to the floor.

Steam engine, Engine 99
Steam drivers, rollin' right on by.

(Steam engines)Gotta keep on keep on rollin'.
(Steam engines)She's gonna leave me behind.
(Steam engines)I might as well go home.
(Steam engines)She's gonna leave me behind.
(Steam engines)I might as well go home.

",Steam Enging [Alternate Mix][#]
The Monkees,"Walkin' down the lonely street,
I need someone to meet.
I run across sweet lookin' you,
Do you know what you do?

Oh, you tear the top right off my head;
Blow my mind.
Yeah, I'm goin' blind.

Freakin' out in the afternoon,
Lookin' at a daytime moon.
Talk to me, I'll talk to you,
Do you know what you do?

Yeah, you tear the top right off my head;
Blow my mind.
I'm goin' blind.

Sittin' by a firelight,
Coffee cups for two.
Touch my lips with your fingertips,
Do you know what you do?

Yeah, you tear the top right off my head;
Blow my mind.
Yeah, I'm goin' blind.",Tear the Top Right off My Head
The Monkees,"By Bill Chadwick and John Chadwick
The king of Zor, he called for war
And the king of Zam, he answered.
They fashioned their weapons one upon one
Ton upon ton, they called for war at the rise of the sun.

Out went the call to one and to all
That echoed and rolled like the thunder.
Trumpets and drums, roar upon roar
More upon more.
Rolling the call of ""Come now to war.""

Throughout the night they fashioned their might
With right on the side of the mighty.
They puzzled their minds plan upon plan
Man upon man
And at dying of dawn the great war began.

They met on the battlefield banner in hand.
They looked out across the vacant land.
And they counted the missing, one upon one,
None upon none.
The war it was over before it begun.

Two little kings playing a game.
They gave a war and nobody came.
And nobody came.
And nobody came.
And nobody came.
And nobody came.",Zor and Zam [TV Version]
The Monkees,"I'm a millionaire
Without a care in the world,
I have played the game,
I've made the grade, I've shown them all.
I'm a teenage idol just starting a tune,
No, it's just the ceiling in my room.
I have got more friends
Than I've ever had before,
But, are all these friends
Like the ones I knew before?
Hey, look, there's my old schoolmates there at my back door,
No, it's just the ceiling in my room.
If I could only be part
Of the things that I see,
I'd trade all the wealth and fame
You've given to me,
Oh, I want to be free.
But, no matter what
My future may bring,
I always will remember
Just one simple thing.
That when all my visions contain only gloom,
I know it's just the ceiling in my room, my room, my room.
La-da-ta, la-da-ta, da-da-da-da-da-ta-ta
La-da-da, la-da-da, da-da-daah.",Ceiling in My Room
The Monkees,"You tell me that you've never been this way before
You tell me things I know that I've heard somewhere
You're standing in the places and you're staring down through faces
That bring to mind traces of a girl, a girl that I knew somewhere

I just can't put my finger on what it is
That says to me, watch out, don't believe her
I can't give any reasons girl, my thoughts are bound down in a whirl
I just can't think who in the world was that girl, I know I met her somewhere

Someway, somehow this same thing was done
Someone, somewhere did me this same wrong

Well goodbye dear, I just can't take this chance again
My fingers are still burning from the last time
And if your love was not a game, I only have myself to blame
That's as maybe, I can't explain, just ask the girl that I knew somewhere

And if your love was not a game, I only have myself to blame
That's as maybe, I can't explain, just ask the girl that I knew somewhere",The Girl I Knew Somewhere
The Monkees,"I-I-I-I-I'm not your steppin' stone
I-I-I-I-I'm not your steppin' stone

You're trying to make your mark in society
You're using all the tricks that you used on me
You're reading all them high-fashion magazines
The clothes you're wearing, girl, they're causing public scenes

I said, I-I-I-I-I'm not your steppin' stone
I-I-I-I-I'm not your steppin' stone

(No!)

Not your steppin' stone
Not your steppin' stone

When I first met you, girl, you didn't have no shoes
But, now you're walking around like you're front-page news
You've been awful careful 'bout the friends you choose
But, you won't find my name in your book of ""who's-who?""

I said, I-I-I-I-I'm not your steppin' stone
(No, girl, not me!)
I-I-I-I-I'm not your steppin' stone

(No!)

Not your steppin' stone
I'm not your steppin' stone

Not your steppin' stone (step-step-steppin' stone)
Not your steppin' stone (step-step-steppin' stone)
Not your steppin' stone (step-step-steppin' stone)
Not your steppin' stone (step-step-steppin' stone)

No, girl, I'm not your steppin' stone
Not your steppin' stone (step-step-steppin' stone)
Not your steppin' stone (step-step-steppin' stone)",(I'm Not Your) Steppin' Stone [Version]
The Monkees," wanna be free,
Like the bluebirds flying by me
Like the waves out on the blue sea.
If your love has to tie me, don't try me,
Say good-bye.

I wanna be free,
Don't say you love me say you like me,
But when I need you beside me,
Stay close enough to guide me, confide in 
me,
Oh-oh-oh

I wanna hold yur hand,
Walk along the *******sadn******** sand 
:) 
Laughing in the sun,
Always having fun
Doing all those things
Without any strings
To tie me down.

I wanna be free,
Like the warm September wind, babe,
Say you'll always be my friend, babe.
We can make it to the end, babe,
Again, babe, I gotta say:
I wanna be free 
I wanna be free
I wanna be free ",I'll Be Back Up on My Feet [Version]
The Monkees,"I'm a young man, baby,
And a young man I must be,
I've got to live young, baby,
And love young, baby,

And see what I can see.
So remember that you can't tie a mustang down,
No, you can't tie a mustang down,
And you can't keep an ocean in a cup,

Whoa, no, you can't tie a mustang down...or up.
Now I only got one heart, baby,
And I'm gonna keep it hid,
Oh, by the way that I hold you

You might think I love you,
But I never said I did.
So don't impose your will upon me,
I can't stand the sound of chains,

Oh, don't try to tame me
Or blame me or name me,
Oh, baby, ease up on the reins.
And remember that you can't tie a mustang down,

No, you can't tie a mustang down,
Oh, you can't put an ocean in a cup,
Whoa, no, you can't tie a mustang down...or up.
I'm a young man, baby,

And a young man I must be,
I've got to live young, baby,
And love young, baby,
And see what I can see.

So remember that you can't tie a mustang down,
No, you can't tie a mustang down,
Oh, you can't keep an ocean in a cup,
Whoa, no, you can't tie a mustang down...or up.

(Whoa, no!)
You can't tie a mustang down,
You can't tie a mustang down,
You can't keep an ocean in a cup,

Whoa, no, you can't tie a mustang down, or up.
Fade out",You Can't Tie a Mustang Down [#]
