Band,Lyrics,Song
Fangoria,"Ya no sé cómo explicar
Que detesto recordar
Un pasado que me aburre
Y prefiero ignorar

Lo que va quedando atrás
Hoy no me interesa ya
Todo aquello que hizo daño
Y que ahora me da igual

Las ventajas de olvidar
Van liberándome de caprichos
Que estaban atormentándome

La estrategia de un momento
Que fue empujándome
Por desiertos que el destino
Me condenó a cruzar

Bajo un cielo protector
Cometí más de un error
Que la vida ha borrado
Y el dolor ya perdonó

Y al amparo del valor
Acabé con el temor
De mirar hacia el futuro
Sin mayor preocupación

Las ventajas de olvidar
Van liberándome de caprichos
Que estaban atormentándome

La estrategia de un momento
Que fue empujándome
Hacia mares donde el viento
No me hizo naufragar

Y al final que haya
Una historia que contar
No es mejor que reinventar
La realidad así que

Las ventajas de olvidar
Van liberándome de caprichos
Que estaban atormentándome

La estrategia de un momento
Que fue empujándome
Por desiertos que el destino
Me condenó a cruzar

",Las Ventajas de Olvidar [130 BPM]
Fangoria,"Trataste de engañarme, qué equivocación 
Cansada de escucharte pierdo la atención 
Dímelo, no te lo calles, confiésalo 
Como piezas que no encajan resuenan tus palabras 

Dirás que me perdiste, que hubo confusión 
Y sólo hay un culpable de esta situación 
Puedes ver lo que he tardado en comprender 
Que el enredo y la artimaña son la marca de la casa 

Ya ves, con qué desfachatez 
Te atreves a volver 
Fingiendo que te arrastras y yo sé 
Que en esta farsa impersonal 
Renuncias a tu voluntad 
¡Qué horror! 
¡Con qué desfachatez! 

Creaste un espejismo, sólo una ilusión 
Curada del delirio quedas sin perdón 
Siéntate, y si te atreves, defiéndete 
Te lo digo antes que empieces 

No aclares que oscurece 

Ya ves, con qué desfachatez 
Te atreves a volver 
Fingiendo que te arrastras y yo sé 
Que en esta farsa impersonal 
Renuncias a tu voluntad 
¡Qué horror! 
¡Con qué desfachatez! 

Mírame, soy todo lo que quiero ser 
Y ya no puedes disponer de mí igual que ayer 
Mírate, comienzas a desfallecer 
Ya nada puede detener tanta desfachatez 

No, por tanta estupidez 
Llegué a enloquecer 
Fingiendo que trataba de entender 
Lo que no tiene lógica 
Lo que no debo justificar 
El rencor por tu desfachatez 

Ya ves, con qué desfachatez 
Te atreves a volver 
Fingiendo que te arrastras y yo sé 
Que en esta farsa impersonal 
Renuncias a tu voluntad 
¡Qué horror! 
¡Con qué desfachatez!",Desfachatez
Fangoria,"Los pobres espíritus vendrán 
En fila india y pedirán 
Que les dejemos como están
Flotar en paz

Y los pusilánimes también 
Querrán un destino menos cruel
Algo que les permita con temporizar
Murmurar

El reloj molecular 
Se paró hace tempo ya
Ha dejado en el ambiente 
Un eco nuevo del tic-tac
Una vieja superstar 
Se ha cansado de esperar
Tuvo sus quince minutos
Ni uno menos ni uno más
No hay excepción, ni condición
Incluso la ironía tuvo que acabar
Alguien contó que en nueva york
Disco sally ha dejado de bailar

El último neandertal se irá
Nadie le puede ayudar
El homosapiens no le oirá gritar, aullar

El angel caído trepará 
A lo más alto y saltará
Porque las alas no le dejan respirar
Ni volar

El reloj molecular 
Se paró hace tempo ya
Ha dejado en el ambiente 
Un eco nuevo del tic-tac
Una vieja superstar 
Se ha cansado de esperar
Tuvo sus quince minutos
Ni uno menos ni uno más
No hay excepción, ni condición
Incluso la ironía tuvo que acabar
Alguien contó que en nueva york
Disco sally ha dejado de bailar

No hay excepción, ni condición
Incluso la ironía tuvo que acabar
Dejadme estar, quiero flotar en paz",Disco Sally
Fangoria,"Voy a negar la evidencia delante de mí
Si no puede ser, no lo quiero ver
¿Para qué saber,
Lo que no podré cambiar? 

Voy a probar, a esperar lo imposible de ti
Si no me lo das, por favor te vas
¿Para qué escuchar 
Lo que me vas a contar? 

El amor es una construcción burguesa
Una invención medieval
Un cuento de hadas desquiciado
¡Nunca más! ¡Nunca más! 
¡Nunca más volver a creer en una fantasía tan delirante! 

Fiesta en el infierno
Celebran la degradación de otro corazón
La desilusión de un primer amor 
Que se convirtió en te odio

El final de un sueño 
Que acaba en la resignación y la decepción
La condenación, ángel de dolor 
Que se convirtió en demonio

Hoy, quiero borrar 
El error que supuso admitir 
La debilidad, la necesidad
No aprender a estar con mi soledad

Hoy, no quiero jugar 
A esconderme en un mundo ideal
Que se acabará, se derrumbará 
Y me arrastrará hacia lo que no es real

Fiesta en el infierno
Celebran la degradación de otro corazón
La desilusión de un primer amor 
Que se convirtió en te odio

El final de un sueño 
Que acaba en la resignación y la decepción
La condenación, ángel de dolor 
Que se convirtió en demonio

Voy de nuevo a negar 
La evidencia delante de mí
Si no puede ser, no lo quiero ver
¿Para qué saber 
Lo que no podré cambiar? 

El amor es una construcción burguesa
Una invención medieval, un cuento de hadas desquiciado
¡Nunca más! ¡Nunca más! 
¡Nunca más volver a creer en una fantasía tan delirante! 

Fiesta en el infierno
Celebran la degradación de otro corazón
La desilusión de un primer amor 
Que se convirtió en te odio

El final de un sueño 
Que acaba en la resignación y la decepción
La condenación, ángel de dolor 
Que se convirtió en demonio",Fiesta en el Infierno
Fangoria,"Con un nudo en la garganta
Suplicando salvación
Las noches oscuras del alma 
Dibujan un rayo y tormentas que preceden a la calma
Iluminados, obesionados
Invocando a la divinidad

La descarga de amor 
Que derrite y acelera el corazón
Una fuerza mayor 
Que nos hace desvariar
Iluminados por el fuego
Atravesados por la espada triunfal 
En un arrebato de luz celestial

Oraciones recitadas 
Van en busca de la fe
Abandonamos la ciencia
Sabiendo que todo es milagro
Que se acaba la coherencia

Iluminados, obsesionados
Sentimiento sobrenatural
Iluminados, maravillados
Aceptando la total renuncia de la voluntad

La descarga de amor 
Que derrite y acelera el corazón
Una fuerza mayor 
Que nos hace desvariar
Iluminados por el fuego
Atravesados por la espada triunfal 
En un arrebato de luz celestial

Extasiados, iluminados
Dejar la oscuridad
Cegados tras un velo
Entre tinieblas comenzamos a ver 
La claridad de este amanecer

Dejar la oscuridad
Iluminados por el fuego
Atravesados por la espada triunfal 
En un arrebato de luz celestial",Iluminados
Fangoria,"Algún día te marcharás 
Y tendré que restaurar los sentimientos 
Con terciopelo y sedas que puedan disimular 
La tristeza que vas a dejar

Manual de utilidad para redecorar

Interiores de estilo inglés 
Unos muebles que pueden volver 
A llenar el vacío y un jardín con estanques y ambiente zen

Esculturas que no entenderás 
Tipo gótico monumental 
Algo de barroquismo 
Sólo se que da lo mismo si tú no estás

Aprender a retapizar 
Desengaños y sofás 
Nuevos ambientes independientes para esconderse y olvidar 
Esta vez ya no voy a llorar

Bricolaje pasional para redecorar

Paisajismo ancestral japonés 
Silloncitos de le corbusier 
Mucho minimalismo 
Sólo sé que ya no volverte a ver

Antigüedades con molduras 
Dormitorios de burdel 
Puertas de entrada con dos columnas 
Otro color en la pared

Y un rincón de lectura para ya no volverte a ver 

Interiores de estilo inglés 
Unos muebles que pueden volver 
A llenar el vacío y un jardín con estanques y ambiente zen

Esculturas que no entenderás 
Tipo gótico monumental 
Algo de barroquismo 
Sólo se que da lo mismo si tú no estás",Manual de Decoración Para Personas Abandonadas
Fangoria,"Ya no puedo soportar 
(Tan sacrificada) 
Tantas quejas que nunca podré aliviar
Y no quieres volver a intentar 
(No te da la gana) 
Un futuro que nadie más va a inventar

Ahora sé 
He aprendido a reconocer 
Las excusas que te hacen ver que es desolador
No puedo detener 
La sospecha de que quieres ser 
Una víctima y parecer devastado

¿Para qué escuchar? 
(Una conducta pasiva) 
¿Para qué sufrir? 
(No es suficiente decir que es desolador) 
Sabes que soy el mejor ejemplo 
Que sobrevivo en el desierto
Sí 
(Una actitud abusiva) 
Harta de mentir 
(No es suficiente decir que es desolador) 
Ahora pongo en tu conocimiento 
Que sobrevivo en el invierno gris

Ya no quiero tolerar 
(Desilusionada) 
Los lamentos de quien no se va a esforzar

Y me cuesta creer que es verdad 
(Sólo es una farsa) 
Que ignoras tu culpa en lo que va mal

Confesaré 
Que he aprendido a reconocer 
La estrategia de dar a entender que es desolador
No pienso conceder 
Ni un minuto al alarmismo que 
Nos presenta el mundo al revés, devastado

¿para qué escuchar? 
(Una conducta pasiva) 
¿Para qué sufrir? 
(No es suficiente decir que es desolador) 
Sabes que soy el mejor ejemplo 
Que sobrevivo en el desierto. 
Sí 
(Una actitud abusiva) 
Harta de mentir 
(No es suficiente decir que es desolador) 
Ahora pongo en tu conocimiento 
Que sobrevivo en el invierno
Y 
(Voluntad de resistir) 
¿para qué sufrir? 
Sabes que soy el mejor ejemplo 
Que sobrevivo en el desierto
Sí 
(Voluntad de resistir) 
Harta de mentir 
Ahora pongo en tu conocimiento 
Que sobrevivo en el invierno

(Voluntad de resistir, voluntad de resistir)

Ahora pongo en tu conocimiento 
Que sobrevivo en el invierno gris",Voluntad de Resistir
Fangoria,"Me dijeron, que una imagen
Siempre vale mucho más
Que mil palabras y es verdad
Por eso te voy a dibujar

Un laberinto, un esquema 
De mi estado emocional
Así te puedes organizar 
Y no perdemos el tiempo

Todo es muy fácil si uno 
Se centra en un punto concreto 
Y consigue fijar la atención

Un cuadrado, una esfera
Un triángulo ideal
Geometría polisentimental
Entre nosotros

Un trapezoide, un cilindro
Con un polígono espiral
Geometría polisentimental 
Entre nosotros

No te niego, que es difícil
Dividir y armonizar
Es siempre con el nunca más
Pero tenemos que diseñar
Un poliedro intuitivo
Un circuito racional
Que nos ayude a congelar
Direccionar el momento

Todo es muy fácil si uno 
Se centra en un punto concreto 
Y consigue fijar la atención

Un cuadrado, una esfera
Un triángulo ideal
Geometría polisentimental
Entre nosotros

Un trapezoide, un cilindro
Con un polígono espiral
Geometría polisentimental 
Entre nosotros

Y si todo fuera tan fácil
Me podría enamorar
De alguien que piense 
Lo mismo que yo
Que sepa calcular
Una curva, una recta 
O una cuarta dimensión
Todo me llevará
A donde quiero estar

Un cuadrado, una esfera
Un triángulo ideal
Geometría polisentimental
Entre nosotros

Un trapezoide, un cilindro
Con un polígono espiral
Geometría polisentimental 
Entre nosotros

Un cuadrado
Una esfera
Una curva
Una recta
Un cilindro
Una estrella
Una línea en zigzag",Geometría Polisentimental
Fania All-Stars,"If this world were mine, I'd place at your feet
All that I own; you've been so good to me
If this world were mine
I'd give you the flowers, the birds and the bees
For with your love inside me, that would be all I need
If this world were mine
I'd give you anything

If this world were mine, I'd make you a king
With wealth untold, you could have anything
If this world were mine
I'd give you each day so sunny and blue
If you wanted the moonlight, I'd give you that too
If this world were mine
I'd give you anything

Oh baby, you're my consolation
And there's no hesitation
When you want me, honey, just call me

And honey, you're my inspiration
I feel so much sensation
When I'm in your arms, when you squeeze me

And the sky would be blue
As long as you're lovin' me

With you here in my arms
Life is so wonderful

Give me pretty lovin', baby
Give me pretty lovin', honey
Keep on lovin' me
You know I need you, baby
Really, really need you, baby",If This World Were Mine
Fania All-Stars,"En la llanura habanera
Entre madrugas y guines
En la llanura habanera
Entre madrugas y guines
Como lindos coma guines
Canta la huerta habanera

Bemba colorá'
Que buena está la bemba
Bemba colorá'
Le gusta mucho una bemba
Bemba colorá'
Córrela, córrela, córrela, córrela
Bemba colorá'
Colorá, bemba, colorá
Bemba colorá'
Colorá, colorá, colora
Bemba Corola'
Bemba eh, colorá
Bemba colorá'
Esa es colorá
Bemba colorá'
Bemba colorá'
Bemba colorá
Colorá

Hace unos años salí
Colorá'
De mi tierrita adorada
Colorá'
Y todavía recuerdo
Colorá'
Sus calles y sus cañadas
Colorá',
Sus bohíos, yo adoraba
Colorá'
A las palmeras agarraba
Colorá'
Siempre, siempre iban techados
Colorá'
Con trozos de vieja yagua
Colorá'

Soy marinero con buen bahía
Colorá'
Soy marinero con buen bahía
Colorá'
Colorá, colorá
Colorá'
Yo tengo cuatro palomas
Colorá'
En una cuenca de loma
Colorá'
A todas les pongo agua
Colorá'
Todas beben su buchito
Colorá'
Ninguna se pone brava
Colorá'
Que buenas son mis palomas
Que buenas son
Colorá'
Que buenas son
Que buenas son
Colorá'
Ay, colorá, colorá
Colorá'
Colorá, colorá
Colorá'

Un pajarillo en su jaula
Colorá'
Vuela y vuela sin cesar
Colorá'
Y siempre buscando el mar
Colorá'
Si vio por donde escapar
Colorá'
Pobrecito, ay, como sufre
Colorá'
Buscando su libertad, y yo
Colorá'
Yo como el pájaro quiero
Colorá'
Mi libertad recobrar
Colora'
Ven, ven, ven, ven
Colorá'
Ven, ven, ven, ven
Colorá'
Ven, ven, ven, ven
Colorá'
Colorá, colorá

De que color
Colorá'
De que color
Colorá'
De que color,
Colorá'
De que color'
Colorá'
De que color
Colorá'

Enterraron por la tarde
Colorá'
A la hija de Juan Simón,
Colorá'
Era Simón en el pueblo
Colorá'
El único enterrador, colorá
Colorá',
El mismo a su propia hija
Y tu verás
Colorá'
Al cementerio la llevó
Colorá'
El mismo cavó la fosa
Colorá'
Implorando una oración
Colorá, en una mano
Colorá'
En una mano la pala
Colorá'
Y en la otra el azadón
Colorá'
Y cuando le preguntaban
Colorá'
De donde vienes Juan Simón
Colorá'
Y dijo yo, yo soy enterrador
Colorá'
Y vengo a
Colorá'
Yo soy enterrador y vengo a
Colorá'

A Jaime Serrada le baja el sudor
Colorá'
Le llego los
Colorá'
Les llego los
Colorá'
Súbelo,
Colora'
Súbelo Pedro, súbelo, súbelo
Colorá'

Colorá
Colorá
Colorá'
Ay colora, ay colorao'
Arriba
Colorao'
Colorá'
Colorao'
Colorao'
Colorao'",Bemba Colora
